,week_ending,Case_Rate_Location,Case_Count,dayofyear,year,CasesByModZCTA_ID
0,2020-08-08,CITY,20.69,221,2020,2241
1,2020-08-15,CITY,21.91,228,2020,2248
2,2020-08-22,CITY,20.82,235,2020,2255
3,2020-08-29,CITY,21.5,242,2020,2262
4,2020-09-05,CITY,21.71,249,2020,2269
5,2020-09-12,CITY,25.51,256,2020,2276
6,2020-09-19,CITY,31.67,263,2020,2283
7,2020-09-26,CITY,40.87,270,2020,2290
8,2020-10-03,CITY,48.72,277,2020,2297
9,2020-10-10,CITY,48.58,284,2020,2304
10,2020-10-17,CITY,49.04,291,2020,2311
11,2020-10-24,CITY,60.07,298,2020,2318
12,2020-10-31,CITY,66.45,305,2020,2325
13,2020-11-07,CITY,104.18,312,2020,2332
14,2020-11-14,CITY,151.12,319,2020,2339
15,2020-11-21,CITY,170.77,326,2020,2346
16,2020-11-28,CITY,196.81,333,2020,2353
17,2020-12-05,CITY,278.73,340,2020,2360
18,2020-12-12,CITY,299.18,347,2020,2367
19,2020-12-19,CITY,305.84,354,2020,2374
20,2020-12-26,CITY,325.94,361,2020,2381
21,2021-01-02,CITY,399.6,2,2021,2023
22,2021-01-09,CITY,521.07,9,2021,2030
23,2021-01-16,CITY,479.28,16,2021,2037
24,2021-01-23,CITY,455.91,23,2021,2044
25,2021-01-30,CITY,432.3,30,2021,2051
26,2021-02-06,CITY,350.85,37,2021,2058
27,2021-02-13,CITY,338.62,44,2021,2065
28,2021-02-20,CITY,299.67,51,2021,2072
29,2021-02-27,CITY,327.02,58,2021,2079
30,2021-03-06,CITY,315.52,65,2021,2086
31,2021-03-13,CITY,318.44,72,2021,2093
32,2021-03-20,CITY,312.42,79,2021,2100
33,2021-03-27,CITY,345.02,86,2021,2107
34,2021-04-03,CITY,296.49,93,2021,2114
35,2021-04-10,CITY,265.99,100,2021,2121
36,2021-04-17,CITY,211.34,107,2021,2128
37,2021-04-24,CITY,148.95,114,2021,2135
38,2021-05-01,CITY,109.13,121,2021,2142
39,2021-05-08,CITY,76.5,128,2021,2149
40,2021-05-15,CITY,54.21,135,2021,2156
41,2021-05-22,CITY,38.35,142,2021,2163
42,2021-05-29,CITY,25.83,149,2021,2170
43,2021-06-05,CITY,20.08,156,2021,2177
44,2021-06-12,CITY,17.84,163,2021,2184
45,2021-06-19,CITY,16.64,170,2021,2191
46,2021-06-26,CITY,16.86,177,2021,2198
47,2021-07-03,CITY,20.44,184,2021,2205
48,2021-07-10,CITY,32.04,191,2021,2212
49,2021-07-17,CITY,51.81,198,2021,2219
50,2021-07-24,CITY,83.05,205,2021,2226
51,2021-07-31,CITY,120.87,212,2021,2233
52,2021-08-07,CITY,149.27,219,2021,2240
53,2021-08-14,CITY,156.75,226,2021,2247
54,2021-08-21,CITY,161.81,233,2021,2254
55,2021-08-28,CITY,152.26,240,2021,2261
56,2021-09-04,CITY,140.79,247,2021,2268
57,2021-09-11,CITY,137.43,254,2021,2275
58,2021-09-18,CITY,151.72,261,2021,2282
59,2021-09-25,CITY,137.77,268,2021,2289
60,2021-10-02,CITY,116.6,275,2021,2296
61,2021-10-09,CITY,112.03,282,2021,2303
62,2021-10-16,CITY,95.61,289,2021,2310
63,2021-10-23,CITY,75.7,296,2021,2317
64,2021-10-30,CITY,67.36,303,2021,2324
65,2021-11-06,CITY,74.97,310,2021,2331
66,2020-08-08,BX,28.77,221,2020,2241
67,2020-08-15,BX,30.6,228,2020,2248
68,2020-08-22,BX,26.65,235,2020,2255
69,2020-08-29,BX,28.7,242,2020,2262
70,2020-09-05,BX,21.15,249,2020,2269
71,2020-09-12,BX,24.68,256,2020,2276
72,2020-09-19,BX,26.3,263,2020,2283
73,2020-09-26,BX,32.72,270,2020,2290
74,2020-10-03,BX,32.36,277,2020,2297
75,2020-10-10,BX,38.15,284,2020,2304
76,2020-10-17,BX,44.21,291,2020,2311
77,2020-10-24,BX,53.94,298,2020,2318
78,2020-10-31,BX,65.58,305,2020,2325
79,2020-11-07,BX,100.55,312,2020,2332
80,2020-11-14,BX,146.03,319,2020,2339
81,2020-11-21,BX,183.82,326,2020,2346
82,2020-11-28,BX,206.67,333,2020,2353
83,2020-12-05,BX,287.76,340,2020,2360
84,2020-12-12,BX,299.11,347,2020,2367
85,2020-12-19,BX,300.24,354,2020,2374
86,2020-12-26,BX,313.64,361,2020,2381
87,2021-01-02,BX,431.88,2,2021,2023
88,2021-01-09,BX,568.53,9,2021,2030
89,2021-01-16,BX,538.99,16,2021,2037
90,2021-01-23,BX,536.1,23,2021,2044
91,2021-01-30,BX,517.2,30,2021,2051
92,2021-02-06,BX,434.35,37,2021,2058
93,2021-02-13,BX,432.94,44,2021,2065
94,2021-02-20,BX,361.44,51,2021,2072
95,2021-02-27,BX,384.22,58,2021,2079
96,2021-03-06,BX,344.87,65,2021,2086
97,2021-03-13,BX,324.85,72,2021,2093
98,2021-03-20,BX,305.24,79,2021,2100
99,2021-03-27,BX,340.29,86,2021,2107
100,2021-04-03,BX,296.15,93,2021,2114
101,2021-04-10,BX,254.62,100,2021,2121
102,2021-04-17,BX,201.87,107,2021,2128
103,2021-04-24,BX,147.58,114,2021,2135
104,2021-05-01,BX,110.21,121,2021,2142
105,2021-05-08,BX,81.23,128,2021,2149
106,2021-05-15,BX,56.97,135,2021,2156
107,2021-05-22,BX,41.25,142,2021,2163
108,2021-05-29,BX,27.43,149,2021,2170
109,2021-06-05,BX,28.49,156,2021,2177
110,2021-06-12,BX,25.67,163,2021,2184
111,2021-06-19,BX,17.77,170,2021,2191
112,2021-06-26,BX,13.54,177,2021,2198
113,2021-07-03,BX,17.42,184,2021,2205
114,2021-07-10,BX,26.51,191,2021,2212
115,2021-07-17,BX,42.45,198,2021,2219
116,2021-07-24,BX,66.99,205,2021,2226
117,2021-07-31,BX,102.52,212,2021,2233
118,2021-08-07,BX,131.36,219,2021,2240
119,2021-08-14,BX,145.68,226,2021,2247
120,2021-08-21,BX,163.16,233,2021,2254
121,2021-08-28,BX,149.77,240,2021,2261
122,2021-09-04,BX,137.57,247,2021,2268
123,2021-09-11,BX,131.65,254,2021,2275
124,2021-09-18,BX,121.99,261,2021,2282
125,2021-09-25,BX,126.71,268,2021,2289
126,2021-10-02,BX,103.65,275,2021,2296
127,2021-10-09,BX,86.52,282,2021,2303
128,2021-10-16,BX,70.23,289,2021,2310
129,2021-10-23,BX,59.3,296,2021,2317
130,2021-10-30,BX,51.47,303,2021,2324
131,2021-11-06,BX,50.98,310,2021,2331
132,2020-08-08,BK,19.92,221,2020,2241
133,2020-08-15,BK,21.72,228,2020,2248
134,2020-08-22,BK,18.28,235,2020,2255
135,2020-08-29,BK,22.81,242,2020,2262
136,2020-09-05,BK,24.26,249,2020,2269
137,2020-09-12,BK,28.4,256,2020,2276
138,2020-09-19,BK,40.08,263,2020,2283
139,2020-09-26,BK,58.52,270,2020,2290
140,2020-10-03,BK,69.73,277,2020,2297
141,2020-10-10,BK,65.51,284,2020,2304
142,2020-10-17,BK,57.97,291,2020,2311
143,2020-10-24,BK,65.12,298,2020,2318
144,2020-10-31,BK,64.46,305,2020,2325
145,2020-11-07,BK,100.24,312,2020,2332
146,2020-11-14,BK,126.33,319,2020,2339
147,2020-11-21,BK,149.65,326,2020,2346
148,2020-11-28,BK,170.98,333,2020,2353
149,2020-12-05,BK,251.88,340,2020,2360
150,2020-12-12,BK,278.96,347,2020,2367
151,2020-12-19,BK,297.55,354,2020,2374
152,2020-12-26,BK,324.07,361,2020,2381
153,2021-01-02,BK,366.26,2,2021,2023
154,2021-01-09,BK,483.1,9,2021,2030
155,2021-01-16,BK,468.65,16,2021,2037
156,2021-01-23,BK,434.24,23,2021,2044
157,2021-01-30,BK,423.61,30,2021,2051
158,2021-02-06,BK,340.76,37,2021,2058
159,2021-02-13,BK,324.5,44,2021,2065
160,2021-02-20,BK,288.1,51,2021,2072
161,2021-02-27,BK,327.0,58,2021,2079
162,2021-03-06,BK,313.25,65,2021,2086
163,2021-03-13,BK,317.82,72,2021,2093
164,2021-03-20,BK,307.63,79,2021,2100
165,2021-03-27,BK,339.86,86,2021,2107
166,2021-04-03,BK,291.1,93,2021,2114
167,2021-04-10,BK,272.08,100,2021,2121
168,2021-04-17,BK,224.42,107,2021,2128
169,2021-04-24,BK,162.31,114,2021,2135
170,2021-05-01,BK,122.11,121,2021,2142
171,2021-05-08,BK,83.05,128,2021,2149
172,2021-05-15,BK,55.98,135,2021,2156
173,2021-05-22,BK,42.23,142,2021,2163
174,2021-05-29,BK,25.27,149,2021,2170
175,2021-06-05,BK,17.93,156,2021,2177
176,2021-06-12,BK,15.08,163,2021,2184
177,2021-06-19,BK,15.51,170,2021,2191
178,2021-06-26,BK,15.59,177,2021,2198
179,2021-07-03,BK,18.4,184,2021,2205
180,2021-07-10,BK,31.64,191,2021,2212
181,2021-07-17,BK,54.14,198,2021,2219
182,2021-07-24,BK,89.26,205,2021,2226
183,2021-07-31,BK,127.66,212,2021,2233
184,2021-08-07,BK,156.22,219,2021,2240
185,2021-08-14,BK,159.34,226,2021,2247
186,2021-08-21,BK,167.15,233,2021,2254
187,2021-08-28,BK,160.2,240,2021,2261
188,2021-09-04,BK,143.21,247,2021,2268
189,2021-09-11,BK,140.4,254,2021,2275
190,2021-09-18,BK,176.22,261,2021,2282
191,2021-09-25,BK,155.87,268,2021,2289
192,2021-10-02,BK,133.95,275,2021,2296
193,2021-10-09,BK,145.24,282,2021,2303
194,2021-10-16,BK,120.12,289,2021,2310
195,2021-10-23,BK,95.32,296,2021,2317
196,2021-10-30,BK,85.04,303,2021,2324
197,2021-11-06,BK,91.21,310,2021,2331
198,2020-08-08,MN,17.99,221,2020,2241
199,2020-08-15,MN,16.88,228,2020,2248
200,2020-08-22,MN,19.28,235,2020,2255
201,2020-08-29,MN,17.74,242,2020,2262
202,2020-09-05,MN,16.76,249,2020,2269
203,2020-09-12,MN,22.23,256,2020,2276
204,2020-09-19,MN,28.73,263,2020,2283
205,2020-09-26,MN,31.37,270,2020,2290
206,2020-10-03,MN,34.51,277,2020,2297
207,2020-10-10,MN,31.74,284,2020,2304
208,2020-10-17,MN,40.34,291,2020,2311
209,2020-10-24,MN,48.57,298,2020,2318
210,2020-10-31,MN,58.57,305,2020,2325
211,2020-11-07,MN,91.85,312,2020,2332
212,2020-11-14,MN,143.67,319,2020,2339
213,2020-11-21,MN,152.76,326,2020,2346
214,2020-11-28,MN,171.42,333,2020,2353
215,2020-12-05,MN,209.8,340,2020,2360
216,2020-12-12,MN,229.26,347,2020,2367
217,2020-12-19,MN,232.95,354,2020,2374
218,2020-12-26,MN,220.67,361,2020,2381
219,2021-01-02,MN,256.28,2,2021,2023
220,2021-01-09,MN,373.73,9,2021,2030
221,2021-01-16,MN,332.1,16,2021,2037
222,2021-01-23,MN,334.99,23,2021,2044
223,2021-01-30,MN,324.06,30,2021,2051
224,2021-02-06,MN,273.59,37,2021,2058
225,2021-02-13,MN,259.53,44,2021,2065
226,2021-02-20,MN,235.71,51,2021,2072
227,2021-02-27,MN,254.56,58,2021,2079
228,2021-03-06,MN,244.86,65,2021,2086
229,2021-03-13,MN,244.49,72,2021,2093
230,2021-03-20,MN,241.48,79,2021,2100
231,2021-03-27,MN,267.14,86,2021,2107
232,2021-04-03,MN,232.58,93,2021,2114
233,2021-04-10,MN,194.14,100,2021,2121
234,2021-04-17,MN,146.07,107,2021,2128
235,2021-04-24,MN,92.04,114,2021,2135
236,2021-05-01,MN,69.26,121,2021,2142
237,2021-05-08,MN,47.89,128,2021,2149
238,2021-05-15,MN,34.51,135,2021,2156
239,2021-05-22,MN,25.36,142,2021,2163
240,2021-05-29,MN,18.24,149,2021,2170
241,2021-06-05,MN,14.06,156,2021,2177
242,2021-06-12,MN,15.84,163,2021,2184
243,2021-06-19,MN,13.51,170,2021,2191
244,2021-06-26,MN,14.67,177,2021,2198
245,2021-07-03,MN,21.0,184,2021,2205
246,2021-07-10,MN,34.32,191,2021,2212
247,2021-07-17,MN,61.34,198,2021,2219
248,2021-07-24,MN,96.95,205,2021,2226
249,2021-07-31,MN,123.66,212,2021,2233
250,2021-08-07,MN,145.82,219,2021,2240
251,2021-08-14,MN,143.98,226,2021,2247
252,2021-08-21,MN,149.63,233,2021,2254
253,2021-08-28,MN,148.22,240,2021,2261
254,2021-09-04,MN,136.61,247,2021,2268
255,2021-09-11,MN,136.98,254,2021,2275
256,2021-09-18,MN,148.71,261,2021,2282
257,2021-09-25,MN,122.98,268,2021,2289
258,2021-10-02,MN,103.89,275,2021,2296
259,2021-10-09,MN,94.86,282,2021,2303
260,2021-10-16,MN,83.5,289,2021,2310
261,2021-10-23,MN,66.06,296,2021,2317
262,2021-10-30,MN,61.71,303,2021,2324
263,2021-11-06,MN,76.26,310,2021,2331
264,2020-08-08,QN,19.17,221,2020,2241
265,2020-08-15,QN,19.88,228,2020,2248
266,2020-08-22,QN,21.43,235,2020,2255
267,2020-08-29,QN,18.55,242,2020,2262
268,2020-09-05,QN,20.41,249,2020,2269
269,2020-09-12,QN,23.78,256,2020,2276
270,2020-09-19,QN,27.86,263,2020,2283
271,2020-09-26,QN,32.08,270,2020,2290
272,2020-10-03,QN,44.68,277,2020,2297
273,2020-10-10,QN,46.14,284,2020,2304
274,2020-10-17,QN,45.52,291,2020,2311
275,2020-10-24,QN,60.92,298,2020,2318
276,2020-10-31,QN,61.27,305,2020,2325
277,2020-11-07,QN,97.61,312,2020,2332
278,2020-11-14,QN,153.74,319,2020,2339
279,2020-11-21,QN,163.41,326,2020,2346
280,2020-11-28,QN,195.18,333,2020,2353
281,2020-12-05,QN,285.33,340,2020,2360
282,2020-12-12,QN,328.68,347,2020,2367
283,2020-12-19,QN,329.92,354,2020,2374
284,2020-12-26,QN,360.94,361,2020,2381
285,2021-01-02,QN,451.32,2,2021,2023
286,2021-01-09,QN,573.37,9,2021,2030
287,2021-01-16,QN,518.98,16,2021,2037
288,2021-01-23,QN,489.96,23,2021,2044
289,2021-01-30,QN,461.61,30,2021,2051
290,2021-02-06,QN,360.76,37,2021,2058
291,2021-02-13,QN,342.04,44,2021,2065
292,2021-02-20,QN,312.62,51,2021,2072
293,2021-02-27,QN,336.09,58,2021,2079
294,2021-03-06,QN,329.12,65,2021,2086
295,2021-03-13,QN,350.16,72,2021,2093
296,2021-03-20,QN,352.55,79,2021,2100
297,2021-03-27,QN,381.12,86,2021,2107
298,2021-04-03,QN,322.6,93,2021,2114
299,2021-04-10,QN,289.19,100,2021,2121
300,2021-04-17,QN,228.28,107,2021,2128
301,2021-04-24,QN,156.31,114,2021,2135
302,2021-05-01,QN,111.5,121,2021,2142
303,2021-05-08,QN,77.96,128,2021,2149
304,2021-05-15,QN,58.39,135,2021,2156
305,2021-05-22,QN,37.62,142,2021,2163
306,2021-05-29,QN,26.67,149,2021,2170
307,2021-06-05,QN,19.08,156,2021,2177
308,2021-06-12,QN,15.13,163,2021,2184
309,2021-06-19,QN,15.84,170,2021,2191
310,2021-06-26,QN,16.82,177,2021,2198
311,2021-07-03,QN,18.32,184,2021,2205
312,2021-07-10,QN,29.15,191,2021,2212
313,2021-07-17,QN,42.59,198,2021,2219
314,2021-07-24,QN,68.19,205,2021,2226
315,2021-07-31,QN,108.17,212,2021,2233
316,2021-08-07,QN,138.34,219,2021,2240
317,2021-08-14,QN,150.45,226,2021,2247
318,2021-08-21,QN,147.84,233,2021,2254
319,2021-08-28,QN,129.07,240,2021,2261
320,2021-09-04,QN,117.18,247,2021,2268
321,2021-09-11,QN,120.77,254,2021,2275
322,2021-09-18,QN,129.47,261,2021,2282
323,2021-09-25,QN,124.9,268,2021,2289
324,2021-10-02,QN,104.62,275,2021,2296
325,2021-10-09,QN,95.21,282,2021,2303
326,2021-10-16,QN,79.73,289,2021,2310
327,2021-10-23,QN,59.45,296,2021,2317
328,2021-10-30,QN,52.35,303,2021,2324
329,2021-11-06,QN,67.17,310,2021,2331
330,2020-08-08,SI,17.22,221,2020,2241
331,2020-08-15,SI,23.94,228,2020,2248
332,2020-08-22,SI,19.53,235,2020,2255
333,2020-08-29,SI,19.74,242,2020,2262
334,2020-09-05,SI,32.76,249,2020,2269
335,2020-09-12,SI,31.92,256,2020,2276
336,2020-09-19,SI,30.45,263,2020,2283
337,2020-09-26,SI,44.31,270,2020,2290
338,2020-10-03,SI,52.3,277,2020,2297
339,2020-10-10,SI,57.76,284,2020,2304
340,2020-10-17,SI,61.75,291,2020,2311
341,2020-10-24,SI,86.53,298,2020,2318
342,2020-10-31,SI,131.26,305,2020,2325
343,2020-11-07,SI,209.39,312,2020,2332
344,2020-11-14,SI,312.72,319,2020,2339
345,2020-11-21,SI,341.91,326,2020,2346
346,2020-11-28,SI,400.93,333,2020,2353
347,2020-12-05,SI,600.66,340,2020,2360
348,2020-12-12,SI,507.62,347,2020,2367
349,2020-12-19,SI,502.37,354,2020,2374
350,2020-12-26,SI,567.06,361,2020,2381
351,2021-01-02,SI,728.14,2,2021,2023
352,2021-01-09,SI,840.29,9,2021,2030
353,2021-01-16,SI,674.17,16,2021,2037
354,2021-01-23,SI,585.96,23,2021,2044
355,2021-01-30,SI,457.64,30,2021,2051
356,2021-02-06,SI,373.84,37,2021,2058
357,2021-02-13,SI,387.91,44,2021,2065
358,2021-02-20,SI,335.4,51,2021,2072
359,2021-02-27,SI,361.66,58,2021,2079
360,2021-03-06,SI,417.52,65,2021,2086
361,2021-03-13,SI,405.55,72,2021,2093
362,2021-03-20,SI,412.27,79,2021,2100
363,2021-03-27,SI,482.42,86,2021,2107
364,2021-04-03,SI,421.51,93,2021,2114
365,2021-04-10,SI,403.03,100,2021,2121
366,2021-04-17,SI,312.3,107,2021,2128
367,2021-04-24,SI,241.1,114,2021,2135
368,2021-05-01,SI,161.3,121,2021,2142
369,2021-05-08,SI,118.24,128,2021,2149
370,2021-05-15,SI,84.01,135,2021,2156
371,2021-05-22,SI,56.71,142,2021,2163
372,2021-05-29,SI,45.99,149,2021,2170
373,2021-06-05,SI,31.92,156,2021,2177
374,2021-06-12,SI,28.98,163,2021,2184
375,2021-06-19,SI,33.81,170,2021,2191
376,2021-06-26,SI,41.37,177,2021,2198
377,2021-07-03,SI,48.51,184,2021,2205
378,2021-07-10,SI,56.5,191,2021,2212
379,2021-07-17,SI,78.13,198,2021,2219
380,2021-07-24,SI,120.34,205,2021,2226
381,2021-07-31,SI,189.65,212,2021,2233
382,2021-08-07,SI,228.71,219,2021,2240
383,2021-08-14,SI,249.29,226,2021,2247
384,2021-08-21,SI,236.9,233,2021,2254
385,2021-08-28,SI,240.68,240,2021,2261
386,2021-09-04,SI,263.37,247,2021,2268
387,2021-09-11,SI,219.05,254,2021,2275
388,2021-09-18,SI,224.3,261,2021,2282
389,2021-09-25,SI,185.03,268,2021,2289
390,2021-10-02,SI,162.14,275,2021,2296
391,2021-10-09,SI,147.85,282,2021,2303
392,2021-10-16,SI,156.05,289,2021,2310
393,2021-10-23,SI,128.95,296,2021,2317
394,2021-10-30,SI,110.05,303,2021,2324
395,2021-11-06,SI,91.57,310,2021,2331
396,2020-08-08,10001,7.24,221,2020,2241
397,2020-08-15,10001,14.49,228,2020,2248
398,2020-08-22,10001,14.49,235,2020,2255
399,2020-08-29,10001,7.24,242,2020,2262
400,2020-09-05,10001,32.59,249,2020,2269
401,2020-09-12,10001,43.46,256,2020,2276
402,2020-09-19,10001,25.35,263,2020,2283
403,2020-09-26,10001,10.86,270,2020,2290
404,2020-10-03,10001,36.21,277,2020,2297
405,2020-10-10,10001,39.84,284,2020,2304
406,2020-10-17,10001,32.59,291,2020,2311
407,2020-10-24,10001,50.7,298,2020,2318
408,2020-10-31,10001,36.21,305,2020,2325
409,2020-11-07,10001,105.02,312,2020,2332
410,2020-11-14,10001,202.8,319,2020,2339
411,2020-11-21,10001,170.21,326,2020,2346
412,2020-11-28,10001,133.99,333,2020,2353
413,2020-12-05,10001,246.26,340,2020,2360
414,2020-12-12,10001,191.94,347,2020,2367
415,2020-12-19,10001,271.61,354,2020,2374
416,2020-12-26,10001,188.32,361,2020,2381
417,2021-01-02,10001,210.05,2,2021,2023
418,2021-01-09,10001,445.44,9,2021,2030
419,2021-01-16,10001,282.47,16,2021,2037
420,2021-01-23,10001,329.55,23,2021,2044
421,2021-01-30,10001,289.72,30,2021,2051
422,2021-02-06,10001,286.1,37,2021,2058
423,2021-02-13,10001,260.75,44,2021,2065
424,2021-02-20,10001,170.21,51,2021,2072
425,2021-02-27,10001,231.77,58,2021,2079
426,2021-03-06,10001,228.15,65,2021,2086
427,2021-03-13,10001,242.64,72,2021,2093
428,2021-03-20,10001,373.01,79,2021,2100
429,2021-03-27,10001,296.96,86,2021,2107
430,2021-04-03,10001,296.96,93,2021,2114
431,2021-04-10,10001,210.05,100,2021,2121
432,2021-04-17,10001,152.1,107,2021,2128
433,2021-04-24,10001,97.78,114,2021,2135
434,2021-05-01,10001,94.16,121,2021,2142
435,2021-05-08,10001,76.05,128,2021,2149
436,2021-05-15,10001,54.32,135,2021,2156
437,2021-05-22,10001,61.57,142,2021,2163
438,2021-05-29,10001,21.73,149,2021,2170
439,2021-06-05,10001,28.97,156,2021,2177
440,2021-06-12,10001,18.11,163,2021,2184
441,2021-06-19,10001,32.59,170,2021,2191
442,2021-06-26,10001,21.73,177,2021,2198
443,2021-07-03,10001,28.97,184,2021,2205
444,2021-07-10,10001,94.16,191,2021,2212
445,2021-07-17,10001,108.64,198,2021,2219
446,2021-07-24,10001,188.32,205,2021,2226
447,2021-07-31,10001,162.97,212,2021,2233
448,2021-08-07,10001,217.29,219,2021,2240
449,2021-08-14,10001,220.91,226,2021,2247
450,2021-08-21,10001,162.97,233,2021,2254
451,2021-08-28,10001,235.4,240,2021,2261
452,2021-09-04,10001,181.07,247,2021,2268
453,2021-09-11,10001,188.32,254,2021,2275
454,2021-09-18,10001,188.32,261,2021,2282
455,2021-09-25,10001,112.27,268,2021,2289
456,2021-10-02,10001,144.86,275,2021,2296
457,2021-10-09,10001,112.27,282,2021,2303
458,2021-10-16,10001,90.54,289,2021,2310
459,2021-10-23,10001,68.81,296,2021,2317
460,2021-10-30,10001,72.43,303,2021,2324
461,2021-11-06,10001,144.86,310,2021,2331
462,2020-08-08,10002,39.83,221,2020,2241
463,2020-08-15,10002,10.62,228,2020,2248
464,2020-08-22,10002,21.24,235,2020,2255
465,2020-08-29,10002,10.62,242,2020,2262
466,2020-09-05,10002,7.97,249,2020,2269
467,2020-09-12,10002,6.64,256,2020,2276
468,2020-09-19,10002,22.57,263,2020,2283
469,2020-09-26,10002,25.22,270,2020,2290
470,2020-10-03,10002,19.91,277,2020,2297
471,2020-10-10,10002,35.85,284,2020,2304
472,2020-10-17,10002,30.54,291,2020,2311
473,2020-10-24,10002,50.45,298,2020,2318
474,2020-10-31,10002,55.76,305,2020,2325
475,2020-11-07,10002,79.66,312,2020,2332
476,2020-11-14,10002,138.07,319,2020,2339
477,2020-11-21,10002,138.07,326,2020,2346
478,2020-11-28,10002,160.64,333,2020,2353
479,2020-12-05,10002,233.66,340,2020,2360
480,2020-12-12,10002,381.03,347,2020,2367
481,2020-12-19,10002,371.73,354,2020,2374
482,2020-12-26,10002,347.84,361,2020,2381
483,2021-01-02,10002,351.82,2,2021,2023
484,2021-01-09,10002,513.79,9,2021,2030
485,2021-01-16,10002,406.25,16,2021,2037
486,2021-01-23,10002,465.99,23,2021,2044
487,2021-01-30,10002,370.41,30,2021,2051
488,2021-02-06,10002,310.66,37,2021,2058
489,2021-02-13,10002,321.28,44,2021,2065
490,2021-02-20,10002,330.58,51,2021,2072
491,2021-02-27,10002,338.54,58,2021,2079
492,2021-03-06,10002,343.85,65,2021,2086
493,2021-03-13,10002,359.79,72,2021,2093
494,2021-03-20,10002,338.54,79,2021,2100
495,2021-03-27,10002,357.13,86,2021,2107
496,2021-04-03,10002,309.34,93,2021,2114
497,2021-04-10,10002,257.56,100,2021,2121
498,2021-04-17,10002,223.04,107,2021,2128
499,2021-04-24,10002,119.49,114,2021,2135
500,2021-05-01,10002,114.18,121,2021,2142
501,2021-05-08,10002,66.38,128,2021,2149
502,2021-05-15,10002,30.54,135,2021,2156
503,2021-05-22,10002,18.59,142,2021,2163
504,2021-05-29,10002,15.93,149,2021,2170
505,2021-06-05,10002,17.26,156,2021,2177
506,2021-06-12,10002,13.28,163,2021,2184
507,2021-06-19,10002,5.31,170,2021,2191
508,2021-06-26,10002,6.64,177,2021,2198
509,2021-07-03,10002,19.91,184,2021,2205
510,2021-07-10,10002,42.48,191,2021,2212
511,2021-07-17,10002,57.09,198,2021,2219
512,2021-07-24,10002,107.54,205,2021,2226
513,2021-07-31,10002,143.38,212,2021,2233
514,2021-08-07,10002,171.26,219,2021,2240
515,2021-08-14,10002,134.09,226,2021,2247
516,2021-08-21,10002,123.47,233,2021,2254
517,2021-08-28,10002,156.66,240,2021,2261
518,2021-09-04,10002,122.14,247,2021,2268
519,2021-09-11,10002,123.47,254,2021,2275
520,2021-09-18,10002,144.71,261,2021,2282
521,2021-09-25,10002,80.98,268,2021,2289
522,2021-10-02,10002,77.0,275,2021,2296
523,2021-10-09,10002,111.52,282,2021,2303
524,2021-10-16,10002,114.18,289,2021,2310
525,2021-10-23,10002,92.93,296,2021,2317
526,2021-10-30,10002,58.42,303,2021,2324
527,2021-11-06,10002,65.05,310,2021,2331
528,2020-08-08,10003,7.41,221,2020,2241
529,2020-08-15,10003,7.41,228,2020,2248
530,2020-08-22,10003,18.53,235,2020,2255
531,2020-08-29,10003,20.38,242,2020,2262
532,2020-09-05,10003,20.38,249,2020,2269
533,2020-09-12,10003,53.73,256,2020,2276
534,2020-09-19,10003,62.99,263,2020,2283
535,2020-09-26,10003,57.43,270,2020,2290
536,2020-10-03,10003,57.43,277,2020,2297
537,2020-10-10,10003,29.64,284,2020,2304
538,2020-10-17,10003,70.4,291,2020,2311
539,2020-10-24,10003,53.73,298,2020,2318
540,2020-10-31,10003,64.84,305,2020,2325
541,2020-11-07,10003,59.28,312,2020,2332
542,2020-11-14,10003,146.36,319,2020,2339
543,2020-11-21,10003,179.7,326,2020,2346
544,2020-11-28,10003,133.39,333,2020,2353
545,2020-12-05,10003,163.03,340,2020,2360
546,2020-12-12,10003,183.41,347,2020,2367
547,2020-12-19,10003,201.93,354,2020,2374
548,2020-12-26,10003,166.74,361,2020,2381
549,2021-01-02,10003,179.7,2,2021,2023
550,2021-01-09,10003,281.6,9,2021,2030
551,2021-01-16,10003,300.12,16,2021,2037
552,2021-01-23,10003,274.19,23,2021,2044
553,2021-01-30,10003,298.27,30,2021,2051
554,2021-02-06,10003,231.58,37,2021,2058
555,2021-02-13,10003,222.31,44,2021,2065
556,2021-02-20,10003,231.58,51,2021,2072
557,2021-02-27,10003,253.81,58,2021,2079
558,2021-03-06,10003,261.22,65,2021,2086
559,2021-03-13,10003,214.9,72,2021,2093
560,2021-03-20,10003,274.19,79,2021,2100
561,2021-03-27,10003,359.41,86,2021,2107
562,2021-04-03,10003,261.22,93,2021,2114
563,2021-04-10,10003,203.79,100,2021,2121
564,2021-04-17,10003,172.29,107,2021,2128
565,2021-04-24,10003,98.19,114,2021,2135
566,2021-05-01,10003,57.43,121,2021,2142
567,2021-05-08,10003,77.81,128,2021,2149
568,2021-05-15,10003,27.79,135,2021,2156
569,2021-05-22,10003,22.23,142,2021,2163
570,2021-05-29,10003,9.26,149,2021,2170
571,2021-06-05,10003,12.97,156,2021,2177
572,2021-06-12,10003,1.85,163,2021,2184
573,2021-06-19,10003,5.56,170,2021,2191
574,2021-06-26,10003,9.26,177,2021,2198
575,2021-07-03,10003,24.08,184,2021,2205
576,2021-07-10,10003,35.2,191,2021,2212
577,2021-07-17,10003,59.28,198,2021,2219
