,week_ending,Case_Rate_Location,Case_Count,dayofyear,year,CasesByModZCTA_ID
6110,2021-05-01,11105,63.55,121,2021,2142
6111,2021-05-08,11105,60.79,128,2021,2149
6112,2021-05-15,11105,60.79,135,2021,2156
6113,2021-05-22,11105,49.74,142,2021,2163
6114,2021-05-29,11105,24.87,149,2021,2170
6115,2021-06-05,11105,22.11,156,2021,2177
6116,2021-06-12,11105,5.53,163,2021,2184
6117,2021-06-19,11105,11.05,170,2021,2191
6118,2021-06-26,11105,33.16,177,2021,2198
6119,2021-07-03,11105,13.82,184,2021,2205
6120,2021-07-10,11105,33.16,191,2021,2212
6121,2021-07-17,11105,80.13,198,2021,2219
6122,2021-07-24,11105,66.32,205,2021,2226
6123,2021-07-31,11105,168.56,212,2021,2233
6124,2021-08-07,11105,157.5,219,2021,2240
6125,2021-08-14,11105,207.24,226,2021,2247
6126,2021-08-21,11105,110.53,233,2021,2254
6127,2021-08-28,11105,151.98,240,2021,2261
6128,2021-09-04,11105,118.82,247,2021,2268
6129,2021-09-11,11105,135.4,254,2021,2275
6130,2021-09-18,11105,140.92,261,2021,2282
6131,2021-09-25,11105,124.34,268,2021,2289
6132,2021-10-02,11105,85.66,275,2021,2296
6133,2021-10-09,11105,77.37,282,2021,2303
6134,2021-10-16,11105,63.55,289,2021,2310
6135,2021-10-23,11105,55.26,296,2021,2317
6136,2021-10-30,11105,71.84,303,2021,2324
6137,2021-11-06,11105,52.5,310,2021,2331
6138,2020-08-08,11106,37.4,221,2020,2241
6139,2020-08-15,11106,21.37,228,2020,2248
6140,2020-08-22,11106,13.36,235,2020,2255
6141,2020-08-29,11106,10.69,242,2020,2262
6142,2020-09-05,11106,21.37,249,2020,2269
6143,2020-09-12,11106,18.7,256,2020,2276
6144,2020-09-19,11106,50.76,263,2020,2283
6145,2020-09-26,11106,29.39,270,2020,2290
6146,2020-10-03,11106,32.06,277,2020,2297
6147,2020-10-10,11106,61.45,284,2020,2304
6148,2020-10-17,11106,45.42,291,2020,2311
6149,2020-10-24,11106,66.79,298,2020,2318
6150,2020-10-31,11106,88.17,305,2020,2325
6151,2020-11-07,11106,93.51,312,2020,2332
6152,2020-11-14,11106,165.65,319,2020,2339
6153,2020-11-21,11106,165.65,326,2020,2346
6154,2020-11-28,11106,197.71,333,2020,2353
6155,2020-12-05,11106,312.59,340,2020,2360
6156,2020-12-12,11106,336.64,347,2020,2367
6157,2020-12-19,11106,240.46,354,2020,2374
6158,2020-12-26,11106,264.5,361,2020,2381
6159,2021-01-02,11106,379.39,2,2021,2023
6160,2021-01-09,11106,545.04,9,2021,2030
6161,2021-01-16,11106,384.73,16,2021,2037
6162,2021-01-23,11106,400.76,23,2021,2044
6163,2021-01-30,11106,414.12,30,2021,2051
6164,2021-02-06,11106,341.98,37,2021,2058
6165,2021-02-13,11106,350.0,44,2021,2065
6166,2021-02-20,11106,312.59,51,2021,2072
6167,2021-02-27,11106,299.24,58,2021,2079
6168,2021-03-06,11106,256.49,65,2021,2086
6169,2021-03-13,11106,446.18,72,2021,2093
6170,2021-03-20,11106,403.43,79,2021,2100
6171,2021-03-27,11106,371.37,86,2021,2107
6172,2021-04-03,11106,371.37,93,2021,2114
6173,2021-04-10,11106,245.8,100,2021,2121
6174,2021-04-17,11106,208.4,107,2021,2128
6175,2021-04-24,11106,122.9,114,2021,2135
6176,2021-05-01,11106,96.18,121,2021,2142
6177,2021-05-08,11106,66.79,128,2021,2149
6178,2021-05-15,11106,45.42,135,2021,2156
6179,2021-05-22,11106,34.73,142,2021,2163
6180,2021-05-29,11106,29.39,149,2021,2170
6181,2021-06-05,11106,10.69,156,2021,2177
6182,2021-06-12,11106,10.69,163,2021,2184
6183,2021-06-19,11106,18.7,170,2021,2191
6184,2021-06-26,11106,16.03,177,2021,2198
6185,2021-07-03,11106,16.03,184,2021,2205
6186,2021-07-10,11106,42.75,191,2021,2212
6187,2021-07-17,11106,61.45,198,2021,2219
6188,2021-07-24,11106,141.6,205,2021,2226
6189,2021-07-31,11106,141.6,212,2021,2233
6190,2021-08-07,11106,170.99,219,2021,2240
6191,2021-08-14,11106,168.32,226,2021,2247
6192,2021-08-21,11106,146.95,233,2021,2254
6193,2021-08-28,11106,187.02,240,2021,2261
6194,2021-09-04,11106,154.96,247,2021,2268
6195,2021-09-11,11106,165.65,254,2021,2275
6196,2021-09-18,11106,90.84,261,2021,2282
6197,2021-09-25,11106,125.57,268,2021,2289
6198,2021-10-02,11106,98.85,275,2021,2296
6199,2021-10-09,11106,168.32,282,2021,2303
6200,2021-10-16,11106,117.56,289,2021,2310
6201,2021-10-23,11106,56.11,296,2021,2317
6202,2021-10-30,11106,74.81,303,2021,2324
6203,2021-11-06,11106,128.24,310,2021,2331
6204,2020-08-08,11109,34.71,221,2020,2241
6205,2020-08-15,11109,0.0,228,2020,2248
6206,2020-08-22,11109,34.71,235,2020,2255
6207,2020-08-29,11109,0.0,242,2020,2262
6208,2020-09-05,11109,0.0,249,2020,2269
6209,2020-09-12,11109,0.0,256,2020,2276
6210,2020-09-19,11109,17.35,263,2020,2283
6211,2020-09-26,11109,52.06,270,2020,2290
6212,2020-10-03,11109,17.35,277,2020,2297
6213,2020-10-10,11109,17.35,284,2020,2304
6214,2020-10-17,11109,34.71,291,2020,2311
6215,2020-10-24,11109,104.12,298,2020,2318
6216,2020-10-31,11109,52.06,305,2020,2325
6217,2020-11-07,11109,69.41,312,2020,2332
6218,2020-11-14,11109,121.47,319,2020,2339
6219,2020-11-21,11109,121.47,326,2020,2346
6220,2020-11-28,11109,190.88,333,2020,2353
6221,2020-12-05,11109,208.23,340,2020,2360
6222,2020-12-12,11109,277.64,347,2020,2367
6223,2020-12-19,11109,295.0,354,2020,2374
6224,2020-12-26,11109,225.59,361,2020,2381
6225,2021-01-02,11109,156.18,2,2021,2023
6226,2021-01-09,11109,520.58,9,2021,2030
6227,2021-01-16,11109,520.58,16,2021,2037
6228,2021-01-23,11109,451.17,23,2021,2044
6229,2021-01-30,11109,242.94,30,2021,2051
6230,2021-02-06,11109,138.82,37,2021,2058
6231,2021-02-13,11109,312.35,44,2021,2065
6232,2021-02-20,11109,190.88,51,2021,2072
6233,2021-02-27,11109,277.64,58,2021,2079
6234,2021-03-06,11109,225.59,65,2021,2086
6235,2021-03-13,11109,242.94,72,2021,2093
6236,2021-03-20,11109,52.06,79,2021,2100
6237,2021-03-27,11109,312.35,86,2021,2107
6238,2021-04-03,11109,156.18,93,2021,2114
6239,2021-04-10,11109,208.23,100,2021,2121
6240,2021-04-17,11109,86.76,107,2021,2128
6241,2021-04-24,11109,52.06,114,2021,2135
6242,2021-05-01,11109,69.41,121,2021,2142
6243,2021-05-08,11109,86.76,128,2021,2149
6244,2021-05-15,11109,0.0,135,2021,2156
6245,2021-05-22,11109,17.35,142,2021,2163
6246,2021-05-29,11109,34.71,149,2021,2170
6247,2021-06-05,11109,17.35,156,2021,2177
6248,2021-06-12,11109,34.71,163,2021,2184
6249,2021-06-19,11109,0.0,170,2021,2191
6250,2021-06-26,11109,0.0,177,2021,2198
6251,2021-07-03,11109,0.0,184,2021,2205
6252,2021-07-10,11109,52.06,191,2021,2212
6253,2021-07-17,11109,52.06,198,2021,2219
6254,2021-07-24,11109,104.12,205,2021,2226
6255,2021-07-31,11109,34.71,212,2021,2233
6256,2021-08-07,11109,208.23,219,2021,2240
6257,2021-08-14,11109,156.18,226,2021,2247
6258,2021-08-21,11109,190.88,233,2021,2254
6259,2021-08-28,11109,104.12,240,2021,2261
6260,2021-09-04,11109,69.41,247,2021,2268
6261,2021-09-11,11109,225.59,254,2021,2275
6262,2021-09-18,11109,190.88,261,2021,2282
6263,2021-09-25,11109,173.53,268,2021,2289
6264,2021-10-02,11109,277.64,275,2021,2296
6265,2021-10-09,11109,225.59,282,2021,2303
6266,2021-10-16,11109,121.47,289,2021,2310
6267,2021-10-23,11109,86.76,296,2021,2317
6268,2021-10-30,11109,121.47,303,2021,2324
6269,2021-11-06,11109,86.76,310,2021,2331
6270,2020-08-08,11201,19.26,221,2020,2241
6271,2020-08-15,11201,3.21,228,2020,2248
6272,2020-08-22,11201,16.05,235,2020,2255
6273,2020-08-29,11201,22.47,242,2020,2262
6274,2020-09-05,11201,4.82,249,2020,2269
6275,2020-09-12,11201,11.24,256,2020,2276
6276,2020-09-19,11201,38.53,263,2020,2283
6277,2020-09-26,11201,32.11,270,2020,2290
6278,2020-10-03,11201,19.26,277,2020,2297
6279,2020-10-10,11201,19.26,284,2020,2304
6280,2020-10-17,11201,33.71,291,2020,2311
6281,2020-10-24,11201,33.71,298,2020,2318
6282,2020-10-31,11201,48.16,305,2020,2325
6283,2020-11-07,11201,73.84,312,2020,2332
6284,2020-11-14,11201,105.95,319,2020,2339
6285,2020-11-21,11201,149.29,326,2020,2346
6286,2020-11-28,11201,104.34,333,2020,2353
6287,2020-12-05,11201,183.0,340,2020,2360
6288,2020-12-12,11201,152.5,347,2020,2367
6289,2020-12-19,11201,152.5,354,2020,2374
6290,2020-12-26,11201,173.37,361,2020,2381
6291,2021-01-02,11201,219.92,2,2021,2023
6292,2021-01-09,11201,300.19,9,2021,2030
6293,2021-01-16,11201,305.0,16,2021,2037
6294,2021-01-23,11201,293.77,23,2021,2044
6295,2021-01-30,11201,300.19,30,2021,2051
6296,2021-02-06,11201,179.79,37,2021,2058
6297,2021-02-13,11201,160.53,44,2021,2065
6298,2021-02-20,11201,168.56,51,2021,2072
6299,2021-02-27,11201,213.5,58,2021,2079
6300,2021-03-06,11201,199.06,65,2021,2086
6301,2021-03-13,11201,189.42,72,2021,2093
6302,2021-03-20,11201,179.79,79,2021,2100
6303,2021-03-27,11201,250.43,86,2021,2107
6304,2021-04-03,11201,216.71,93,2021,2114
6305,2021-04-10,11201,166.95,100,2021,2121
6306,2021-04-17,11201,117.19,107,2021,2128
6307,2021-04-24,11201,89.9,114,2021,2135
6308,2021-05-01,11201,59.4,121,2021,2142
6309,2021-05-08,11201,51.37,128,2021,2149
6310,2021-05-15,11201,38.53,135,2021,2156
6311,2021-05-22,11201,16.05,142,2021,2163
6312,2021-05-29,11201,32.11,149,2021,2170
6313,2021-06-05,11201,27.29,156,2021,2177
6314,2021-06-12,11201,22.47,163,2021,2184
6315,2021-06-19,11201,14.45,170,2021,2191
6316,2021-06-26,11201,14.45,177,2021,2198
6317,2021-07-03,11201,19.26,184,2021,2205
6318,2021-07-10,11201,30.5,191,2021,2212
6319,2021-07-17,11201,72.24,198,2021,2219
6320,2021-07-24,11201,89.9,205,2021,2226
6321,2021-07-31,11201,166.95,212,2021,2233
6322,2021-08-07,11201,166.95,219,2021,2240
6323,2021-08-14,11201,138.05,226,2021,2247
6324,2021-08-21,11201,163.74,233,2021,2254
6325,2021-08-28,11201,158.92,240,2021,2261
6326,2021-09-04,11201,117.19,247,2021,2268
6327,2021-09-11,11201,128.42,254,2021,2275
6328,2021-09-18,11201,207.08,261,2021,2282
6329,2021-09-25,11201,155.71,268,2021,2289
6330,2021-10-02,11201,131.63,275,2021,2296
6331,2021-10-09,11201,86.69,282,2021,2303
6332,2021-10-16,11201,112.37,289,2021,2310
6333,2021-10-23,11201,89.9,296,2021,2317
6334,2021-10-30,11201,61.0,303,2021,2324
6335,2021-11-06,11201,96.32,310,2021,2331
6336,2020-08-08,11203,10.91,221,2020,2241
6337,2020-08-15,11203,6.82,228,2020,2248
6338,2020-08-22,11203,10.91,235,2020,2255
6339,2020-08-29,11203,23.19,242,2020,2262
6340,2020-09-05,11203,16.37,249,2020,2269
6341,2020-09-12,11203,16.37,256,2020,2276
6342,2020-09-19,11203,12.28,263,2020,2283
6343,2020-09-26,11203,28.64,270,2020,2290
6344,2020-10-03,11203,21.82,277,2020,2297
6345,2020-10-10,11203,30.01,284,2020,2304
6346,2020-10-17,11203,38.19,291,2020,2311
6347,2020-10-24,11203,38.19,298,2020,2318
6348,2020-10-31,11203,46.38,305,2020,2325
6349,2020-11-07,11203,58.65,312,2020,2332
6350,2020-11-14,11203,90.02,319,2020,2339
6351,2020-11-21,11203,105.03,326,2020,2346
6352,2020-11-28,11203,115.94,333,2020,2353
6353,2020-12-05,11203,155.49,340,2020,2360
6354,2020-12-12,11203,223.69,347,2020,2367
6355,2020-12-19,11203,261.89,354,2020,2374
6356,2020-12-26,11203,242.79,361,2020,2381
6357,2021-01-02,11203,294.62,2,2021,2023
6358,2021-01-09,11203,354.64,9,2021,2030
6359,2021-01-16,11203,330.09,16,2021,2037
6360,2021-01-23,11203,372.37,23,2021,2044
6361,2021-01-30,11203,338.27,30,2021,2051
6362,2021-02-06,11203,256.43,37,2021,2058
6363,2021-02-13,11203,257.79,44,2021,2065
6364,2021-02-20,11203,195.05,51,2021,2072
6365,2021-02-27,11203,218.24,58,2021,2079
6366,2021-03-06,11203,208.69,65,2021,2086
6367,2021-03-13,11203,259.16,72,2021,2093
6368,2021-03-20,11203,270.07,79,2021,2100
6369,2021-03-27,11203,304.17,86,2021,2107
6370,2021-04-03,11203,250.97,93,2021,2114
6371,2021-04-10,11203,230.51,100,2021,2121
6372,2021-04-17,11203,271.43,107,2021,2128
6373,2021-04-24,11203,175.95,114,2021,2135
6374,2021-05-01,11203,145.95,121,2021,2142
6375,2021-05-08,11203,110.48,128,2021,2149
6376,2021-05-15,11203,72.29,135,2021,2156
6377,2021-05-22,11203,57.29,142,2021,2163
6378,2021-05-29,11203,36.83,149,2021,2170
6379,2021-06-05,11203,20.46,156,2021,2177
6380,2021-06-12,11203,16.37,163,2021,2184
6381,2021-06-19,11203,20.46,170,2021,2191
6382,2021-06-26,11203,13.64,177,2021,2198
6383,2021-07-03,11203,19.1,184,2021,2205
6384,2021-07-10,11203,20.46,191,2021,2212
6385,2021-07-17,11203,45.01,198,2021,2219
6386,2021-07-24,11203,70.93,205,2021,2226
6387,2021-07-31,11203,109.12,212,2021,2233
6388,2021-08-07,11203,140.49,219,2021,2240
6389,2021-08-14,11203,154.13,226,2021,2247
6390,2021-08-21,11203,143.22,233,2021,2254
6391,2021-08-28,11203,152.77,240,2021,2261
6392,2021-09-04,11203,128.21,247,2021,2268
6393,2021-09-11,11203,106.39,254,2021,2275
6394,2021-09-18,11203,130.94,261,2021,2282
6395,2021-09-25,11203,111.85,268,2021,2289
6396,2021-10-02,11203,125.49,275,2021,2296
6397,2021-10-09,11203,92.75,282,2021,2303
6398,2021-10-16,11203,75.02,289,2021,2310
6399,2021-10-23,11203,60.02,296,2021,2317
6400,2021-10-30,11203,62.74,303,2021,2324
6401,2021-11-06,11203,53.2,310,2021,2331
6402,2020-08-08,11204,28.54,221,2020,2241
6403,2020-08-15,11204,45.4,228,2020,2248
6404,2020-08-22,11204,36.32,235,2020,2255
6405,2020-08-29,11204,33.73,242,2020,2262
6406,2020-09-05,11204,48.0,249,2020,2269
6407,2020-09-12,11204,32.43,256,2020,2276
6408,2020-09-19,11204,64.86,263,2020,2283
6409,2020-09-26,11204,131.02,270,2020,2290
6410,2020-10-03,11204,111.56,277,2020,2297
6411,2020-10-10,11204,120.64,284,2020,2304
6412,2020-10-17,11204,97.29,291,2020,2311
6413,2020-10-24,11204,92.1,298,2020,2318
6414,2020-10-31,11204,89.51,305,2020,2325
6415,2020-11-07,11204,146.59,312,2020,2332
6416,2020-11-14,11204,120.64,319,2020,2339
6417,2020-11-21,11204,127.13,326,2020,2346
6418,2020-11-28,11204,182.91,333,2020,2353
6419,2020-12-05,11204,286.69,340,2020,2360
6420,2020-12-12,11204,291.88,347,2020,2367
6421,2020-12-19,11204,387.87,354,2020,2374
6422,2020-12-26,11204,430.68,361,2020,2381
6423,2021-01-02,11204,441.06,2,2021,2023
6424,2021-01-09,11204,577.27,9,2021,2030
6425,2021-01-16,11204,492.95,16,2021,2037
6426,2021-01-23,11204,425.49,23,2021,2044
6427,2021-01-30,11204,393.06,30,2021,2051
6428,2021-02-06,11204,341.17,37,2021,2058
6429,2021-02-13,11204,351.55,44,2021,2065
6430,2021-02-20,11204,345.06,51,2021,2072
6431,2021-02-27,11204,319.12,58,2021,2079
6432,2021-03-06,11204,345.06,65,2021,2086
6433,2021-03-13,11204,358.03,72,2021,2093
6434,2021-03-20,11204,307.44,79,2021,2100
6435,2021-03-27,11204,342.47,86,2021,2107
6436,2021-04-03,11204,228.31,93,2021,2114
6437,2021-04-10,11204,229.61,100,2021,2121
6438,2021-04-17,11204,181.61,107,2021,2128
6439,2021-04-24,11204,153.07,114,2021,2135
6440,2021-05-01,11204,95.99,121,2021,2142
6441,2021-05-08,11204,41.51,128,2021,2149
6442,2021-05-15,11204,48.0,135,2021,2156
6443,2021-05-22,11204,27.24,142,2021,2163
6444,2021-05-29,11204,40.21,149,2021,2170
6445,2021-06-05,11204,11.68,156,2021,2177
6446,2021-06-12,11204,11.68,163,2021,2184
6447,2021-06-19,11204,14.27,170,2021,2191
6448,2021-06-26,11204,14.27,177,2021,2198
6449,2021-07-03,11204,11.68,184,2021,2205
6450,2021-07-10,11204,10.38,191,2021,2212
6451,2021-07-17,11204,35.03,198,2021,2219
6452,2021-07-24,11204,50.59,205,2021,2226
6453,2021-07-31,11204,72.64,212,2021,2233
6454,2021-08-07,11204,97.29,219,2021,2240
6455,2021-08-14,11204,84.32,226,2021,2247
6456,2021-08-21,11204,110.26,233,2021,2254
6457,2021-08-28,11204,153.07,240,2021,2261
6458,2021-09-04,11204,141.4,247,2021,2268
6459,2021-09-11,11204,136.21,254,2021,2275
6460,2021-09-18,11204,172.53,261,2021,2282
6461,2021-09-25,11204,186.8,268,2021,2289
6462,2021-10-02,11204,136.21,275,2021,2296
6463,2021-10-09,11204,216.64,282,2021,2303
6464,2021-10-16,11204,177.72,289,2021,2310
6465,2021-10-23,11204,145.29,296,2021,2317
6466,2021-10-30,11204,97.29,303,2021,2324
6467,2021-11-06,11204,85.62,310,2021,2331
6468,2020-08-08,11205,19.85,221,2020,2241
6469,2020-08-15,11205,17.65,228,2020,2248
6470,2020-08-22,11205,13.24,235,2020,2255
6471,2020-08-29,11205,30.88,242,2020,2262
6472,2020-09-05,11205,6.62,249,2020,2269
6473,2020-09-12,11205,13.24,256,2020,2276
6474,2020-09-19,11205,41.91,263,2020,2283
6475,2020-09-26,11205,61.77,270,2020,2290
6476,2020-10-03,11205,41.91,277,2020,2297
6477,2020-10-10,11205,44.12,284,2020,2304
6478,2020-10-17,11205,39.71,291,2020,2311
6479,2020-10-24,11205,61.77,298,2020,2318
6480,2020-10-31,11205,52.94,305,2020,2325
6481,2020-11-07,11205,52.94,312,2020,2332
6482,2020-11-14,11205,97.06,319,2020,2339
6483,2020-11-21,11205,125.74,326,2020,2346
6484,2020-11-28,11205,156.62,333,2020,2353
6485,2020-12-05,11205,143.39,340,2020,2360
6486,2020-12-12,11205,185.3,347,2020,2367
6487,2020-12-19,11205,165.44,354,2020,2374
6488,2020-12-26,11205,176.47,361,2020,2381
6489,2021-01-02,11205,191.92,2,2021,2023
6490,2021-01-09,11205,300.01,9,2021,2030
6491,2021-01-16,11205,295.59,16,2021,2037
6492,2021-01-23,11205,370.6,23,2021,2044
6493,2021-01-30,11205,273.54,30,2021,2051
6494,2021-02-06,11205,262.51,37,2021,2058
6495,2021-02-13,11205,264.71,44,2021,2065
6496,2021-02-20,11205,222.8,51,2021,2072
6497,2021-02-27,11205,302.21,58,2021,2079
6498,2021-03-06,11205,236.03,65,2021,2086
6499,2021-03-13,11205,295.59,72,2021,2093
6500,2021-03-20,11205,216.18,79,2021,2100
6501,2021-03-27,11205,324.27,86,2021,2107
6502,2021-04-03,11205,165.44,93,2021,2114
6503,2021-04-10,11205,169.86,100,2021,2121
6504,2021-04-17,11205,108.09,107,2021,2128
6505,2021-04-24,11205,101.47,114,2021,2135
6506,2021-05-01,11205,97.06,121,2021,2142
6507,2021-05-08,11205,41.91,128,2021,2149
6508,2021-05-15,11205,50.74,135,2021,2156
6509,2021-05-22,11205,22.06,142,2021,2163
6510,2021-05-29,11205,8.82,149,2021,2170
6511,2021-06-05,11205,4.41,156,2021,2177
6512,2021-06-12,11205,11.03,163,2021,2184
6513,2021-06-19,11205,8.82,170,2021,2191
6514,2021-06-26,11205,19.85,177,2021,2198
6515,2021-07-03,11205,13.24,184,2021,2205
6516,2021-07-10,11205,28.68,191,2021,2212
6517,2021-07-17,11205,46.32,198,2021,2219
6518,2021-07-24,11205,90.44,205,2021,2226
6519,2021-07-31,11205,125.74,212,2021,2233
6520,2021-08-07,11205,169.86,219,2021,2240
6521,2021-08-14,11205,161.03,226,2021,2247
6522,2021-08-21,11205,183.09,233,2021,2254
6523,2021-08-28,11205,132.36,240,2021,2261
6524,2021-09-04,11205,119.12,247,2021,2268
6525,2021-09-11,11205,158.83,254,2021,2275
6526,2021-09-18,11205,282.36,261,2021,2282
6527,2021-09-25,11205,242.65,268,2021,2289
6528,2021-10-02,11205,167.65,275,2021,2296
6529,2021-10-09,11205,231.62,282,2021,2303
6530,2021-10-16,11205,229.42,289,2021,2310
6531,2021-10-23,11205,167.65,296,2021,2317
6532,2021-10-30,11205,180.89,303,2021,2324
6533,2021-11-06,11205,130.15,310,2021,2331
6534,2020-08-08,11206,11.53,221,2020,2241
6535,2020-08-15,11206,19.61,228,2020,2248
6536,2020-08-22,11206,14.99,235,2020,2255
6537,2020-08-29,11206,16.15,242,2020,2262
6538,2020-09-05,11206,18.45,249,2020,2269
6539,2020-09-12,11206,24.22,256,2020,2276
6540,2020-09-19,11206,36.9,263,2020,2283
6541,2020-09-26,11206,43.82,270,2020,2290
6542,2020-10-03,11206,43.82,277,2020,2297
6543,2020-10-10,11206,43.82,284,2020,2304
6544,2020-10-17,11206,40.36,291,2020,2311
6545,2020-10-24,11206,77.27,298,2020,2318
6546,2020-10-31,11206,72.66,305,2020,2325
6547,2020-11-07,11206,99.18,312,2020,2332
6548,2020-11-14,11206,124.55,319,2020,2339
6549,2020-11-21,11206,151.08,326,2020,2346
6550,2020-11-28,11206,140.7,333,2020,2353
6551,2020-12-05,11206,224.89,340,2020,2360
6552,2020-12-12,11206,258.33,347,2020,2367
6553,2020-12-19,11206,231.81,354,2020,2374
6554,2020-12-26,11206,251.41,361,2020,2381
6555,2021-01-02,11206,306.77,2,2021,2023
6556,2021-01-09,11206,403.64,9,2021,2030
6557,2021-01-16,11206,425.56,16,2021,2037
6558,2021-01-23,11206,351.75,23,2021,2044
6559,2021-01-30,11206,411.72,30,2021,2051
6560,2021-02-06,11206,359.82,37,2021,2058
6561,2021-02-13,11206,390.96,44,2021,2065
6562,2021-02-20,11206,318.3,51,2021,2072
6563,2021-02-27,11206,347.13,58,2021,2079
6564,2021-03-06,11206,322.92,65,2021,2086
6565,2021-03-13,11206,357.51,72,2021,2093
6566,2021-03-20,11206,340.21,79,2021,2100
6567,2021-03-27,11206,297.54,86,2021,2107
6568,2021-04-03,11206,272.17,93,2021,2114
6569,2021-04-10,11206,230.65,100,2021,2121
6570,2021-04-17,11206,205.28,107,2021,2128
6571,2021-04-24,11206,162.61,114,2021,2135
6572,2021-05-01,11206,101.49,121,2021,2142
6573,2021-05-08,11206,70.35,128,2021,2149
6574,2021-05-15,11206,56.51,135,2021,2156
6575,2021-05-22,11206,41.52,142,2021,2163
6576,2021-05-29,11206,18.45,149,2021,2170
6577,2021-06-05,11206,12.69,156,2021,2177
6578,2021-06-12,11206,16.15,163,2021,2184
6579,2021-06-19,11206,10.38,170,2021,2191
6580,2021-06-26,11206,14.99,177,2021,2198
6581,2021-07-03,11206,21.91,184,2021,2205
6582,2021-07-10,11206,35.75,191,2021,2212
6583,2021-07-17,11206,72.66,198,2021,2219
6584,2021-07-24,11206,109.56,205,2021,2226
6585,2021-07-31,11206,128.01,212,2021,2233
6586,2021-08-07,11206,186.83,219,2021,2240
6587,2021-08-14,11206,182.22,226,2021,2247
6588,2021-08-21,11206,191.44,233,2021,2254
6589,2021-08-28,11206,214.51,240,2021,2261
6590,2021-09-04,11206,153.38,247,2021,2268
6591,2021-09-11,11206,154.54,254,2021,2275
6592,2021-09-18,11206,234.11,261,2021,2282
6593,2021-09-25,11206,194.9,268,2021,2289
6594,2021-10-02,11206,184.52,275,2021,2296
6595,2021-10-09,11206,199.52,282,2021,2303
6596,2021-10-16,11206,141.85,289,2021,2310
6597,2021-10-23,11206,152.23,296,2021,2317
6598,2021-10-30,11206,129.17,303,2021,2324
6599,2021-11-06,11206,132.63,310,2021,2331
6600,2020-08-08,11207,21.34,221,2020,2241
6601,2020-08-15,11207,15.72,228,2020,2248
6602,2020-08-22,11207,6.74,235,2020,2255
6603,2020-08-29,11207,14.6,242,2020,2262
6604,2020-09-05,11207,22.46,249,2020,2269
6605,2020-09-12,11207,26.96,256,2020,2276
6606,2020-09-19,11207,14.6,263,2020,2283
6607,2020-09-26,11207,32.57,270,2020,2290
6608,2020-10-03,11207,34.82,277,2020,2297
6609,2020-10-10,11207,40.43,284,2020,2304
6610,2020-10-17,11207,33.7,291,2020,2311
6611,2020-10-24,11207,48.3,298,2020,2318
6612,2020-10-31,11207,42.68,305,2020,2325
6613,2020-11-07,11207,74.13,312,2020,2332
6614,2020-11-14,11207,151.63,319,2020,2339
6615,2020-11-21,11207,160.62,326,2020,2346
6616,2020-11-28,11207,172.97,333,2020,2353
6617,2020-12-05,11207,238.12,340,2020,2360
6618,2020-12-12,11207,272.94,347,2020,2367
6619,2020-12-19,11207,238.12,354,2020,2374
6620,2020-12-26,11207,277.43,361,2020,2381
6621,2021-01-02,11207,340.33,2,2021,2023
6622,2021-01-09,11207,502.07,9,2021,2030
6623,2021-01-16,11207,494.21,16,2021,2037
6624,2021-01-23,11207,476.23,23,2021,2044
6625,2021-01-30,11207,555.98,30,2021,2051
6626,2021-02-06,11207,354.93,37,2021,2058
6627,2021-02-13,11207,334.71,44,2021,2065
6628,2021-02-20,11207,288.66,51,2021,2072
6629,2021-02-27,11207,408.84,58,2021,2079
6630,2021-03-06,11207,333.59,65,2021,2086
6631,2021-03-13,11207,284.17,72,2021,2093
6632,2021-03-20,11207,369.53,79,2021,2100
6633,2021-03-27,11207,398.73,86,2021,2107
6634,2021-04-03,11207,333.59,93,2021,2114
6635,2021-04-10,11207,356.05,100,2021,2121
6636,2021-04-17,11207,293.15,107,2021,2128
6637,2021-04-24,11207,245.98,114,2021,2135
6638,2021-05-01,11207,206.67,121,2021,2142
6639,2021-05-08,11207,122.43,128,2021,2149
6640,2021-05-15,11207,87.61,135,2021,2156
6641,2021-05-22,11207,52.79,142,2021,2163
6642,2021-05-29,11207,29.2,149,2021,2170
6643,2021-06-05,11207,25.83,156,2021,2177
6644,2021-06-12,11207,20.22,163,2021,2184
6645,2021-06-19,11207,23.59,170,2021,2191
6646,2021-06-26,11207,24.71,177,2021,2198
6647,2021-07-03,11207,21.34,184,2021,2205
6648,2021-07-10,11207,35.94,191,2021,2212
6649,2021-07-17,11207,57.28,198,2021,2219
6650,2021-07-24,11207,98.84,205,2021,2226
6651,2021-07-31,11207,107.83,212,2021,2233
6652,2021-08-07,11207,157.25,219,2021,2240
6653,2021-08-14,11207,213.41,226,2021,2247
6654,2021-08-21,11207,193.19,233,2021,2254
6655,2021-08-28,11207,186.45,240,2021,2261
6656,2021-09-04,11207,168.48,247,2021,2268
6657,2021-09-11,11207,171.85,254,2021,2275
6658,2021-09-18,11207,174.1,261,2021,2282
6659,2021-09-25,11207,160.62,268,2021,2289
6660,2021-10-02,11207,153.88,275,2021,2296
6661,2021-10-09,11207,132.54,282,2021,2303
6662,2021-10-16,11207,96.59,289,2021,2310
6663,2021-10-23,11207,78.62,296,2021,2317
6664,2021-10-30,11207,64.02,303,2021,2324
6665,2021-11-06,11207,56.16,310,2021,2331
6666,2020-08-08,11208,23.02,221,2020,2241
6667,2020-08-15,11208,24.07,228,2020,2248
