,date,MODZCTA_Location,Hosp_Rate,dayofyear,year,Hospital_by_modzcta_ID
3499,2021-10-01,11433,21.9,274,2021,2295
3500,2020-03-01,11434,310.1,61,2020,2081
3501,2020-04-01,11434,408.9,92,2020,2112
3502,2020-05-01,11434,49.4,122,2020,2142
3503,2020-06-01,11434,15.0,153,2020,2173
3504,2020-07-01,11434,9.0,183,2020,2203
3505,2020-08-01,11434,6.0,214,2020,2234
3506,2020-09-01,11434,10.5,245,2020,2265
3507,2020-10-01,11434,16.5,275,2020,2295
3508,2020-11-01,11434,34.5,306,2020,2326
3509,2020-12-01,11434,109.3,336,2020,2356
3510,2021-01-01,11434,131.8,1,2021,2022
3511,2021-02-01,11434,103.4,32,2021,2053
3512,2021-03-01,11434,100.4,60,2021,2081
3513,2021-04-01,11434,85.4,91,2021,2112
3514,2021-05-01,11434,18.0,121,2021,2142
3515,2021-06-01,11434,4.5,152,2021,2173
3516,2021-07-01,11434,25.5,182,2021,2203
3517,2021-08-01,11434,67.4,213,2021,2234
3518,2021-09-01,11434,40.4,244,2021,2265
3519,2021-10-01,11434,27.0,274,2021,2295
3520,2020-03-01,11435,260.2,61,2020,2081
3521,2020-04-01,11435,414.3,92,2020,2112
3522,2020-05-01,11435,46.2,122,2020,2142
3523,2020-06-01,11435,24.0,153,2020,2173
3524,2020-07-01,11435,10.3,183,2020,2203
3525,2020-08-01,11435,3.4,214,2020,2234
3526,2020-09-01,11435,17.1,245,2020,2265
3527,2020-10-01,11435,15.4,275,2020,2295
3528,2020-11-01,11435,41.1,306,2020,2326
3529,2020-12-01,11435,111.3,336,2020,2356
3530,2021-01-01,11435,166.1,1,2021,2022
3531,2021-02-01,11435,118.1,32,2021,2053
3532,2021-03-01,11435,113.0,60,2021,2081
3533,2021-04-01,11435,56.5,91,2021,2112
3534,2021-05-01,11435,17.1,121,2021,2142
3535,2021-06-01,11435,5.1,152,2021,2173
3536,2021-07-01,11435,15.4,182,2021,2203
3537,2021-08-01,11435,51.4,213,2021,2234
3538,2021-09-01,11435,34.2,244,2021,2265
3539,2021-10-01,11435,10.3,274,2021,2295
3540,2020-03-01,11436,259.4,61,2020,2081
3541,2020-04-01,11436,309.3,92,2020,2112
3542,2020-05-01,11436,44.9,122,2020,2142
3543,2020-06-01,11436,10.0,153,2020,2173
3544,2020-07-01,11436,34.9,183,2020,2203
3545,2020-08-01,11436,15.0,214,2020,2234
3546,2020-09-01,11436,29.9,245,2020,2265
3547,2020-10-01,11436,15.0,275,2020,2295
3548,2020-11-01,11436,34.9,306,2020,2326
3549,2020-12-01,11436,134.7,336,2020,2356
3550,2021-01-01,11436,149.7,1,2021,2022
3551,2021-02-01,11436,134.7,32,2021,2053
3552,2021-03-01,11436,129.7,60,2021,2081
3553,2021-04-01,11436,84.8,91,2021,2112
3554,2021-05-01,11436,20.0,121,2021,2142
3555,2021-06-01,11436,15.0,152,2021,2173
3556,2021-07-01,11436,10.0,182,2021,2203
3557,2021-08-01,11436,44.9,213,2021,2234
3558,2021-09-01,11436,29.9,244,2021,2265
3559,2021-10-01,11436,20.0,274,2021,2295
3560,2020-03-01,11691,341.0,61,2020,2081
3561,2020-04-01,11691,771.8,92,2020,2112
3562,2020-05-01,11691,98.7,122,2020,2142
3563,2020-06-01,11691,31.4,153,2020,2173
3564,2020-07-01,11691,12.0,183,2020,2203
3565,2020-08-01,11691,19.4,214,2020,2234
3566,2020-09-01,11691,6.0,245,2020,2265
3567,2020-10-01,11691,28.4,275,2020,2295
3568,2020-11-01,11691,37.4,306,2020,2326
3569,2020-12-01,11691,97.2,336,2020,2356
3570,2021-01-01,11691,134.6,1,2021,2022
3571,2021-02-01,11691,139.1,32,2021,2053
3572,2021-03-01,11691,127.1,60,2021,2081
3573,2021-04-01,11691,74.8,91,2021,2112
3574,2021-05-01,11691,38.9,121,2021,2142
3575,2021-06-01,11691,7.5,152,2021,2173
3576,2021-07-01,11691,9.0,182,2021,2203
3577,2021-08-01,11691,37.4,213,2021,2234
3578,2021-09-01,11691,20.9,244,2021,2265
3579,2021-10-01,11691,19.4,274,2021,2295
3580,2020-03-01,11692,337.6,61,2020,2081
3581,2020-04-01,11692,570.6,92,2020,2112
3582,2020-05-01,11692,95.1,122,2020,2142
3583,2020-06-01,11692,23.8,153,2020,2173
3584,2020-07-01,11692,4.8,183,2020,2203
3585,2020-08-01,11692,14.3,214,2020,2234
3586,2020-09-01,11692,4.8,245,2020,2265
3587,2020-10-01,11692,9.5,275,2020,2295
3588,2020-11-01,11692,19.0,306,2020,2326
3589,2020-12-01,11692,47.6,336,2020,2356
3590,2021-01-01,11692,128.4,1,2021,2022
3591,2021-02-01,11692,66.6,32,2021,2053
3592,2021-03-01,11692,80.8,60,2021,2081
3593,2021-04-01,11692,66.6,91,2021,2112
3594,2021-05-01,11692,33.3,121,2021,2142
3595,2021-06-01,11692,,152,2021,2173
3596,2021-07-01,11692,9.5,182,2021,2203
3597,2021-08-01,11692,23.8,213,2021,2234
3598,2021-09-01,11692,19.0,244,2021,2265
3599,2021-10-01,11692,19.0,274,2021,2295
3600,2020-03-01,11693,284.1,61,2020,2081
3601,2020-04-01,11693,244.6,92,2020,2112
3602,2020-05-01,11693,23.7,122,2020,2142
3603,2020-06-01,11693,15.8,153,2020,2173
3604,2020-07-01,11693,,183,2020,2203
3605,2020-08-01,11693,,214,2020,2234
3606,2020-09-01,11693,15.8,245,2020,2265
3607,2020-10-01,11693,,275,2020,2295
3608,2020-11-01,11693,31.6,306,2020,2326
3609,2020-12-01,11693,63.1,336,2020,2356
3610,2021-01-01,11693,118.4,1,2021,2022
3611,2021-02-01,11693,63.1,32,2021,2053
3612,2021-03-01,11693,15.8,60,2021,2081
3613,2021-04-01,11693,102.6,91,2021,2112
3614,2021-05-01,11693,23.7,121,2021,2142
3615,2021-06-01,11693,7.9,152,2021,2173
3616,2021-07-01,11693,7.9,182,2021,2203
3617,2021-08-01,11693,15.8,213,2021,2234
3618,2021-09-01,11693,7.9,244,2021,2265
3619,2021-10-01,11693,7.9,274,2021,2295
3620,2020-03-01,11694,197.3,61,2020,2081
3621,2020-04-01,11694,611.2,92,2020,2112
3622,2020-05-01,11694,62.6,122,2020,2142
3623,2020-06-01,11694,9.6,153,2020,2173
3624,2020-07-01,11694,14.4,183,2020,2203
3625,2020-08-01,11694,,214,2020,2234
3626,2020-09-01,11694,,245,2020,2265
3627,2020-10-01,11694,,275,2020,2295
3628,2020-11-01,11694,9.6,306,2020,2326
3629,2020-12-01,11694,62.6,336,2020,2356
3630,2021-01-01,11694,67.4,1,2021,2022
3631,2021-02-01,11694,52.9,32,2021,2053
3632,2021-03-01,11694,62.6,60,2021,2081
3633,2021-04-01,11694,52.9,91,2021,2112
3634,2021-05-01,11694,,121,2021,2142
3635,2021-06-01,11694,9.6,152,2021,2173
3636,2021-07-01,11694,,182,2021,2203
3637,2021-08-01,11694,19.2,213,2021,2234
3638,2021-09-01,11694,28.9,244,2021,2265
3639,2021-10-01,11694,14.4,274,2021,2295
3640,2020-03-01,11697,117.9,61,2020,2081
3641,2020-04-01,11697,235.8,92,2020,2112
3642,2020-05-01,11697,59.0,122,2020,2142
3643,2020-06-01,11697,59.0,153,2020,2173
3644,2020-07-01,11697,29.5,183,2020,2203
3645,2020-08-01,11697,,214,2020,2234
3646,2020-09-01,11697,88.4,245,2020,2265
3647,2020-10-01,11697,,275,2020,2295
3648,2020-11-01,11697,59.0,306,2020,2326
3649,2020-12-01,11697,147.4,336,2020,2356
3650,2021-01-01,11697,88.4,1,2021,2022
3651,2021-02-01,11697,29.5,32,2021,2053
3652,2021-03-01,11697,147.4,60,2021,2081
3653,2021-04-01,11697,117.9,91,2021,2112
3654,2021-05-01,11697,29.5,121,2021,2142
3655,2021-06-01,11697,,152,2021,2173
3656,2021-07-01,11697,59.0,182,2021,2203
3657,2021-08-01,11697,,213,2021,2234
3658,2021-09-01,11697,88.4,244,2021,2265
3659,2021-10-01,11697,29.5,274,2021,2295
