,date,MODZCTA_Location,Hosp_Rate,dayofyear,year,Hospital_by_modzcta_ID
2940,2020-03-01,11370,295.8,61,2020,2081
2941,2020-04-01,11370,387.1,92,2020,2112
2942,2020-05-01,11370,28.3,122,2020,2142
2943,2020-06-01,11370,25.2,153,2020,2173
2944,2020-07-01,11370,9.4,183,2020,2203
2945,2020-08-01,11370,28.3,214,2020,2234
2946,2020-09-01,11370,9.4,245,2020,2265
2947,2020-10-01,11370,3.1,275,2020,2295
2948,2020-11-01,11370,50.4,306,2020,2326
2949,2020-12-01,11370,88.1,336,2020,2356
2950,2021-01-01,11370,147.9,1,2021,2022
2951,2021-02-01,11370,94.4,32,2021,2053
2952,2021-03-01,11370,119.6,60,2021,2081
2953,2021-04-01,11370,56.6,91,2021,2112
2954,2021-05-01,11370,25.2,121,2021,2142
2955,2021-06-01,11370,3.1,152,2021,2173
2956,2021-07-01,11370,3.1,182,2021,2203
2957,2021-08-01,11370,31.5,213,2021,2234
2958,2021-09-01,11370,66.1,244,2021,2265
2959,2021-10-01,11370,31.5,274,2021,2295
2960,2020-03-01,11372,510.9,61,2020,2081
2961,2020-04-01,11372,519.1,92,2020,2112
2962,2020-05-01,11372,72.5,122,2020,2142
2963,2020-06-01,11372,29.7,153,2020,2173
2964,2020-07-01,11372,26.4,183,2020,2203
2965,2020-08-01,11372,16.5,214,2020,2234
2966,2020-09-01,11372,8.2,245,2020,2265
2967,2020-10-01,11372,23.1,275,2020,2295
2968,2020-11-01,11372,54.4,306,2020,2326
2969,2020-12-01,11372,102.2,336,2020,2356
2970,2021-01-01,11372,150.0,1,2021,2022
2971,2021-02-01,11372,74.2,32,2021,2053
2972,2021-03-01,11372,100.5,60,2021,2081
2973,2021-04-01,11372,57.7,91,2021,2112
2974,2021-05-01,11372,24.7,121,2021,2142
2975,2021-06-01,11372,11.5,152,2021,2173
2976,2021-07-01,11372,18.1,182,2021,2203
2977,2021-08-01,11372,29.7,213,2021,2234
2978,2021-09-01,11372,18.1,244,2021,2265
2979,2021-10-01,11372,11.5,274,2021,2295
2980,2020-03-01,11373,425.5,61,2020,2081
2981,2020-04-01,11373,494.2,92,2020,2112
2982,2020-05-01,11373,54.6,122,2020,2142
2983,2020-06-01,11373,20.7,153,2020,2173
2984,2020-07-01,11373,24.0,183,2020,2203
2985,2020-08-01,11373,10.9,214,2020,2234
2986,2020-09-01,11373,7.6,245,2020,2265
2987,2020-10-01,11373,14.2,275,2020,2295
2988,2020-11-01,11373,49.1,306,2020,2326
2989,2020-12-01,11373,98.2,336,2020,2356
2990,2021-01-01,11373,159.3,1,2021,2022
2991,2021-02-01,11373,132.0,32,2021,2053
2992,2021-03-01,11373,108.0,60,2021,2081
2993,2021-04-01,11373,56.7,91,2021,2112
2994,2021-05-01,11373,22.9,121,2021,2142
2995,2021-06-01,11373,10.9,152,2021,2173
2996,2021-07-01,11373,15.3,182,2021,2203
2997,2021-08-01,11373,31.6,213,2021,2234
2998,2021-09-01,11373,20.7,244,2021,2265
2999,2021-10-01,11373,15.3,274,2021,2295
3000,2020-03-01,11374,239.2,61,2020,2081
3001,2020-04-01,11374,299.6,92,2020,2112
3002,2020-05-01,11374,48.3,122,2020,2142
3003,2020-06-01,11374,16.9,153,2020,2173
3004,2020-07-01,11374,9.7,183,2020,2203
3005,2020-08-01,11374,16.9,214,2020,2234
3006,2020-09-01,11374,19.3,245,2020,2265
3007,2020-10-01,11374,21.7,275,2020,2295
3008,2020-11-01,11374,41.1,306,2020,2326
3009,2020-12-01,11374,99.0,336,2020,2356
3010,2021-01-01,11374,222.3,1,2021,2022
3011,2021-02-01,11374,125.6,32,2021,2053
3012,2021-03-01,11374,118.4,60,2021,2081
3013,2021-04-01,11374,67.6,91,2021,2112
3014,2021-05-01,11374,29.0,121,2021,2142
3015,2021-06-01,11374,16.9,152,2021,2173
3016,2021-07-01,11374,14.5,182,2021,2203
3017,2021-08-01,11374,48.3,213,2021,2234
3018,2021-09-01,11374,36.2,244,2021,2265
3019,2021-10-01,11374,19.3,274,2021,2295
3020,2020-03-01,11375,141.7,61,2020,2081
3021,2020-04-01,11375,310.1,92,2020,2112
3022,2020-05-01,11375,36.5,122,2020,2142
3023,2020-06-01,11375,12.6,153,2020,2173
3024,2020-07-01,11375,8.4,183,2020,2203
3025,2020-08-01,11375,21.0,214,2020,2234
3026,2020-09-01,11375,7.0,245,2020,2265
3027,2020-10-01,11375,22.5,275,2020,2295
3028,2020-11-01,11375,47.7,306,2020,2326
3029,2020-12-01,11375,70.2,336,2020,2356
3030,2021-01-01,11375,123.5,1,2021,2022
3031,2021-02-01,11375,91.2,32,2021,2053
3032,2021-03-01,11375,91.2,60,2021,2081
3033,2021-04-01,11375,43.5,91,2021,2112
3034,2021-05-01,11375,14.0,121,2021,2142
3035,2021-06-01,11375,7.0,152,2021,2173
3036,2021-07-01,11375,12.6,182,2021,2203
3037,2021-08-01,11375,36.5,213,2021,2234
3038,2021-09-01,11375,42.1,244,2021,2265
3039,2021-10-01,11375,25.3,274,2021,2295
3040,2020-03-01,11377,255.8,61,2020,2081
3041,2020-04-01,11377,403.3,92,2020,2112
3042,2020-05-01,11377,38.1,122,2020,2142
3043,2020-06-01,11377,14.3,153,2020,2173
3044,2020-07-01,11377,10.7,183,2020,2203
3045,2020-08-01,11377,8.3,214,2020,2234
3046,2020-09-01,11377,10.7,245,2020,2265
3047,2020-10-01,11377,17.8,275,2020,2295
3048,2020-11-01,11377,35.7,306,2020,2326
3049,2020-12-01,11377,110.7,336,2020,2356
3050,2021-01-01,11377,138.0,1,2021,2022
3051,2021-02-01,11377,130.9,32,2021,2053
3052,2021-03-01,11377,117.8,60,2021,2081
3053,2021-04-01,11377,79.7,91,2021,2112
3054,2021-05-01,11377,25.0,121,2021,2142
3055,2021-06-01,11377,9.5,152,2021,2173
3056,2021-07-01,11377,13.1,182,2021,2203
3057,2021-08-01,11377,39.3,213,2021,2234
3058,2021-09-01,11377,14.3,244,2021,2265
3059,2021-10-01,11377,7.1,274,2021,2295
3060,2020-03-01,11378,196.4,61,2020,2081
3061,2020-04-01,11378,290.5,92,2020,2112
3062,2020-05-01,11378,27.7,122,2020,2142
3063,2020-06-01,11378,8.3,153,2020,2173
3064,2020-07-01,11378,8.3,183,2020,2203
3065,2020-08-01,11378,16.6,214,2020,2234
3066,2020-09-01,11378,8.3,245,2020,2265
3067,2020-10-01,11378,22.1,275,2020,2295
3068,2020-11-01,11378,22.1,306,2020,2326
3069,2020-12-01,11378,69.2,336,2020,2356
3070,2021-01-01,11378,91.3,1,2021,2022
3071,2021-02-01,11378,94.1,32,2021,2053
3072,2021-03-01,11378,110.7,60,2021,2081
3073,2021-04-01,11378,38.7,91,2021,2112
3074,2021-05-01,11378,24.9,121,2021,2142
3075,2021-06-01,11378,11.1,152,2021,2173
3076,2021-07-01,11378,19.4,182,2021,2203
3077,2021-08-01,11378,66.4,213,2021,2234
3078,2021-09-01,11378,38.7,244,2021,2265
3079,2021-10-01,11378,8.3,274,2021,2295
3080,2020-03-01,11379,223.8,61,2020,2081
3081,2020-04-01,11379,365.8,92,2020,2112
3082,2020-05-01,11379,40.9,122,2020,2142
3083,2020-06-01,11379,19.1,153,2020,2173
3084,2020-07-01,11379,5.5,183,2020,2203
3085,2020-08-01,11379,10.9,214,2020,2234
3086,2020-09-01,11379,8.2,245,2020,2265
3087,2020-10-01,11379,21.8,275,2020,2295
3088,2020-11-01,11379,32.8,306,2020,2326
3089,2020-12-01,11379,81.9,336,2020,2356
3090,2021-01-01,11379,139.2,1,2021,2022
3091,2021-02-01,11379,101.0,32,2021,2053
3092,2021-03-01,11379,174.7,60,2021,2081
3093,2021-04-01,11379,54.6,91,2021,2112
3094,2021-05-01,11379,21.8,121,2021,2142
3095,2021-06-01,11379,8.2,152,2021,2173
3096,2021-07-01,11379,16.4,182,2021,2203
3097,2021-08-01,11379,27.3,213,2021,2234
3098,2021-09-01,11379,54.6,244,2021,2265
3099,2021-10-01,11379,19.1,274,2021,2295
3100,2020-03-01,11385,158.3,61,2020,2081
3101,2020-04-01,11385,228.7,92,2020,2112
3102,2020-05-01,11385,26.1,122,2020,2142
3103,2020-06-01,11385,11.6,153,2020,2173
3104,2020-07-01,11385,11.6,183,2020,2203
3105,2020-08-01,11385,3.9,214,2020,2234
3106,2020-09-01,11385,7.7,245,2020,2265
3107,2020-10-01,11385,12.5,275,2020,2295
3108,2020-11-01,11385,33.8,306,2020,2326
3109,2020-12-01,11385,65.6,336,2020,2356
3110,2021-01-01,11385,119.7,1,2021,2022
3111,2021-02-01,11385,100.4,32,2021,2053
3112,2021-03-01,11385,105.2,60,2021,2081
3113,2021-04-01,11385,60.8,91,2021,2112
3114,2021-05-01,11385,18.3,121,2021,2142
3115,2021-06-01,11385,9.7,152,2021,2173
3116,2021-07-01,11385,22.2,182,2021,2203
3117,2021-08-01,11385,29.9,213,2021,2234
3118,2021-09-01,11385,26.1,244,2021,2265
3119,2021-10-01,11385,18.3,274,2021,2295
3120,2020-03-01,11411,318.1,61,2020,2081
3121,2020-04-01,11411,467.8,92,2020,2112
3122,2020-05-01,11411,37.4,122,2020,2142
3123,2020-06-01,11411,4.7,153,2020,2173
3124,2020-07-01,11411,4.7,183,2020,2203
3125,2020-08-01,11411,,214,2020,2234
3126,2020-09-01,11411,,245,2020,2265
3127,2020-10-01,11411,32.7,275,2020,2295
3128,2020-11-01,11411,28.1,306,2020,2326
3129,2020-12-01,11411,46.8,336,2020,2356
3130,2021-01-01,11411,131.0,1,2021,2022
3131,2021-02-01,11411,93.6,32,2021,2053
3132,2021-03-01,11411,107.6,60,2021,2081
3133,2021-04-01,11411,65.5,91,2021,2112
3134,2021-05-01,11411,9.4,121,2021,2142
3135,2021-06-01,11411,4.7,152,2021,2173
3136,2021-07-01,11411,18.7,182,2021,2203
3137,2021-08-01,11411,46.8,213,2021,2234
3138,2021-09-01,11411,37.4,244,2021,2265
3139,2021-10-01,11411,14.0,274,2021,2295
3140,2020-03-01,11412,294.0,61,2020,2081
3141,2020-04-01,11412,414.7,92,2020,2112
3142,2020-05-01,11412,34.1,122,2020,2142
3143,2020-06-01,11412,10.5,153,2020,2173
3144,2020-07-01,11412,7.9,183,2020,2203
3145,2020-08-01,11412,2.6,214,2020,2234
3146,2020-09-01,11412,7.9,245,2020,2265
3147,2020-10-01,11412,21.0,275,2020,2295
3148,2020-11-01,11412,49.9,306,2020,2326
3149,2020-12-01,11412,49.9,336,2020,2356
3150,2021-01-01,11412,115.5,1,2021,2022
3151,2021-02-01,11412,70.9,32,2021,2053
3152,2021-03-01,11412,84.0,60,2021,2081
3153,2021-04-01,11412,68.2,91,2021,2112
3154,2021-05-01,11412,26.2,121,2021,2142
3155,2021-06-01,11412,18.4,152,2021,2173
3156,2021-07-01,11412,21.0,182,2021,2203
3157,2021-08-01,11412,39.4,213,2021,2234
3158,2021-09-01,11412,36.7,244,2021,2265
3159,2021-10-01,11412,13.1,274,2021,2295
3160,2020-03-01,11413,326.3,61,2020,2081
3161,2020-04-01,11413,412.0,92,2020,2112
3162,2020-05-01,11413,55.5,122,2020,2142
3163,2020-06-01,11413,16.2,153,2020,2173
3164,2020-07-01,11413,9.3,183,2020,2203
3165,2020-08-01,11413,4.6,214,2020,2234
3166,2020-09-01,11413,9.3,245,2020,2265
3167,2020-10-01,11413,9.3,275,2020,2295
3168,2020-11-01,11413,16.2,306,2020,2326
3169,2020-12-01,11413,62.5,336,2020,2356
3170,2021-01-01,11413,104.2,1,2021,2022
3171,2021-02-01,11413,53.2,32,2021,2053
3172,2021-03-01,11413,108.8,60,2021,2081
3173,2021-04-01,11413,60.2,91,2021,2112
3174,2021-05-01,11413,34.7,121,2021,2142
3175,2021-06-01,11413,11.6,152,2021,2173
3176,2021-07-01,11413,27.8,182,2021,2203
3177,2021-08-01,11413,55.5,213,2021,2234
3178,2021-09-01,11413,44.0,244,2021,2265
3179,2021-10-01,11413,27.8,274,2021,2295
3180,2020-03-01,11414,222.2,61,2020,2081
3181,2020-04-01,11414,257.4,92,2020,2112
3182,2020-05-01,11414,38.8,122,2020,2142
3183,2020-06-01,11414,3.5,153,2020,2173
3184,2020-07-01,11414,21.2,183,2020,2203
3185,2020-08-01,11414,10.6,214,2020,2234
3186,2020-09-01,11414,10.6,245,2020,2265
3187,2020-10-01,11414,10.6,275,2020,2295
3188,2020-11-01,11414,38.8,306,2020,2326
3189,2020-12-01,11414,116.4,336,2020,2356
3190,2021-01-01,11414,176.3,1,2021,2022
3191,2021-02-01,11414,98.7,32,2021,2053
3192,2021-03-01,11414,102.3,60,2021,2081
3193,2021-04-01,11414,70.5,91,2021,2112
3194,2021-05-01,11414,38.8,121,2021,2142
3195,2021-06-01,11414,3.5,152,2021,2173
3196,2021-07-01,11414,31.7,182,2021,2203
3197,2021-08-01,11414,63.5,213,2021,2234
3198,2021-09-01,11414,35.3,244,2021,2265
3199,2021-10-01,11414,35.3,274,2021,2295
3200,2020-03-01,11415,286.1,61,2020,2081
3201,2020-04-01,11415,381.5,92,2020,2112
3202,2020-05-01,11415,63.6,122,2020,2142
3203,2020-06-01,11415,37.1,153,2020,2173
3204,2020-07-01,11415,26.5,183,2020,2203
3205,2020-08-01,11415,5.3,214,2020,2234
3206,2020-09-01,11415,5.3,245,2020,2265
3207,2020-10-01,11415,15.9,275,2020,2295
3208,2020-11-01,11415,42.4,306,2020,2326
3209,2020-12-01,11415,68.9,336,2020,2356
3210,2021-01-01,11415,106.0,1,2021,2022
3211,2021-02-01,11415,79.5,32,2021,2053
3212,2021-03-01,11415,159.0,60,2021,2081
3213,2021-04-01,11415,100.7,91,2021,2112
3214,2021-05-01,11415,26.5,121,2021,2142
3215,2021-06-01,11415,10.6,152,2021,2173
3216,2021-07-01,11415,15.9,182,2021,2203
3217,2021-08-01,11415,26.5,213,2021,2234
3218,2021-09-01,11415,21.2,244,2021,2265
3219,2021-10-01,11415,15.9,274,2021,2295
3220,2020-03-01,11416,223.6,61,2020,2081
3221,2020-04-01,11416,295.6,92,2020,2112
3222,2020-05-01,11416,49.3,122,2020,2142
3223,2020-06-01,11416,34.1,153,2020,2173
3224,2020-07-01,11416,11.4,183,2020,2203
3225,2020-08-01,11416,18.9,214,2020,2234
3226,2020-09-01,11416,15.2,245,2020,2265
3227,2020-10-01,11416,49.3,275,2020,2295
3228,2020-11-01,11416,30.3,306,2020,2326
3229,2020-12-01,11416,140.2,336,2020,2356
3230,2021-01-01,11416,189.5,1,2021,2022
3231,2021-02-01,11416,151.6,32,2021,2053
3232,2021-03-01,11416,121.3,60,2021,2081
3233,2021-04-01,11416,87.2,91,2021,2112
3234,2021-05-01,11416,30.3,121,2021,2142
3235,2021-06-01,11416,7.6,152,2021,2173
3236,2021-07-01,11416,11.4,182,2021,2203
3237,2021-08-01,11416,26.5,213,2021,2234
3238,2021-09-01,11416,15.2,244,2021,2265
3239,2021-10-01,11416,15.2,274,2021,2295
3240,2020-03-01,11417,190.1,61,2020,2081
3241,2020-04-01,11417,331.8,92,2020,2112
3242,2020-05-01,11417,29.0,122,2020,2142
3243,2020-06-01,11417,16.1,153,2020,2173
3244,2020-07-01,11417,16.1,183,2020,2203
3245,2020-08-01,11417,3.2,214,2020,2234
3246,2020-09-01,11417,6.4,245,2020,2265
3247,2020-10-01,11417,3.2,275,2020,2295
3248,2020-11-01,11417,54.8,306,2020,2326
3249,2020-12-01,11417,99.9,336,2020,2356
3250,2021-01-01,11417,170.7,1,2021,2022
3251,2021-02-01,11417,141.7,32,2021,2053
3252,2021-03-01,11417,83.8,60,2021,2081
3253,2021-04-01,11417,96.6,91,2021,2112
3254,2021-05-01,11417,19.3,121,2021,2142
3255,2021-06-01,11417,12.9,152,2021,2173
3256,2021-07-01,11417,32.2,182,2021,2203
3257,2021-08-01,11417,38.7,213,2021,2234
3258,2021-09-01,11417,25.8,244,2021,2265
3259,2021-10-01,11417,12.9,274,2021,2295
3260,2020-03-01,11418,247.4,61,2020,2081
3261,2020-04-01,11418,367.2,92,2020,2112
3262,2020-05-01,11418,37.2,122,2020,2142
3263,2020-06-01,11418,16.0,153,2020,2173
3264,2020-07-01,11418,13.3,183,2020,2203
3265,2020-08-01,11418,5.3,214,2020,2234
3266,2020-09-01,11418,13.3,245,2020,2265
3267,2020-10-01,11418,16.0,275,2020,2295
3268,2020-11-01,11418,53.2,306,2020,2326
3269,2020-12-01,11418,122.4,336,2020,2356
3270,2021-01-01,11418,106.4,1,2021,2022
3271,2021-02-01,11418,101.1,32,2021,2053
3272,2021-03-01,11418,117.1,60,2021,2081
3273,2021-04-01,11418,85.1,91,2021,2112
3274,2021-05-01,11418,10.6,121,2021,2142
3275,2021-06-01,11418,8.0,152,2021,2173
3276,2021-07-01,11418,10.6,182,2021,2203
3277,2021-08-01,11418,29.3,213,2021,2234
3278,2021-09-01,11418,23.9,244,2021,2265
3279,2021-10-01,11418,16.0,274,2021,2295
3280,2020-03-01,11419,171.1,61,2020,2081
3281,2020-04-01,11419,354.6,92,2020,2112
3282,2020-05-01,11419,61.8,122,2020,2142
3283,2020-06-01,11419,20.6,153,2020,2173
3284,2020-07-01,11419,12.4,183,2020,2203
3285,2020-08-01,11419,10.3,214,2020,2234
3286,2020-09-01,11419,14.4,245,2020,2265
3287,2020-10-01,11419,18.6,275,2020,2295
3288,2020-11-01,11419,35.0,306,2020,2326
3289,2020-12-01,11419,154.6,336,2020,2356
3290,2021-01-01,11419,237.1,1,2021,2022
3291,2021-02-01,11419,154.6,32,2021,2053
3292,2021-03-01,11419,146.4,60,2021,2081
3293,2021-04-01,11419,92.8,91,2021,2112
3294,2021-05-01,11419,16.5,121,2021,2142
3295,2021-06-01,11419,2.1,152,2021,2173
3296,2021-07-01,11419,12.4,182,2021,2203
3297,2021-08-01,11419,30.9,213,2021,2234
3298,2021-09-01,11419,24.7,244,2021,2265
3299,2021-10-01,11419,18.6,274,2021,2295
3300,2020-03-01,11420,217.4,61,2020,2081
3301,2020-04-01,11420,347.0,92,2020,2112
3302,2020-05-01,11420,31.4,122,2020,2142
3303,2020-06-01,11420,14.6,153,2020,2173
3304,2020-07-01,11420,10.5,183,2020,2203
3305,2020-08-01,11420,6.3,214,2020,2234
3306,2020-09-01,11420,8.4,245,2020,2265
3307,2020-10-01,11420,16.7,275,2020,2295
3308,2020-11-01,11420,29.3,306,2020,2326
3309,2020-12-01,11420,102.4,336,2020,2356
3310,2021-01-01,11420,179.8,1,2021,2022
3311,2021-02-01,11420,123.3,32,2021,2053
3312,2021-03-01,11420,135.9,60,2021,2081
3313,2021-04-01,11420,89.9,91,2021,2112
3314,2021-05-01,11420,37.6,121,2021,2142
3315,2021-06-01,11420,10.5,152,2021,2173
3316,2021-07-01,11420,31.4,182,2021,2203
3317,2021-08-01,11420,41.8,213,2021,2234
3318,2021-09-01,11420,18.8,244,2021,2265
3319,2021-10-01,11420,23.0,274,2021,2295
3320,2020-03-01,11421,229.7,61,2020,2081
3321,2020-04-01,11421,379.5,92,2020,2112
3322,2020-05-01,11421,30.0,122,2020,2142
3323,2020-06-01,11421,25.0,153,2020,2173
3324,2020-07-01,11421,15.0,183,2020,2203
3325,2020-08-01,11421,15.0,214,2020,2234
3326,2020-09-01,11421,5.0,245,2020,2265
3327,2020-10-01,11421,15.0,275,2020,2295
3328,2020-11-01,11421,35.0,306,2020,2326
3329,2020-12-01,11421,114.9,336,2020,2356
3330,2021-01-01,11421,159.8,1,2021,2022
3331,2021-02-01,11421,109.9,32,2021,2053
3332,2021-03-01,11421,127.3,60,2021,2081
3333,2021-04-01,11421,77.4,91,2021,2112
3334,2021-05-01,11421,25.0,121,2021,2142
3335,2021-06-01,11421,15.0,152,2021,2173
3336,2021-07-01,11421,17.5,182,2021,2203
3337,2021-08-01,11421,27.5,213,2021,2234
3338,2021-09-01,11421,20.0,244,2021,2265
3339,2021-10-01,11421,12.5,274,2021,2295
3340,2020-03-01,11422,296.4,61,2020,2081
3341,2020-04-01,11422,367.4,92,2020,2112
3342,2020-05-01,11422,46.3,122,2020,2142
3343,2020-06-01,11422,30.9,153,2020,2173
3344,2020-07-01,11422,18.5,183,2020,2203
3345,2020-08-01,11422,3.1,214,2020,2234
3346,2020-09-01,11422,3.1,245,2020,2265
3347,2020-10-01,11422,12.3,275,2020,2295
3348,2020-11-01,11422,46.3,306,2020,2326
3349,2020-12-01,11422,108.1,336,2020,2356
3350,2021-01-01,11422,166.7,1,2021,2022
3351,2021-02-01,11422,126.6,32,2021,2053
3352,2021-03-01,11422,64.8,60,2021,2081
3353,2021-04-01,11422,37.0,91,2021,2112
3354,2021-05-01,11422,15.4,121,2021,2142
3355,2021-06-01,11422,9.3,152,2021,2173
3356,2021-07-01,11422,30.9,182,2021,2203
3357,2021-08-01,11422,67.9,213,2021,2234
3358,2021-09-01,11422,34.0,244,2021,2265
3359,2021-10-01,11422,15.4,274,2021,2295
3360,2020-03-01,11423,317.9,61,2020,2081
3361,2020-04-01,11423,436.8,92,2020,2112
3362,2020-05-01,11423,51.4,122,2020,2142
3363,2020-06-01,11423,25.7,153,2020,2173
3364,2020-07-01,11423,16.1,183,2020,2203
3365,2020-08-01,11423,16.1,214,2020,2234
3366,2020-09-01,11423,22.5,245,2020,2265
3367,2020-10-01,11423,28.9,275,2020,2295
3368,2020-11-01,11423,57.8,306,2020,2326
3369,2020-12-01,11423,102.8,336,2020,2356
3370,2021-01-01,11423,144.5,1,2021,2022
3371,2021-02-01,11423,86.7,32,2021,2053
3372,2021-03-01,11423,99.6,60,2021,2081
3373,2021-04-01,11423,99.6,91,2021,2112
3374,2021-05-01,11423,25.7,121,2021,2142
3375,2021-06-01,11423,16.1,152,2021,2173
3376,2021-07-01,11423,16.1,182,2021,2203
3377,2021-08-01,11423,45.0,213,2021,2234
3378,2021-09-01,11423,25.7,244,2021,2265
3379,2021-10-01,11423,9.6,274,2021,2295
3380,2020-03-01,11426,183.5,61,2020,2081
3381,2020-04-01,11426,252.9,92,2020,2112
3382,2020-05-01,11426,34.7,122,2020,2142
3383,2020-06-01,11426,5.0,153,2020,2173
3384,2020-07-01,11426,,183,2020,2203
3385,2020-08-01,11426,19.8,214,2020,2234
3386,2020-09-01,11426,14.9,245,2020,2265
3387,2020-10-01,11426,9.9,275,2020,2295
3388,2020-11-01,11426,54.6,306,2020,2326
3389,2020-12-01,11426,89.3,336,2020,2356
3390,2021-01-01,11426,133.9,1,2021,2022
3391,2021-02-01,11426,69.4,32,2021,2053
3392,2021-03-01,11426,84.3,60,2021,2081
3393,2021-04-01,11426,29.8,91,2021,2112
3394,2021-05-01,11426,14.9,121,2021,2142
3395,2021-06-01,11426,5.0,152,2021,2173
3396,2021-07-01,11426,5.0,182,2021,2203
3397,2021-08-01,11426,34.7,213,2021,2234
3398,2021-09-01,11426,9.9,244,2021,2265
3399,2021-10-01,11426,14.9,274,2021,2295
3400,2020-03-01,11427,220.6,61,2020,2081
3401,2020-04-01,11427,330.9,92,2020,2112
3402,2020-05-01,11427,33.9,122,2020,2142
3403,2020-06-01,11427,,153,2020,2173
3404,2020-07-01,11427,,183,2020,2203
3405,2020-08-01,11427,4.2,214,2020,2234
3406,2020-09-01,11427,4.2,245,2020,2265
3407,2020-10-01,11427,29.7,275,2020,2295
3408,2020-11-01,11427,46.7,306,2020,2326
3409,2020-12-01,11427,63.6,336,2020,2356
3410,2021-01-01,11427,161.2,1,2021,2022
3411,2021-02-01,11427,110.3,32,2021,2053
3412,2021-03-01,11427,89.1,60,2021,2081
3413,2021-04-01,11427,38.2,91,2021,2112
3414,2021-05-01,11427,17.0,121,2021,2142
3415,2021-06-01,11427,4.2,152,2021,2173
3416,2021-07-01,11427,4.2,182,2021,2203
3417,2021-08-01,11427,29.7,213,2021,2234
3418,2021-09-01,11427,21.2,244,2021,2265
3419,2021-10-01,11427,8.5,274,2021,2295
3420,2020-03-01,11428,344.4,61,2020,2081
3421,2020-04-01,11428,484.4,92,2020,2112
3422,2020-05-01,11428,26.9,122,2020,2142
3423,2020-06-01,11428,32.3,153,2020,2173
3424,2020-07-01,11428,,183,2020,2203
3425,2020-08-01,11428,5.4,214,2020,2234
3426,2020-09-01,11428,5.4,245,2020,2265
3427,2020-10-01,11428,32.3,275,2020,2295
3428,2020-11-01,11428,64.6,306,2020,2326
3429,2020-12-01,11428,86.1,336,2020,2356
3430,2021-01-01,11428,134.5,1,2021,2022
3431,2021-02-01,11428,107.6,32,2021,2053
3432,2021-03-01,11428,166.8,60,2021,2081
3433,2021-04-01,11428,43.1,91,2021,2112
3434,2021-05-01,11428,37.7,121,2021,2142
3435,2021-06-01,11428,10.8,152,2021,2173
3436,2021-07-01,11428,,182,2021,2203
3437,2021-08-01,11428,21.5,213,2021,2234
3438,2021-09-01,11428,26.9,244,2021,2265
3439,2021-10-01,11428,10.8,274,2021,2295
3440,2020-03-01,11429,320.0,61,2020,2081
3441,2020-04-01,11429,463.9,92,2020,2112
3442,2020-05-01,11429,61.1,122,2020,2142
3443,2020-06-01,11429,14.4,153,2020,2173
3444,2020-07-01,11429,3.6,183,2020,2203
3445,2020-08-01,11429,3.6,214,2020,2234
3446,2020-09-01,11429,18.0,245,2020,2265
3447,2020-10-01,11429,14.4,275,2020,2295
3448,2020-11-01,11429,46.7,306,2020,2326
3449,2020-12-01,11429,107.9,336,2020,2356
3450,2021-01-01,11429,136.6,1,2021,2022
3451,2021-02-01,11429,97.1,32,2021,2053
3452,2021-03-01,11429,86.3,60,2021,2081
3453,2021-04-01,11429,97.1,91,2021,2112
3454,2021-05-01,11429,46.7,121,2021,2142
3455,2021-06-01,11429,10.8,152,2021,2173
3456,2021-07-01,11429,25.2,182,2021,2203
3457,2021-08-01,11429,82.7,213,2021,2234
3458,2021-09-01,11429,39.6,244,2021,2265
3459,2021-10-01,11429,21.6,274,2021,2295
3460,2020-03-01,11432,281.5,61,2020,2081
3461,2020-04-01,11432,436.2,92,2020,2112
3462,2020-05-01,11432,82.3,122,2020,2142
3463,2020-06-01,11432,26.3,153,2020,2173
3464,2020-07-01,11432,13.2,183,2020,2203
3465,2020-08-01,11432,14.8,214,2020,2234
3466,2020-09-01,11432,11.5,245,2020,2265
3467,2020-10-01,11432,28.0,275,2020,2295
3468,2020-11-01,11432,69.1,306,2020,2326
3469,2020-12-01,11432,143.2,336,2020,2356
3470,2021-01-01,11432,238.7,1,2021,2022
3471,2021-02-01,11432,131.7,32,2021,2053
3472,2021-03-01,11432,113.6,60,2021,2081
3473,2021-04-01,11432,67.5,91,2021,2112
3474,2021-05-01,11432,13.2,121,2021,2142
3475,2021-06-01,11432,11.5,152,2021,2173
3476,2021-07-01,11432,14.8,182,2021,2203
3477,2021-08-01,11432,34.6,213,2021,2234
3478,2021-09-01,11432,34.6,244,2021,2265
3479,2021-10-01,11432,23.0,274,2021,2295
3480,2020-03-01,11433,287.5,61,2020,2081
3481,2020-04-01,11433,443.6,92,2020,2112
3482,2020-05-01,11433,46.5,122,2020,2142
3483,2020-06-01,11433,21.9,153,2020,2173
3484,2020-07-01,11433,27.4,183,2020,2203
3485,2020-08-01,11433,16.4,214,2020,2234
3486,2020-09-01,11433,13.7,245,2020,2265
3487,2020-10-01,11433,13.7,275,2020,2295
3488,2020-11-01,11433,46.5,306,2020,2326
3489,2020-12-01,11433,90.4,336,2020,2356
3490,2021-01-01,11433,175.2,1,2021,2022
3491,2021-02-01,11433,128.7,32,2021,2053
3492,2021-03-01,11433,115.0,60,2021,2081
3493,2021-04-01,11433,106.8,91,2021,2112
3494,2021-05-01,11433,27.4,121,2021,2142
3495,2021-06-01,11433,21.9,152,2021,2173
3496,2021-07-01,11433,21.9,182,2021,2203
3497,2021-08-01,11433,63.0,213,2021,2234
3498,2021-09-01,11433,32.9,244,2021,2265
