,date,MODZCTA_Location,death_Rate,dayofyear,year,deathrate_by_modzcta_ID
1187,2020-10-01,10310,,275,2020,2295
1188,2020-11-01,10310,,306,2020,2326
1189,2020-12-01,10310,,336,2020,2356
1190,2021-01-01,10310,,1,2021,2022
1191,2021-02-01,10310,,32,2021,2053
1192,2021-03-01,10310,,60,2021,2081
1193,2021-04-01,10310,,91,2021,2112
1194,2021-05-01,10310,,121,2021,2142
1195,2021-06-01,10310,0.0,152,2021,2173
1196,2021-07-01,10310,0.0,182,2021,2203
1197,2021-08-01,10310,,213,2021,2234
1198,2021-09-01,10310,,244,2021,2265
1199,2021-10-01,10310,,274,2021,2295
1200,2020-03-01,10312,27.8,61,2020,2081
1201,2020-04-01,10312,73.7,92,2020,2112
1202,2020-05-01,10312,18.0,122,2020,2142
1203,2020-06-01,10312,,153,2020,2173
1204,2020-07-01,10312,0.0,183,2020,2203
1205,2020-08-01,10312,0.0,214,2020,2234
1206,2020-09-01,10312,0.0,245,2020,2265
1207,2020-10-01,10312,,275,2020,2295
1208,2020-11-01,10312,8.2,306,2020,2326
1209,2020-12-01,10312,9.8,336,2020,2356
1210,2021-01-01,10312,27.8,1,2021,2022
1211,2021-02-01,10312,27.8,32,2021,2053
1212,2021-03-01,10312,16.4,60,2021,2081
1213,2021-04-01,10312,13.1,91,2021,2112
1214,2021-05-01,10312,13.1,121,2021,2142
1215,2021-06-01,10312,,152,2021,2173
1216,2021-07-01,10312,,182,2021,2203
1217,2021-08-01,10312,,213,2021,2234
1218,2021-09-01,10312,8.2,244,2021,2265
1219,2021-10-01,10312,,274,2021,2295
1220,2020-03-01,10314,24.9,61,2020,2081
1221,2020-04-01,10314,163.2,92,2020,2112
1222,2020-05-01,10314,54.0,122,2020,2142
1223,2020-06-01,10314,15.1,153,2020,2173
1224,2020-07-01,10314,,183,2020,2203
1225,2020-08-01,10314,0.0,214,2020,2234
1226,2020-09-01,10314,,245,2020,2265
1227,2020-10-01,10314,,275,2020,2295
1228,2020-11-01,10314,6.5,306,2020,2326
1229,2020-12-01,10314,44.3,336,2020,2356
1230,2021-01-01,10314,45.4,1,2021,2022
1231,2021-02-01,10314,22.7,32,2021,2053
1232,2021-03-01,10314,27.0,60,2021,2081
1233,2021-04-01,10314,16.2,91,2021,2112
1234,2021-05-01,10314,11.9,121,2021,2142
1235,2021-06-01,10314,,152,2021,2173
1236,2021-07-01,10314,,182,2021,2203
1237,2021-08-01,10314,,213,2021,2234
1238,2021-09-01,10314,,244,2021,2265
1239,2021-10-01,10314,10.8,274,2021,2295
1240,2020-03-01,10451,38.0,61,2020,2081
1241,2020-04-01,10451,280.8,92,2020,2112
1242,2020-05-01,10451,40.1,122,2020,2142
1243,2020-06-01,10451,10.6,153,2020,2173
1244,2020-07-01,10451,,183,2020,2203
1245,2020-08-01,10451,,214,2020,2234
1246,2020-09-01,10451,0.0,245,2020,2265
1247,2020-10-01,10451,,275,2020,2295
1248,2020-11-01,10451,,306,2020,2326
1249,2020-12-01,10451,,336,2020,2356
1250,2021-01-01,10451,21.1,1,2021,2022
1251,2021-02-01,10451,29.6,32,2021,2053
1252,2021-03-01,10451,33.8,60,2021,2081
1253,2021-04-01,10451,23.2,91,2021,2112
1254,2021-05-01,10451,10.6,121,2021,2142
1255,2021-06-01,10451,,152,2021,2173
1256,2021-07-01,10451,,182,2021,2203
1257,2021-08-01,10451,,213,2021,2234
1258,2021-09-01,10451,,244,2021,2265
1259,2021-10-01,10451,,274,2021,2295
1260,2020-03-01,10452,23.9,61,2020,2081
1261,2020-04-01,10452,227.4,92,2020,2112
1262,2020-05-01,10452,29.3,122,2020,2142
1263,2020-06-01,10452,12.0,153,2020,2173
1264,2020-07-01,10452,,183,2020,2203
1265,2020-08-01,10452,6.6,214,2020,2234
1266,2020-09-01,10452,0.0,245,2020,2265
1267,2020-10-01,10452,0.0,275,2020,2295
1268,2020-11-01,10452,,306,2020,2326
1269,2020-12-01,10452,9.3,336,2020,2356
1270,2021-01-01,10452,22.6,1,2021,2022
1271,2021-02-01,10452,30.6,32,2021,2053
1272,2021-03-01,10452,23.9,60,2021,2081
1273,2021-04-01,10452,14.6,91,2021,2112
1274,2021-05-01,10452,0.0,121,2021,2142
1275,2021-06-01,10452,,152,2021,2173
1276,2021-07-01,10452,,182,2021,2203
1277,2021-08-01,10452,,213,2021,2234
1278,2021-09-01,10452,,244,2021,2265
1279,2021-10-01,10452,,274,2021,2295
1280,2020-03-01,10453,38.1,61,2020,2081
1281,2020-04-01,10453,188.1,92,2020,2112
1282,2020-05-01,10453,38.1,122,2020,2142
1283,2020-06-01,10453,6.4,153,2020,2173
1284,2020-07-01,10453,,183,2020,2203
1285,2020-08-01,10453,0.0,214,2020,2234
1286,2020-09-01,10453,,245,2020,2265
1287,2020-10-01,10453,,275,2020,2295
1288,2020-11-01,10453,,306,2020,2326
1289,2020-12-01,10453,10.2,336,2020,2356
1290,2021-01-01,10453,24.1,1,2021,2022
1291,2021-02-01,10453,24.1,32,2021,2053
1292,2021-03-01,10453,22.9,60,2021,2081
1293,2021-04-01,10453,14.0,91,2021,2112
1294,2021-05-01,10453,,121,2021,2142
1295,2021-06-01,10453,,152,2021,2173
1296,2021-07-01,10453,,182,2021,2203
1297,2021-08-01,10453,,213,2021,2234
1298,2021-09-01,10453,,244,2021,2265
1299,2021-10-01,10453,,274,2021,2295
1300,2020-03-01,10454,29.1,61,2020,2081
1301,2020-04-01,10454,264.3,92,2020,2112
1302,2020-05-01,10454,34.4,122,2020,2142
1303,2020-06-01,10454,13.2,153,2020,2173
1304,2020-07-01,10454,,183,2020,2203
1305,2020-08-01,10454,0.0,214,2020,2234
1306,2020-09-01,10454,,245,2020,2265
1307,2020-10-01,10454,0.0,275,2020,2295
1308,2020-11-01,10454,,306,2020,2326
1309,2020-12-01,10454,15.9,336,2020,2356
1310,2021-01-01,10454,26.4,1,2021,2022
1311,2021-02-01,10454,21.1,32,2021,2053
1312,2021-03-01,10454,26.4,60,2021,2081
1313,2021-04-01,10454,31.7,91,2021,2112
1314,2021-05-01,10454,13.2,121,2021,2142
1315,2021-06-01,10454,,152,2021,2173
1316,2021-07-01,10454,0.0,182,2021,2203
1317,2021-08-01,10454,0.0,213,2021,2234
1318,2021-09-01,10454,,244,2021,2265
1319,2021-10-01,10454,,274,2021,2295
1320,2020-03-01,10455,16.7,61,2020,2081
1321,2020-04-01,10455,241.1,92,2020,2112
1322,2020-05-01,10455,43.0,122,2020,2142
1323,2020-06-01,10455,11.9,153,2020,2173
1324,2020-07-01,10455,,183,2020,2203
1325,2020-08-01,10455,,214,2020,2234
1326,2020-09-01,10455,0.0,245,2020,2265
1327,2020-10-01,10455,0.0,275,2020,2295
1328,2020-11-01,10455,,306,2020,2326
1329,2020-12-01,10455,,336,2020,2356
1330,2021-01-01,10455,28.6,1,2021,2022
1331,2021-02-01,10455,38.2,32,2021,2053
1332,2021-03-01,10455,38.2,60,2021,2081
1333,2021-04-01,10455,11.9,91,2021,2112
1334,2021-05-01,10455,,121,2021,2142
1335,2021-06-01,10455,,152,2021,2173
1336,2021-07-01,10455,0.0,182,2021,2203
1337,2021-08-01,10455,0.0,213,2021,2234
1338,2021-09-01,10455,0.0,244,2021,2265
1339,2021-10-01,10455,,274,2021,2295
1340,2020-03-01,10456,36.5,61,2020,2081
1341,2020-04-01,10456,283.3,92,2020,2112
1342,2020-05-01,10456,47.2,122,2020,2142
1343,2020-06-01,10456,11.8,153,2020,2173
1344,2020-07-01,10456,,183,2020,2203
1345,2020-08-01,10456,,214,2020,2234
1346,2020-09-01,10456,,245,2020,2265
1347,2020-10-01,10456,,275,2020,2295
1348,2020-11-01,10456,,306,2020,2326
1349,2020-12-01,10456,7.5,336,2020,2356
1350,2021-01-01,10456,20.4,1,2021,2022
1351,2021-02-01,10456,20.4,32,2021,2053
1352,2021-03-01,10456,13.9,60,2021,2081
1353,2021-04-01,10456,15.0,91,2021,2112
1354,2021-05-01,10456,7.5,121,2021,2142
1355,2021-06-01,10456,,152,2021,2173
1356,2021-07-01,10456,,182,2021,2203
1357,2021-08-01,10456,5.4,213,2021,2234
1358,2021-09-01,10456,,244,2021,2265
1359,2021-10-01,10456,5.4,274,2021,2295
1360,2020-03-01,10457,36.6,61,2020,2081
1361,2020-04-01,10457,200.8,92,2020,2112
1362,2020-05-01,10457,38.0,122,2020,2142
1363,2020-06-01,10457,12.2,153,2020,2173
1364,2020-07-01,10457,,183,2020,2203
1365,2020-08-01,10457,,214,2020,2234
1366,2020-09-01,10457,0.0,245,2020,2265
1367,2020-10-01,10457,0.0,275,2020,2295
1368,2020-11-01,10457,8.1,306,2020,2326
1369,2020-12-01,10457,,336,2020,2356
1370,2021-01-01,10457,14.9,1,2021,2022
1371,2021-02-01,10457,33.9,32,2021,2053
1372,2021-03-01,10457,21.7,60,2021,2081
1373,2021-04-01,10457,13.6,91,2021,2112
1374,2021-05-01,10457,8.1,121,2021,2142
1375,2021-06-01,10457,,152,2021,2173
1376,2021-07-01,10457,0.0,182,2021,2203
1377,2021-08-01,10457,,213,2021,2234
1378,2021-09-01,10457,,244,2021,2265
1379,2021-10-01,10457,,274,2021,2295
1380,2020-03-01,10458,13.3,61,2020,2081
1381,2020-04-01,10458,126.9,92,2020,2112
1382,2020-05-01,10458,37.5,122,2020,2142
1383,2020-06-01,10458,,153,2020,2173
1384,2020-07-01,10458,,183,2020,2203
1385,2020-08-01,10458,0.0,214,2020,2234
1386,2020-09-01,10458,,245,2020,2265
1387,2020-10-01,10458,,275,2020,2295
1388,2020-11-01,10458,,306,2020,2326
1389,2020-12-01,10458,12.1,336,2020,2356
1390,2021-01-01,10458,19.3,1,2021,2022
1391,2021-02-01,10458,18.1,32,2021,2053
1392,2021-03-01,10458,16.9,60,2021,2081
1393,2021-04-01,10458,12.1,91,2021,2112
1394,2021-05-01,10458,6.0,121,2021,2142
1395,2021-06-01,10458,,152,2021,2173
1396,2021-07-01,10458,,182,2021,2203
1397,2021-08-01,10458,,213,2021,2234
1398,2021-09-01,10458,,244,2021,2265
1399,2021-10-01,10458,,274,2021,2295
1400,2020-03-01,10459,35.5,61,2020,2081
1401,2020-04-01,10459,313.3,92,2020,2112
1402,2020-05-01,10459,33.4,122,2020,2142
1403,2020-06-01,10459,14.6,153,2020,2173
1404,2020-07-01,10459,0.0,183,2020,2203
1405,2020-08-01,10459,,214,2020,2234
1406,2020-09-01,10459,,245,2020,2265
1407,2020-10-01,10459,0.0,275,2020,2295
1408,2020-11-01,10459,,306,2020,2326
1409,2020-12-01,10459,,336,2020,2356
1410,2021-01-01,10459,23.0,1,2021,2022
1411,2021-02-01,10459,50.1,32,2021,2053
1412,2021-03-01,10459,16.7,60,2021,2081
1413,2021-04-01,10459,27.2,91,2021,2112
1414,2021-05-01,10459,,121,2021,2142
1415,2021-06-01,10459,,152,2021,2173
1416,2021-07-01,10459,0.0,182,2021,2203
1417,2021-08-01,10459,0.0,213,2021,2234
1418,2021-09-01,10459,,244,2021,2265
1419,2021-10-01,10459,,274,2021,2295
1420,2020-03-01,10460,25.5,61,2020,2081
1421,2020-04-01,10460,202.1,92,2020,2112
1422,2020-05-01,10460,25.5,122,2020,2142
1423,2020-06-01,10460,8.5,153,2020,2173
1424,2020-07-01,10460,,183,2020,2203
1425,2020-08-01,10460,0.0,214,2020,2234
1426,2020-09-01,10460,,245,2020,2265
1427,2020-10-01,10460,0.0,275,2020,2295
1428,2020-11-01,10460,,306,2020,2326
1429,2020-12-01,10460,11.9,336,2020,2356
1430,2021-01-01,10460,15.3,1,2021,2022
1431,2021-02-01,10460,37.4,32,2021,2053
1432,2021-03-01,10460,37.4,60,2021,2081
1433,2021-04-01,10460,10.2,91,2021,2112
1434,2021-05-01,10460,10.2,121,2021,2142
1435,2021-06-01,10460,,152,2021,2173
1436,2021-07-01,10460,,182,2021,2203
1437,2021-08-01,10460,,213,2021,2234
1438,2021-09-01,10460,,244,2021,2265
1439,2021-10-01,10460,0.0,274,2021,2295
1440,2020-03-01,10461,34.6,61,2020,2081
1441,2020-04-01,10461,205.7,92,2020,2112
1442,2020-05-01,10461,61.1,122,2020,2142
1443,2020-06-01,10461,12.2,153,2020,2173
1444,2020-07-01,10461,,183,2020,2203
1445,2020-08-01,10461,,214,2020,2234
1446,2020-09-01,10461,,245,2020,2265
1447,2020-10-01,10461,0.0,275,2020,2295
1448,2020-11-01,10461,0.0,306,2020,2326
1449,2020-12-01,10461,16.3,336,2020,2356
1450,2021-01-01,10461,22.4,1,2021,2022
1451,2021-02-01,10461,38.7,32,2021,2053
1452,2021-03-01,10461,20.4,60,2021,2081
1453,2021-04-01,10461,20.4,91,2021,2112
1454,2021-05-01,10461,,121,2021,2142
1455,2021-06-01,10461,,152,2021,2173
1456,2021-07-01,10461,0.0,182,2021,2203
1457,2021-08-01,10461,,213,2021,2234
1458,2021-09-01,10461,,244,2021,2265
1459,2021-10-01,10461,0.0,274,2021,2295
1460,2020-03-01,10462,37.2,61,2020,2081
1461,2020-04-01,10462,185.9,92,2020,2112
1462,2020-05-01,10462,45.1,122,2020,2142
1463,2020-06-01,10462,8.0,153,2020,2173
1464,2020-07-01,10462,,183,2020,2203
1465,2020-08-01,10462,0.0,214,2020,2234
1466,2020-09-01,10462,,245,2020,2265
1467,2020-10-01,10462,,275,2020,2295
1468,2020-11-01,10462,,306,2020,2326
1469,2020-12-01,10462,13.3,336,2020,2356
1470,2021-01-01,10462,18.6,1,2021,2022
1471,2021-02-01,10462,25.2,32,2021,2053
1472,2021-03-01,10462,18.6,60,2021,2081
1473,2021-04-01,10462,18.6,91,2021,2112
1474,2021-05-01,10462,,121,2021,2142
1475,2021-06-01,10462,0.0,152,2021,2173
1476,2021-07-01,10462,0.0,182,2021,2203
1477,2021-08-01,10462,,213,2021,2234
1478,2021-09-01,10462,,244,2021,2265
1479,2021-10-01,10462,,274,2021,2295
1480,2020-03-01,10463,42.9,61,2020,2081
1481,2020-04-01,10463,295.8,92,2020,2112
1482,2020-05-01,10463,64.3,122,2020,2142
1483,2020-06-01,10463,18.6,153,2020,2173
1484,2020-07-01,10463,7.1,183,2020,2203
1485,2020-08-01,10463,,214,2020,2234
1486,2020-09-01,10463,,245,2020,2265
1487,2020-10-01,10463,,275,2020,2295
1488,2020-11-01,10463,,306,2020,2326
1489,2020-12-01,10463,24.3,336,2020,2356
1490,2021-01-01,10463,24.3,1,2021,2022
1491,2021-02-01,10463,22.9,32,2021,2053
1492,2021-03-01,10463,22.9,60,2021,2081
1493,2021-04-01,10463,11.4,91,2021,2112
1494,2021-05-01,10463,,121,2021,2142
1495,2021-06-01,10463,,152,2021,2173
1496,2021-07-01,10463,0.0,182,2021,2203
1497,2021-08-01,10463,7.1,213,2021,2234
1498,2021-09-01,10463,,244,2021,2265
1499,2021-10-01,10463,,274,2021,2295
1500,2020-03-01,10464,,61,2020,2081
1501,2020-04-01,10464,,92,2020,2112
1502,2020-05-01,10464,,122,2020,2142
1503,2020-06-01,10464,,153,2020,2173
1504,2020-07-01,10464,,183,2020,2203
1505,2020-08-01,10464,,214,2020,2234
1506,2020-09-01,10464,,245,2020,2265
1507,2020-10-01,10464,,275,2020,2295
1508,2020-11-01,10464,0.0,306,2020,2326
1509,2020-12-01,10464,,336,2020,2356
1510,2021-01-01,10464,,1,2021,2022
1511,2021-02-01,10464,,32,2021,2053
1512,2021-03-01,10464,0.0,60,2021,2081
1513,2021-04-01,10464,0.0,91,2021,2112
1514,2021-05-01,10464,,121,2021,2142
1515,2021-06-01,10464,,152,2021,2173
1516,2021-07-01,10464,,182,2021,2203
1517,2021-08-01,10464,,213,2021,2234
1518,2021-09-01,10464,0.0,244,2021,2265
1519,2021-10-01,10464,0.0,274,2021,2295
1520,2020-03-01,10465,20.9,61,2020,2081
1521,2020-04-01,10465,208.7,92,2020,2112
1522,2020-05-01,10465,20.9,122,2020,2142
1523,2020-06-01,10465,13.9,153,2020,2173
1524,2020-07-01,10465,,183,2020,2203
1525,2020-08-01,10465,,214,2020,2234
1526,2020-09-01,10465,,245,2020,2265
1527,2020-10-01,10465,,275,2020,2295
1528,2020-11-01,10465,,306,2020,2326
1529,2020-12-01,10465,,336,2020,2356
1530,2021-01-01,10465,39.4,1,2021,2022
1531,2021-02-01,10465,46.4,32,2021,2053
1532,2021-03-01,10465,27.8,60,2021,2081
1533,2021-04-01,10465,13.9,91,2021,2112
1534,2021-05-01,10465,,121,2021,2142
1535,2021-06-01,10465,,152,2021,2173
1536,2021-07-01,10465,,182,2021,2203
1537,2021-08-01,10465,0.0,213,2021,2234
1538,2021-09-01,10465,,244,2021,2265
1539,2021-10-01,10465,,274,2021,2295
1540,2020-03-01,10466,49.1,61,2020,2081
1541,2020-04-01,10466,180.9,92,2020,2112
1542,2020-05-01,10466,32.3,122,2020,2142
1543,2020-06-01,10466,,153,2020,2173
1544,2020-07-01,10466,,183,2020,2203
1545,2020-08-01,10466,,214,2020,2234
1546,2020-09-01,10466,,245,2020,2265
1547,2020-10-01,10466,,275,2020,2295
1548,2020-11-01,10466,,306,2020,2326
1549,2020-12-01,10466,,336,2020,2356
1550,2021-01-01,10466,15.4,1,2021,2022
1551,2021-02-01,10466,18.2,32,2021,2053
1552,2021-03-01,10466,23.8,60,2021,2081
1553,2021-04-01,10466,8.4,91,2021,2112
1554,2021-05-01,10466,,121,2021,2142
1555,2021-06-01,10466,0.0,152,2021,2173
1556,2021-07-01,10466,,182,2021,2203
1557,2021-08-01,10466,,213,2021,2234
1558,2021-09-01,10466,,244,2021,2265
1559,2021-10-01,10466,,274,2021,2295
1560,2020-03-01,10467,53.9,61,2020,2081
1561,2020-04-01,10467,265.5,92,2020,2112
1562,2020-05-01,10467,53.9,122,2020,2142
1563,2020-06-01,10467,6.9,153,2020,2173
1564,2020-07-01,10467,9.8,183,2020,2203
1565,2020-08-01,10467,4.9,214,2020,2234
1566,2020-09-01,10467,,245,2020,2265
1567,2020-10-01,10467,0.0,275,2020,2295
1568,2020-11-01,10467,,306,2020,2326
1569,2020-12-01,10467,8.8,336,2020,2356
1570,2021-01-01,10467,29.4,1,2021,2022
1571,2021-02-01,10467,44.1,32,2021,2053
1572,2021-03-01,10467,22.5,60,2021,2081
1573,2021-04-01,10467,13.7,91,2021,2112
1574,2021-05-01,10467,6.9,121,2021,2142
1575,2021-06-01,10467,,152,2021,2173
1576,2021-07-01,10467,,182,2021,2203
1577,2021-08-01,10467,,213,2021,2234
1578,2021-09-01,10467,4.9,244,2021,2265
1579,2021-10-01,10467,,274,2021,2295
1580,2020-03-01,10468,30.8,61,2020,2081
1581,2020-04-01,10468,199.2,92,2020,2112
1582,2020-05-01,10468,65.5,122,2020,2142
1583,2020-06-01,10468,16.7,153,2020,2173
1584,2020-07-01,10468,,183,2020,2203
1585,2020-08-01,10468,,214,2020,2234
1586,2020-09-01,10468,,245,2020,2265
1587,2020-10-01,10468,0.0,275,2020,2295
1588,2020-11-01,10468,,306,2020,2326
1589,2020-12-01,10468,12.9,336,2020,2356
1590,2021-01-01,10468,15.4,1,2021,2022
1591,2021-02-01,10468,23.1,32,2021,2053
1592,2021-03-01,10468,27.0,60,2021,2081
1593,2021-04-01,10468,6.4,91,2021,2112
1594,2021-05-01,10468,,121,2021,2142
1595,2021-06-01,10468,0.0,152,2021,2173
1596,2021-07-01,10468,,182,2021,2203
1597,2021-08-01,10468,,213,2021,2234
1598,2021-09-01,10468,7.7,244,2021,2265
1599,2021-10-01,10468,,274,2021,2295
1600,2020-03-01,10469,79.9,61,2020,2081
1601,2020-04-01,10469,399.4,92,2020,2112
1602,2020-05-01,10469,64.7,122,2020,2142
1603,2020-06-01,10469,12.4,153,2020,2173
1604,2020-07-01,10469,9.6,183,2020,2203
1605,2020-08-01,10469,,214,2020,2234
1606,2020-09-01,10469,,245,2020,2265
1607,2020-10-01,10469,,275,2020,2295
1608,2020-11-01,10469,,306,2020,2326
1609,2020-12-01,10469,16.5,336,2020,2356
1610,2021-01-01,10469,28.9,1,2021,2022
1611,2021-02-01,10469,24.8,32,2021,2053
1612,2021-03-01,10469,31.7,60,2021,2081
1613,2021-04-01,10469,11.0,91,2021,2112
1614,2021-05-01,10469,,121,2021,2142
1615,2021-06-01,10469,0.0,152,2021,2173
1616,2021-07-01,10469,,182,2021,2203
1617,2021-08-01,10469,,213,2021,2234
1618,2021-09-01,10469,9.6,244,2021,2265
1619,2021-10-01,10469,,274,2021,2295
1620,2020-03-01,10470,,61,2020,2081
1621,2020-04-01,10470,120.1,92,2020,2112
1622,2020-05-01,10470,,122,2020,2142
1623,2020-06-01,10470,,153,2020,2173
1624,2020-07-01,10470,,183,2020,2203
1625,2020-08-01,10470,,214,2020,2234
1626,2020-09-01,10470,0.0,245,2020,2265
1627,2020-10-01,10470,,275,2020,2295
1628,2020-11-01,10470,0.0,306,2020,2326
1629,2020-12-01,10470,,336,2020,2356
1630,2021-01-01,10470,,1,2021,2022
1631,2021-02-01,10470,46.7,32,2021,2053
1632,2021-03-01,10470,,60,2021,2081
1633,2021-04-01,10470,,91,2021,2112
1634,2021-05-01,10470,0.0,121,2021,2142
1635,2021-06-01,10470,0.0,152,2021,2173
1636,2021-07-01,10470,,182,2021,2203
1637,2021-08-01,10470,0.0,213,2021,2234
1638,2021-09-01,10470,0.0,244,2021,2265
1639,2021-10-01,10470,0.0,274,2021,2295
1640,2020-03-01,10471,37.7,61,2020,2081
1641,2020-04-01,10471,324.8,92,2020,2112
1642,2020-05-01,10471,75.3,122,2020,2142
1643,2020-06-01,10471,28.2,153,2020,2173
1644,2020-07-01,10471,,183,2020,2203
1645,2020-08-01,10471,,214,2020,2234
1646,2020-09-01,10471,,245,2020,2265
1647,2020-10-01,10471,0.0,275,2020,2295
1648,2020-11-01,10471,,306,2020,2326
1649,2020-12-01,10471,,336,2020,2356
1650,2021-01-01,10471,37.7,1,2021,2022
1651,2021-02-01,10471,61.2,32,2021,2053
1652,2021-03-01,10471,,60,2021,2081
1653,2021-04-01,10471,,91,2021,2112
1654,2021-05-01,10471,,121,2021,2142
1655,2021-06-01,10471,0.0,152,2021,2173
1656,2021-07-01,10471,0.0,182,2021,2203
1657,2021-08-01,10471,0.0,213,2021,2234
1658,2021-09-01,10471,,244,2021,2265
1659,2021-10-01,10471,0.0,274,2021,2295
1660,2020-03-01,10472,41.2,61,2020,2081
1661,2020-04-01,10472,214.8,92,2020,2112
1662,2020-05-01,10472,53.0,122,2020,2142
1663,2020-06-01,10472,10.3,153,2020,2173
1664,2020-07-01,10472,0.0,183,2020,2203
1665,2020-08-01,10472,,214,2020,2234
1666,2020-09-01,10472,,245,2020,2265
1667,2020-10-01,10472,,275,2020,2295
1668,2020-11-01,10472,,306,2020,2326
1669,2020-12-01,10472,13.2,336,2020,2356
1670,2021-01-01,10472,33.8,1,2021,2022
1671,2021-02-01,10472,32.4,32,2021,2053
1672,2021-03-01,10472,23.5,60,2021,2081
1673,2021-04-01,10472,8.8,91,2021,2112
1674,2021-05-01,10472,,121,2021,2142
1675,2021-06-01,10472,,152,2021,2173
1676,2021-07-01,10472,,182,2021,2203
1677,2021-08-01,10472,,213,2021,2234
1678,2021-09-01,10472,,244,2021,2265
1679,2021-10-01,10472,,274,2021,2295
1680,2020-03-01,10473,37.2,61,2020,2081
1681,2020-04-01,10473,192.9,92,2020,2112
1682,2020-05-01,10473,35.5,122,2020,2142
1683,2020-06-01,10473,13.5,153,2020,2173
1684,2020-07-01,10473,,183,2020,2203
1685,2020-08-01,10473,,214,2020,2234
1686,2020-09-01,10473,,245,2020,2265
1687,2020-10-01,10473,,275,2020,2295
1688,2020-11-01,10473,,306,2020,2326
1689,2020-12-01,10473,16.9,336,2020,2356
1690,2021-01-01,10473,35.5,1,2021,2022
1691,2021-02-01,10473,27.1,32,2021,2053
1692,2021-03-01,10473,28.8,60,2021,2081
1693,2021-04-01,10473,13.5,91,2021,2112
1694,2021-05-01,10473,8.5,121,2021,2142
1695,2021-06-01,10473,,152,2021,2173
1696,2021-07-01,10473,0.0,182,2021,2203
1697,2021-08-01,10473,,213,2021,2234
1698,2021-09-01,10473,11.8,244,2021,2265
1699,2021-10-01,10473,,274,2021,2295
1700,2020-03-01,10474,,61,2020,2081
1701,2020-04-01,10474,133.6,92,2020,2112
1702,2020-05-01,10474,50.1,122,2020,2142
1703,2020-06-01,10474,,153,2020,2173
1704,2020-07-01,10474,0.0,183,2020,2203
1705,2020-08-01,10474,0.0,214,2020,2234
1706,2020-09-01,10474,,245,2020,2265
1707,2020-10-01,10474,0.0,275,2020,2295
1708,2020-11-01,10474,0.0,306,2020,2326
1709,2020-12-01,10474,0.0,336,2020,2356
1710,2021-01-01,10474,41.8,1,2021,2022
1711,2021-02-01,10474,,32,2021,2053
1712,2021-03-01,10474,41.8,60,2021,2081
1713,2021-04-01,10474,0.0,91,2021,2112
1714,2021-05-01,10474,,121,2021,2142
1715,2021-06-01,10474,,152,2021,2173
1716,2021-07-01,10474,0.0,182,2021,2203
1717,2021-08-01,10474,,213,2021,2234
1718,2021-09-01,10474,0.0,244,2021,2265
1719,2021-10-01,10474,,274,2021,2295
1720,2020-03-01,10475,84.2,61,2020,2081
1721,2020-04-01,10475,318.2,92,2020,2112
1722,2020-05-01,10475,65.5,122,2020,2142
1723,2020-06-01,10475,11.7,153,2020,2173
1724,2020-07-01,10475,,183,2020,2203
1725,2020-08-01,10475,0.0,214,2020,2234
1726,2020-09-01,10475,,245,2020,2265
1727,2020-10-01,10475,,275,2020,2295
1728,2020-11-01,10475,,306,2020,2326
1729,2020-12-01,10475,11.7,336,2020,2356
1730,2021-01-01,10475,28.1,1,2021,2022
1731,2021-02-01,10475,53.8,32,2021,2053
1732,2021-03-01,10475,28.1,60,2021,2081
1733,2021-04-01,10475,18.7,91,2021,2112
1734,2021-05-01,10475,14.0,121,2021,2142
1735,2021-06-01,10475,0.0,152,2021,2173
1736,2021-07-01,10475,,182,2021,2203
1737,2021-08-01,10475,0.0,213,2021,2234
1738,2021-09-01,10475,,244,2021,2265
1739,2021-10-01,10475,,274,2021,2295
1740,2020-03-01,11004,26.4,61,2020,2081
1741,2020-04-01,11004,337.7,92,2020,2112
1742,2020-05-01,11004,73.9,122,2020,2142
1743,2020-06-01,11004,,153,2020,2173
1744,2020-07-01,11004,,183,2020,2203
1745,2020-08-01,11004,0.0,214,2020,2234
1746,2020-09-01,11004,,245,2020,2265
1747,2020-10-01,11004,0.0,275,2020,2295
1748,2020-11-01,11004,0.0,306,2020,2326
1749,2020-12-01,11004,26.4,336,2020,2356
1750,2021-01-01,11004,31.7,1,2021,2022
1751,2021-02-01,11004,31.7,32,2021,2053
1752,2021-03-01,11004,,60,2021,2081
1753,2021-04-01,11004,,91,2021,2112
1754,2021-05-01,11004,,121,2021,2142
1755,2021-06-01,11004,0.0,152,2021,2173
1756,2021-07-01,11004,,182,2021,2203
1757,2021-08-01,11004,0.0,213,2021,2234
1758,2021-09-01,11004,0.0,244,2021,2265
1759,2021-10-01,11004,,274,2021,2295
1760,2020-03-01,11101,24.4,61,2020,2081
1761,2020-04-01,11101,119.4,92,2020,2112
1762,2020-05-01,11101,13.6,122,2020,2142
1763,2020-06-01,11101,0.0,153,2020,2173
1764,2020-07-01,11101,,183,2020,2203
1765,2020-08-01,11101,,214,2020,2234
1766,2020-09-01,11101,0.0,245,2020,2265
1767,2020-10-01,11101,0.0,275,2020,2295
1768,2020-11-01,11101,,306,2020,2326
1769,2020-12-01,11101,,336,2020,2356
1770,2021-01-01,11101,,1,2021,2022
1771,2021-02-01,11101,24.4,32,2021,2053
1772,2021-03-01,11101,,60,2021,2081
1773,2021-04-01,11101,,91,2021,2112
1774,2021-05-01,11101,,121,2021,2142
1775,2021-06-01,11101,0.0,152,2021,2173
