,date,MODZCTA_Location,death_Rate,dayofyear,year,deathrate_by_modzcta_ID
579,2021-10-01,10026,,274,2021,2295
580,2020-03-01,10027,26.8,61,2020,2081
581,2020-04-01,10027,149.9,92,2020,2112
582,2020-05-01,10027,22.1,122,2020,2142
583,2020-06-01,10027,,153,2020,2173
584,2020-07-01,10027,,183,2020,2203
585,2020-08-01,10027,,214,2020,2234
586,2020-09-01,10027,,245,2020,2265
587,2020-10-01,10027,,275,2020,2295
588,2020-11-01,10027,,306,2020,2326
589,2020-12-01,10027,,336,2020,2356
590,2021-01-01,10027,22.1,1,2021,2022
591,2021-02-01,10027,23.7,32,2021,2053
592,2021-03-01,10027,14.2,60,2021,2081
593,2021-04-01,10027,11.0,91,2021,2112
594,2021-05-01,10027,,121,2021,2142
595,2021-06-01,10027,,152,2021,2173
596,2021-07-01,10027,0.0,182,2021,2203
597,2021-08-01,10027,,213,2021,2234
598,2021-09-01,10027,7.9,244,2021,2265
599,2021-10-01,10027,,274,2021,2295
600,2020-03-01,10028,,61,2020,2081
601,2020-04-01,10028,50.7,92,2020,2112
602,2020-05-01,10028,14.8,122,2020,2142
603,2020-06-01,10028,,153,2020,2173
604,2020-07-01,10028,,183,2020,2203
605,2020-08-01,10028,,214,2020,2234
606,2020-09-01,10028,,245,2020,2265
607,2020-10-01,10028,0.0,275,2020,2295
608,2020-11-01,10028,0.0,306,2020,2326
609,2020-12-01,10028,,336,2020,2356
610,2021-01-01,10028,,1,2021,2022
611,2021-02-01,10028,16.9,32,2021,2053
612,2021-03-01,10028,,60,2021,2081
613,2021-04-01,10028,,91,2021,2112
614,2021-05-01,10028,0.0,121,2021,2142
615,2021-06-01,10028,0.0,152,2021,2173
616,2021-07-01,10028,0.0,182,2021,2203
617,2021-08-01,10028,0.0,213,2021,2234
618,2021-09-01,10028,0.0,244,2021,2265
619,2021-10-01,10028,,274,2021,2295
620,2020-03-01,10029,32.0,61,2020,2081
621,2020-04-01,10029,226.3,92,2020,2112
622,2020-05-01,10029,53.7,122,2020,2142
623,2020-06-01,10029,7.7,153,2020,2173
624,2020-07-01,10029,,183,2020,2203
625,2020-08-01,10029,,214,2020,2234
626,2020-09-01,10029,,245,2020,2265
627,2020-10-01,10029,,275,2020,2295
628,2020-11-01,10029,6.4,306,2020,2326
629,2020-12-01,10029,14.1,336,2020,2356
630,2021-01-01,10029,28.1,1,2021,2022
631,2021-02-01,10029,29.4,32,2021,2053
632,2021-03-01,10029,30.7,60,2021,2081
633,2021-04-01,10029,20.5,91,2021,2112
634,2021-05-01,10029,8.9,121,2021,2142
635,2021-06-01,10029,,152,2021,2173
636,2021-07-01,10029,,182,2021,2203
637,2021-08-01,10029,,213,2021,2234
638,2021-09-01,10029,0.0,244,2021,2265
639,2021-10-01,10029,,274,2021,2295
640,2020-03-01,10030,47.8,61,2020,2081
641,2020-04-01,10030,140.1,92,2020,2112
642,2020-05-01,10030,23.9,122,2020,2142
643,2020-06-01,10030,,153,2020,2173
644,2020-07-01,10030,,183,2020,2203
645,2020-08-01,10030,,214,2020,2234
646,2020-09-01,10030,,245,2020,2265
647,2020-10-01,10030,0.0,275,2020,2295
648,2020-11-01,10030,,306,2020,2326
649,2020-12-01,10030,,336,2020,2356
650,2021-01-01,10030,,1,2021,2022
651,2021-02-01,10030,37.6,32,2021,2053
652,2021-03-01,10030,30.7,60,2021,2081
653,2021-04-01,10030,,91,2021,2112
654,2021-05-01,10030,17.1,121,2021,2142
655,2021-06-01,10030,,152,2021,2173
656,2021-07-01,10030,,182,2021,2203
657,2021-08-01,10030,,213,2021,2234
658,2021-09-01,10030,,244,2021,2265
659,2021-10-01,10030,0.0,274,2021,2295
660,2020-03-01,10031,22.0,61,2020,2081
661,2020-04-01,10031,176.2,92,2020,2112
662,2020-05-01,10031,30.5,122,2020,2142
663,2020-06-01,10031,10.2,153,2020,2173
664,2020-07-01,10031,,183,2020,2203
665,2020-08-01,10031,0.0,214,2020,2234
666,2020-09-01,10031,,245,2020,2265
667,2020-10-01,10031,,275,2020,2295
668,2020-11-01,10031,,306,2020,2326
669,2020-12-01,10031,20.3,336,2020,2356
670,2021-01-01,10031,27.1,1,2021,2022
671,2021-02-01,10031,23.7,32,2021,2053
672,2021-03-01,10031,25.4,60,2021,2081
673,2021-04-01,10031,11.9,91,2021,2112
674,2021-05-01,10031,10.2,121,2021,2142
675,2021-06-01,10031,,152,2021,2173
676,2021-07-01,10031,,182,2021,2203
677,2021-08-01,10031,,213,2021,2234
678,2021-09-01,10031,0.0,244,2021,2265
679,2021-10-01,10031,0.0,274,2021,2295
680,2020-03-01,10032,41.2,61,2020,2081
681,2020-04-01,10032,228.4,92,2020,2112
682,2020-05-01,10032,36.5,122,2020,2142
683,2020-06-01,10032,7.9,153,2020,2173
684,2020-07-01,10032,,183,2020,2203
685,2020-08-01,10032,0.0,214,2020,2234
686,2020-09-01,10032,,245,2020,2265
687,2020-10-01,10032,0.0,275,2020,2295
688,2020-11-01,10032,,306,2020,2326
689,2020-12-01,10032,17.4,336,2020,2356
690,2021-01-01,10032,27.0,1,2021,2022
691,2021-02-01,10032,23.8,32,2021,2053
692,2021-03-01,10032,17.4,60,2021,2081
693,2021-04-01,10032,9.5,91,2021,2112
694,2021-05-01,10032,,121,2021,2142
695,2021-06-01,10032,,152,2021,2173
696,2021-07-01,10032,,182,2021,2203
697,2021-08-01,10032,0.0,213,2021,2234
698,2021-09-01,10032,7.9,244,2021,2265
699,2021-10-01,10032,,274,2021,2295
700,2020-03-01,10033,25.6,61,2020,2081
701,2020-04-01,10033,158.9,92,2020,2112
702,2020-05-01,10033,41.0,122,2020,2142
703,2020-06-01,10033,,153,2020,2173
704,2020-07-01,10033,,183,2020,2203
705,2020-08-01,10033,,214,2020,2234
706,2020-09-01,10033,0.0,245,2020,2265
707,2020-10-01,10033,,275,2020,2295
708,2020-11-01,10033,,306,2020,2326
709,2020-12-01,10033,10.3,336,2020,2356
710,2021-01-01,10033,15.4,1,2021,2022
711,2021-02-01,10033,20.5,32,2021,2053
712,2021-03-01,10033,18.8,60,2021,2081
713,2021-04-01,10033,8.5,91,2021,2112
714,2021-05-01,10033,,121,2021,2142
715,2021-06-01,10033,,152,2021,2173
716,2021-07-01,10033,0.0,182,2021,2203
717,2021-08-01,10033,,213,2021,2234
718,2021-09-01,10033,,244,2021,2265
719,2021-10-01,10033,,274,2021,2295
720,2020-03-01,10034,18.9,61,2020,2081
721,2020-04-01,10034,149.1,92,2020,2112
722,2020-05-01,10034,21.3,122,2020,2142
723,2020-06-01,10034,,153,2020,2173
724,2020-07-01,10034,,183,2020,2203
725,2020-08-01,10034,,214,2020,2234
726,2020-09-01,10034,0.0,245,2020,2265
727,2020-10-01,10034,0.0,275,2020,2295
728,2020-11-01,10034,0.0,306,2020,2326
729,2020-12-01,10034,,336,2020,2356
730,2021-01-01,10034,11.8,1,2021,2022
731,2021-02-01,10034,23.7,32,2021,2053
732,2021-03-01,10034,28.4,60,2021,2081
733,2021-04-01,10034,,91,2021,2112
734,2021-05-01,10034,,121,2021,2142
735,2021-06-01,10034,,152,2021,2173
736,2021-07-01,10034,0.0,182,2021,2203
737,2021-08-01,10034,,213,2021,2234
738,2021-09-01,10034,0.0,244,2021,2265
739,2021-10-01,10034,0.0,274,2021,2295
740,2020-03-01,10035,56.8,61,2020,2081
741,2020-04-01,10035,309.3,92,2020,2112
742,2020-05-01,10035,51.1,122,2020,2142
743,2020-06-01,10035,34.1,153,2020,2173
744,2020-07-01,10035,,183,2020,2203
745,2020-08-01,10035,,214,2020,2234
746,2020-09-01,10035,,245,2020,2265
747,2020-10-01,10035,0.0,275,2020,2295
748,2020-11-01,10035,,306,2020,2326
749,2020-12-01,10035,14.2,336,2020,2356
750,2021-01-01,10035,34.1,1,2021,2022
751,2021-02-01,10035,31.2,32,2021,2053
752,2021-03-01,10035,39.7,60,2021,2081
753,2021-04-01,10035,,91,2021,2112
754,2021-05-01,10035,,121,2021,2142
755,2021-06-01,10035,,152,2021,2173
756,2021-07-01,10035,0.0,182,2021,2203
757,2021-08-01,10035,,213,2021,2234
758,2021-09-01,10035,0.0,244,2021,2265
759,2021-10-01,10035,,274,2021,2295
760,2020-03-01,10036,22.0,61,2020,2081
761,2020-04-01,10036,121.1,92,2020,2112
762,2020-05-01,10036,33.0,122,2020,2142
763,2020-06-01,10036,,153,2020,2173
764,2020-07-01,10036,,183,2020,2203
765,2020-08-01,10036,0.0,214,2020,2234
766,2020-09-01,10036,0.0,245,2020,2265
767,2020-10-01,10036,0.0,275,2020,2295
768,2020-11-01,10036,0.0,306,2020,2326
769,2020-12-01,10036,,336,2020,2356
770,2021-01-01,10036,33.0,1,2021,2022
771,2021-02-01,10036,,32,2021,2053
772,2021-03-01,10036,,60,2021,2081
773,2021-04-01,10036,,91,2021,2112
774,2021-05-01,10036,0.0,121,2021,2142
775,2021-06-01,10036,0.0,152,2021,2173
776,2021-07-01,10036,0.0,182,2021,2203
777,2021-08-01,10036,0.0,213,2021,2234
778,2021-09-01,10036,0.0,244,2021,2265
779,2021-10-01,10036,0.0,274,2021,2295
780,2020-03-01,10037,38.5,61,2020,2081
781,2020-04-01,10037,269.3,92,2020,2112
782,2020-05-01,10037,24.0,122,2020,2142
783,2020-06-01,10037,33.7,153,2020,2173
784,2020-07-01,10037,,183,2020,2203
785,2020-08-01,10037,,214,2020,2234
786,2020-09-01,10037,,245,2020,2265
787,2020-10-01,10037,,275,2020,2295
788,2020-11-01,10037,,306,2020,2326
789,2020-12-01,10037,24.0,336,2020,2356
790,2021-01-01,10037,57.7,1,2021,2022
791,2021-02-01,10037,,32,2021,2053
792,2021-03-01,10037,,60,2021,2081
793,2021-04-01,10037,,91,2021,2112
794,2021-05-01,10037,0.0,121,2021,2142
795,2021-06-01,10037,0.0,152,2021,2173
796,2021-07-01,10037,,182,2021,2203
797,2021-08-01,10037,0.0,213,2021,2234
798,2021-09-01,10037,,244,2021,2265
799,2021-10-01,10037,0.0,274,2021,2295
800,2020-03-01,10038,,61,2020,2081
801,2020-04-01,10038,83.1,92,2020,2112
802,2020-05-01,10038,43.7,122,2020,2142
803,2020-06-01,10038,0.0,153,2020,2173
804,2020-07-01,10038,,183,2020,2203
805,2020-08-01,10038,0.0,214,2020,2234
806,2020-09-01,10038,0.0,245,2020,2265
807,2020-10-01,10038,0.0,275,2020,2295
808,2020-11-01,10038,,306,2020,2326
809,2020-12-01,10038,,336,2020,2356
810,2021-01-01,10038,35.0,1,2021,2022
811,2021-02-01,10038,30.6,32,2021,2053
812,2021-03-01,10038,,60,2021,2081
813,2021-04-01,10038,,91,2021,2112
814,2021-05-01,10038,,121,2021,2142
815,2021-06-01,10038,0.0,152,2021,2173
816,2021-07-01,10038,0.0,182,2021,2203
817,2021-08-01,10038,,213,2021,2234
818,2021-09-01,10038,,244,2021,2265
819,2021-10-01,10038,,274,2021,2295
820,2020-03-01,10039,,61,2020,2081
821,2020-04-01,10039,191.3,92,2020,2112
822,2020-05-01,10039,47.8,122,2020,2142
823,2020-06-01,10039,22.1,153,2020,2173
824,2020-07-01,10039,,183,2020,2203
825,2020-08-01,10039,,214,2020,2234
826,2020-09-01,10039,0.0,245,2020,2265
827,2020-10-01,10039,0.0,275,2020,2295
828,2020-11-01,10039,0.0,306,2020,2326
829,2020-12-01,10039,25.8,336,2020,2356
830,2021-01-01,10039,18.4,1,2021,2022
831,2021-02-01,10039,,32,2021,2053
832,2021-03-01,10039,22.1,60,2021,2081
833,2021-04-01,10039,29.4,91,2021,2112
834,2021-05-01,10039,,121,2021,2142
835,2021-06-01,10039,,152,2021,2173
836,2021-07-01,10039,0.0,182,2021,2203
837,2021-08-01,10039,0.0,213,2021,2234
838,2021-09-01,10039,,244,2021,2265
839,2021-10-01,10039,,274,2021,2295
840,2020-03-01,10040,40.9,61,2020,2081
841,2020-04-01,10040,293.4,92,2020,2112
842,2020-05-01,10040,54.6,122,2020,2142
843,2020-06-01,10040,15.9,153,2020,2173
844,2020-07-01,10040,,183,2020,2203
845,2020-08-01,10040,,214,2020,2234
846,2020-09-01,10040,0.0,245,2020,2265
847,2020-10-01,10040,,275,2020,2295
848,2020-11-01,10040,,306,2020,2326
849,2020-12-01,10040,13.6,336,2020,2356
850,2021-01-01,10040,15.9,1,2021,2022
851,2021-02-01,10040,22.7,32,2021,2053
852,2021-03-01,10040,20.5,60,2021,2081
853,2021-04-01,10040,11.4,91,2021,2112
854,2021-05-01,10040,,121,2021,2142
855,2021-06-01,10040,,152,2021,2173
856,2021-07-01,10040,0.0,182,2021,2203
857,2021-08-01,10040,,213,2021,2234
858,2021-09-01,10040,,244,2021,2265
859,2021-10-01,10040,,274,2021,2295
860,2020-03-01,10044,77.1,61,2020,2081
861,2020-04-01,10044,214.2,92,2020,2112
862,2020-05-01,10044,68.5,122,2020,2142
863,2020-06-01,10044,,153,2020,2173
864,2020-07-01,10044,,183,2020,2203
865,2020-08-01,10044,0.0,214,2020,2234
866,2020-09-01,10044,,245,2020,2265
867,2020-10-01,10044,0.0,275,2020,2295
868,2020-11-01,10044,0.0,306,2020,2326
869,2020-12-01,10044,0.0,336,2020,2356
870,2021-01-01,10044,,1,2021,2022
871,2021-02-01,10044,,32,2021,2053
872,2021-03-01,10044,,60,2021,2081
873,2021-04-01,10044,0.0,91,2021,2112
874,2021-05-01,10044,,121,2021,2142
875,2021-06-01,10044,0.0,152,2021,2173
876,2021-07-01,10044,,182,2021,2203
877,2021-08-01,10044,0.0,213,2021,2234
878,2021-09-01,10044,0.0,244,2021,2265
879,2021-10-01,10044,,274,2021,2295
880,2020-03-01,10065,,61,2020,2081
881,2020-04-01,10065,103.9,92,2020,2112
882,2020-05-01,10065,,122,2020,2142
883,2020-06-01,10065,,153,2020,2173
884,2020-07-01,10065,,183,2020,2203
885,2020-08-01,10065,,214,2020,2234
886,2020-09-01,10065,,245,2020,2265
887,2020-10-01,10065,0.0,275,2020,2295
888,2020-11-01,10065,0.0,306,2020,2326
889,2020-12-01,10065,,336,2020,2356
890,2021-01-01,10065,,1,2021,2022
891,2021-02-01,10065,0.0,32,2021,2053
892,2021-03-01,10065,,60,2021,2081
893,2021-04-01,10065,,91,2021,2112
894,2021-05-01,10065,0.0,121,2021,2142
895,2021-06-01,10065,0.0,152,2021,2173
896,2021-07-01,10065,,182,2021,2203
897,2021-08-01,10065,0.0,213,2021,2234
898,2021-09-01,10065,0.0,244,2021,2265
899,2021-10-01,10065,0.0,274,2021,2295
900,2020-03-01,10069,,61,2020,2081
901,2020-04-01,10069,,92,2020,2112
902,2020-05-01,10069,,122,2020,2142
903,2020-06-01,10069,0.0,153,2020,2173
904,2020-07-01,10069,0.0,183,2020,2203
905,2020-08-01,10069,,214,2020,2234
906,2020-09-01,10069,0.0,245,2020,2265
907,2020-10-01,10069,,275,2020,2295
908,2020-11-01,10069,0.0,306,2020,2326
909,2020-12-01,10069,0.0,336,2020,2356
910,2021-01-01,10069,0.0,1,2021,2022
911,2021-02-01,10069,0.0,32,2021,2053
912,2021-03-01,10069,0.0,60,2021,2081
913,2021-04-01,10069,0.0,91,2021,2112
914,2021-05-01,10069,,121,2021,2142
915,2021-06-01,10069,,152,2021,2173
916,2021-07-01,10069,0.0,182,2021,2203
917,2021-08-01,10069,0.0,213,2021,2234
918,2021-09-01,10069,0.0,244,2021,2265
919,2021-10-01,10069,0.0,274,2021,2295
920,2020-03-01,10075,52.1,61,2020,2081
921,2020-04-01,10075,108.5,92,2020,2112
922,2020-05-01,10075,52.1,122,2020,2142
923,2020-06-01,10075,,153,2020,2173
924,2020-07-01,10075,,183,2020,2203
925,2020-08-01,10075,,214,2020,2234
926,2020-09-01,10075,0.0,245,2020,2265
927,2020-10-01,10075,,275,2020,2295
928,2020-11-01,10075,0.0,306,2020,2326
929,2020-12-01,10075,,336,2020,2356
930,2021-01-01,10075,21.7,1,2021,2022
931,2021-02-01,10075,39.1,32,2021,2053
932,2021-03-01,10075,26.0,60,2021,2081
933,2021-04-01,10075,,91,2021,2112
934,2021-05-01,10075,0.0,121,2021,2142
935,2021-06-01,10075,,152,2021,2173
936,2021-07-01,10075,,182,2021,2203
937,2021-08-01,10075,0.0,213,2021,2234
938,2021-09-01,10075,,244,2021,2265
939,2021-10-01,10075,0.0,274,2021,2295
940,2020-03-01,10128,,61,2020,2081
941,2020-04-01,10128,63.2,92,2020,2112
942,2020-05-01,10128,20.5,122,2020,2142
943,2020-06-01,10128,,153,2020,2173
944,2020-07-01,10128,0.0,183,2020,2203
945,2020-08-01,10128,,214,2020,2234
946,2020-09-01,10128,,245,2020,2265
947,2020-10-01,10128,,275,2020,2295
948,2020-11-01,10128,0.0,306,2020,2326
949,2020-12-01,10128,,336,2020,2356
950,2021-01-01,10128,20.5,1,2021,2022
951,2021-02-01,10128,15.4,32,2021,2053
952,2021-03-01,10128,,60,2021,2081
953,2021-04-01,10128,,91,2021,2112
954,2021-05-01,10128,,121,2021,2142
955,2021-06-01,10128,0.0,152,2021,2173
956,2021-07-01,10128,,182,2021,2203
957,2021-08-01,10128,0.0,213,2021,2234
958,2021-09-01,10128,,244,2021,2265
959,2021-10-01,10128,0.0,274,2021,2295
960,2020-03-01,10280,0.0,61,2020,2081
961,2020-04-01,10280,,92,2020,2112
962,2020-05-01,10280,,122,2020,2142
963,2020-06-01,10280,,153,2020,2173
964,2020-07-01,10280,,183,2020,2203
965,2020-08-01,10280,,214,2020,2234
966,2020-09-01,10280,,245,2020,2265
967,2020-10-01,10280,,275,2020,2295
968,2020-11-01,10280,,306,2020,2326
969,2020-12-01,10280,0.0,336,2020,2356
970,2021-01-01,10280,,1,2021,2022
971,2021-02-01,10280,0.0,32,2021,2053
972,2021-03-01,10280,,60,2021,2081
973,2021-04-01,10280,,91,2021,2112
974,2021-05-01,10280,,121,2021,2142
975,2021-06-01,10280,,152,2021,2173
976,2021-07-01,10280,,182,2021,2203
977,2021-08-01,10280,,213,2021,2234
978,2021-09-01,10280,0.0,244,2021,2265
979,2021-10-01,10280,,274,2021,2295
980,2020-03-01,10282,0.0,61,2020,2081
981,2020-04-01,10282,161.5,92,2020,2112
982,2020-05-01,10282,,122,2020,2142
983,2020-06-01,10282,,153,2020,2173
984,2020-07-01,10282,0.0,183,2020,2203
985,2020-08-01,10282,,214,2020,2234
986,2020-09-01,10282,,245,2020,2265
987,2020-10-01,10282,,275,2020,2295
988,2020-11-01,10282,,306,2020,2326
989,2020-12-01,10282,0.0,336,2020,2356
990,2021-01-01,10282,0.0,1,2021,2022
991,2021-02-01,10282,,32,2021,2053
992,2021-03-01,10282,,60,2021,2081
993,2021-04-01,10282,,91,2021,2112
994,2021-05-01,10282,,121,2021,2142
995,2021-06-01,10282,,152,2021,2173
996,2021-07-01,10282,,182,2021,2203
997,2021-08-01,10282,0.0,213,2021,2234
998,2021-09-01,10282,,244,2021,2265
999,2021-10-01,10282,,274,2021,2295
1000,2020-03-01,10301,25.7,61,2020,2081
1001,2020-04-01,10301,254.5,92,2020,2112
1002,2020-05-01,10301,51.4,122,2020,2142
1003,2020-06-01,10301,,153,2020,2173
1004,2020-07-01,10301,0.0,183,2020,2203
1005,2020-08-01,10301,,214,2020,2234
1006,2020-09-01,10301,0.0,245,2020,2265
1007,2020-10-01,10301,,275,2020,2295
1008,2020-11-01,10301,,306,2020,2326
1009,2020-12-01,10301,30.8,336,2020,2356
1010,2021-01-01,10301,25.7,1,2021,2022
1011,2021-02-01,10301,20.6,32,2021,2053
1012,2021-03-01,10301,18.0,60,2021,2081
1013,2021-04-01,10301,18.0,91,2021,2112
1014,2021-05-01,10301,,121,2021,2142
1015,2021-06-01,10301,,152,2021,2173
1016,2021-07-01,10301,,182,2021,2203
1017,2021-08-01,10301,,213,2021,2234
1018,2021-09-01,10301,20.6,244,2021,2265
1019,2021-10-01,10301,,274,2021,2295
1020,2020-03-01,10302,27.0,61,2020,2081
1021,2020-04-01,10302,146.1,92,2020,2112
1022,2020-05-01,10302,27.0,122,2020,2142
1023,2020-06-01,10302,0.0,153,2020,2173
1024,2020-07-01,10302,0.0,183,2020,2203
1025,2020-08-01,10302,0.0,214,2020,2234
1026,2020-09-01,10302,0.0,245,2020,2265
1027,2020-10-01,10302,0.0,275,2020,2295
1028,2020-11-01,10302,,306,2020,2326
1029,2020-12-01,10302,37.9,336,2020,2356
1030,2021-01-01,10302,37.9,1,2021,2022
1031,2021-02-01,10302,27.0,32,2021,2053
1032,2021-03-01,10302,,60,2021,2081
1033,2021-04-01,10302,,91,2021,2112
1034,2021-05-01,10302,,121,2021,2142
1035,2021-06-01,10302,,152,2021,2173
1036,2021-07-01,10302,0.0,182,2021,2203
1037,2021-08-01,10302,,213,2021,2234
1038,2021-09-01,10302,0.0,244,2021,2265
1039,2021-10-01,10302,0.0,274,2021,2295
1040,2020-03-01,10303,,61,2020,2081
1041,2020-04-01,10303,120.7,92,2020,2112
1042,2020-05-01,10303,45.3,122,2020,2142
1043,2020-06-01,10303,,153,2020,2173
1044,2020-07-01,10303,,183,2020,2203
1045,2020-08-01,10303,0.0,214,2020,2234
1046,2020-09-01,10303,0.0,245,2020,2265
1047,2020-10-01,10303,,275,2020,2295
1048,2020-11-01,10303,,306,2020,2326
1049,2020-12-01,10303,18.9,336,2020,2356
1050,2021-01-01,10303,26.4,1,2021,2022
1051,2021-02-01,10303,,32,2021,2053
1052,2021-03-01,10303,41.5,60,2021,2081
1053,2021-04-01,10303,,91,2021,2112
1054,2021-05-01,10303,,121,2021,2142
1055,2021-06-01,10303,0.0,152,2021,2173
1056,2021-07-01,10303,,182,2021,2203
1057,2021-08-01,10303,,213,2021,2234
1058,2021-09-01,10303,,244,2021,2265
1059,2021-10-01,10303,0.0,274,2021,2295
1060,2020-03-01,10304,54.9,61,2020,2081
1061,2020-04-01,10304,310.4,92,2020,2112
1062,2020-05-01,10304,71.6,122,2020,2142
1063,2020-06-01,10304,16.7,153,2020,2173
1064,2020-07-01,10304,,183,2020,2203
1065,2020-08-01,10304,,214,2020,2234
1066,2020-09-01,10304,0.0,245,2020,2265
1067,2020-10-01,10304,0.0,275,2020,2295
1068,2020-11-01,10304,,306,2020,2326
1069,2020-12-01,10304,47.7,336,2020,2356
1070,2021-01-01,10304,62.1,1,2021,2022
1071,2021-02-01,10304,26.3,32,2021,2053
1072,2021-03-01,10304,33.4,60,2021,2081
1073,2021-04-01,10304,19.1,91,2021,2112
1074,2021-05-01,10304,11.9,121,2021,2142
1075,2021-06-01,10304,,152,2021,2173
1076,2021-07-01,10304,,182,2021,2203
1077,2021-08-01,10304,,213,2021,2234
1078,2021-09-01,10304,0.0,244,2021,2265
1079,2021-10-01,10304,,274,2021,2295
1080,2020-03-01,10305,,61,2020,2081
1081,2020-04-01,10305,142.3,92,2020,2112
1082,2020-05-01,10305,42.0,122,2020,2142
1083,2020-06-01,10305,11.7,153,2020,2173
1084,2020-07-01,10305,,183,2020,2203
1085,2020-08-01,10305,0.0,214,2020,2234
1086,2020-09-01,10305,0.0,245,2020,2265
1087,2020-10-01,10305,0.0,275,2020,2295
1088,2020-11-01,10305,,306,2020,2326
1089,2020-12-01,10305,18.7,336,2020,2356
1090,2021-01-01,10305,35.0,1,2021,2022
1091,2021-02-01,10305,25.7,32,2021,2053
1092,2021-03-01,10305,30.3,60,2021,2081
1093,2021-04-01,10305,21.0,91,2021,2112
1094,2021-05-01,10305,,121,2021,2142
1095,2021-06-01,10305,,152,2021,2173
1096,2021-07-01,10305,,182,2021,2203
1097,2021-08-01,10305,11.7,213,2021,2234
1098,2021-09-01,10305,,244,2021,2265
1099,2021-10-01,10305,,274,2021,2295
1100,2020-03-01,10306,30.3,61,2020,2081
1101,2020-04-01,10306,128.8,92,2020,2112
1102,2020-05-01,10306,18.9,122,2020,2142
1103,2020-06-01,10306,9.5,153,2020,2173
1104,2020-07-01,10306,,183,2020,2203
1105,2020-08-01,10306,,214,2020,2234
1106,2020-09-01,10306,0.0,245,2020,2265
1107,2020-10-01,10306,,275,2020,2295
1108,2020-11-01,10306,37.9,306,2020,2326
1109,2020-12-01,10306,87.1,336,2020,2356
1110,2021-01-01,10306,54.9,1,2021,2022
1111,2021-02-01,10306,39.8,32,2021,2053
1112,2021-03-01,10306,36.0,60,2021,2081
1113,2021-04-01,10306,15.1,91,2021,2112
1114,2021-05-01,10306,11.4,121,2021,2142
1115,2021-06-01,10306,0.0,152,2021,2173
1116,2021-07-01,10306,0.0,182,2021,2203
1117,2021-08-01,10306,22.7,213,2021,2234
1118,2021-09-01,10306,,244,2021,2265
1119,2021-10-01,10306,,274,2021,2295
1120,2020-03-01,10307,,61,2020,2081
1121,2020-04-01,10307,73.8,92,2020,2112
1122,2020-05-01,10307,,122,2020,2142
1123,2020-06-01,10307,,153,2020,2173
1124,2020-07-01,10307,0.0,183,2020,2203
1125,2020-08-01,10307,,214,2020,2234
1126,2020-09-01,10307,0.0,245,2020,2265
1127,2020-10-01,10307,0.0,275,2020,2295
1128,2020-11-01,10307,0.0,306,2020,2326
1129,2020-12-01,10307,,336,2020,2356
1130,2021-01-01,10307,,1,2021,2022
1131,2021-02-01,10307,,32,2021,2053
1132,2021-03-01,10307,,60,2021,2081
1133,2021-04-01,10307,,91,2021,2112
1134,2021-05-01,10307,,121,2021,2142
1135,2021-06-01,10307,,152,2021,2173
1136,2021-07-01,10307,0.0,182,2021,2203
1137,2021-08-01,10307,0.0,213,2021,2234
1138,2021-09-01,10307,,244,2021,2265
1139,2021-10-01,10307,,274,2021,2295
1140,2020-03-01,10308,,61,2020,2081
1141,2020-04-01,10308,80.5,92,2020,2112
1142,2020-05-01,10308,,122,2020,2142
1143,2020-06-01,10308,,153,2020,2173
1144,2020-07-01,10308,0.0,183,2020,2203
1145,2020-08-01,10308,0.0,214,2020,2234
1146,2020-09-01,10308,0.0,245,2020,2265
1147,2020-10-01,10308,,275,2020,2295
1148,2020-11-01,10308,,306,2020,2326
1149,2020-12-01,10308,33.5,336,2020,2356
1150,2021-01-01,10308,33.5,1,2021,2022
1151,2021-02-01,10308,16.8,32,2021,2053
1152,2021-03-01,10308,26.8,60,2021,2081
1153,2021-04-01,10308,16.8,91,2021,2112
1154,2021-05-01,10308,16.8,121,2021,2142
1155,2021-06-01,10308,,152,2021,2173
1156,2021-07-01,10308,,182,2021,2203
1157,2021-08-01,10308,0.0,213,2021,2234
1158,2021-09-01,10308,,244,2021,2265
1159,2021-10-01,10308,0.0,274,2021,2295
1160,2020-03-01,10309,24.3,61,2020,2081
1161,2020-04-01,10309,82.0,92,2020,2112
1162,2020-05-01,10309,15.2,122,2020,2142
1163,2020-06-01,10309,,153,2020,2173
1164,2020-07-01,10309,0.0,183,2020,2203
1165,2020-08-01,10309,,214,2020,2234
1166,2020-09-01,10309,0.0,245,2020,2265
1167,2020-10-01,10309,,275,2020,2295
1168,2020-11-01,10309,,306,2020,2326
1169,2020-12-01,10309,27.3,336,2020,2356
1170,2021-01-01,10309,15.2,1,2021,2022
1171,2021-02-01,10309,24.3,32,2021,2053
1172,2021-03-01,10309,15.2,60,2021,2081
1173,2021-04-01,10309,,91,2021,2112
1174,2021-05-01,10309,,121,2021,2142
1175,2021-06-01,10309,0.0,152,2021,2173
1176,2021-07-01,10309,0.0,182,2021,2203
1177,2021-08-01,10309,0.0,213,2021,2234
1178,2021-09-01,10309,15.2,244,2021,2265
1179,2021-10-01,10309,,274,2021,2295
1180,2020-03-01,10310,34.1,61,2020,2081
1181,2020-04-01,10310,115.2,92,2020,2112
1182,2020-05-01,10310,34.1,122,2020,2142
1183,2020-06-01,10310,,153,2020,2173
1184,2020-07-01,10310,0.0,183,2020,2203
1185,2020-08-01,10310,,214,2020,2234
1186,2020-09-01,10310,,245,2020,2265
