,week_ending,MODZCTA_Location,Percent,dayofyear,year,positivecaserate_ID
0,2020-08-08,CITY,1.25,221,2020,2241
1,2020-08-15,CITY,1.22,228,2020,2248
2,2020-08-22,CITY,1.03,235,2020,2255
3,2020-08-29,CITY,1.06,242,2020,2262
4,2020-09-05,CITY,0.95,249,2020,2269
5,2020-09-12,CITY,1.17,256,2020,2276
6,2020-09-19,CITY,1.19,263,2020,2283
7,2020-09-26,CITY,1.46,270,2020,2290
8,2020-10-03,CITY,1.75,277,2020,2297
9,2020-10-10,CITY,1.54,284,2020,2304
10,2020-10-17,CITY,1.64,291,2020,2311
11,2020-10-24,CITY,1.78,298,2020,2318
12,2020-10-31,CITY,1.88,305,2020,2325
13,2020-11-07,CITY,2.49,312,2020,2332
14,2020-11-14,CITY,3.2,319,2020,2339
15,2020-11-21,CITY,3.3,326,2020,2346
16,2020-11-28,CITY,4.56,333,2020,2353
17,2020-12-05,CITY,5.4,340,2020,2360
18,2020-12-12,CITY,5.84,347,2020,2367
19,2020-12-19,CITY,6.33,354,2020,2374
20,2020-12-26,CITY,7.8,361,2020,2381
21,2021-01-02,CITY,9.48,2,2021,2023
22,2021-01-09,CITY,8.91,9,2021,2030
23,2021-01-16,CITY,8.89,16,2021,2037
24,2021-01-23,CITY,8.85,23,2021,2044
25,2021-01-30,CITY,8.52,30,2021,2051
26,2021-02-06,CITY,8.51,37,2021,2058
27,2021-02-13,CITY,7.18,44,2021,2065
28,2021-02-20,CITY,7.3,51,2021,2072
29,2021-02-27,CITY,6.43,58,2021,2079
30,2021-03-06,CITY,6.39,65,2021,2086
31,2021-03-13,CITY,6.44,72,2021,2093
32,2021-03-20,CITY,6.3,79,2021,2100
33,2021-03-27,CITY,6.49,86,2021,2107
34,2021-04-03,CITY,6.76,93,2021,2114
35,2021-04-10,CITY,5.45,100,2021,2121
36,2021-04-17,CITY,4.84,107,2021,2128
37,2021-04-24,CITY,3.64,114,2021,2135
38,2021-05-01,CITY,2.79,121,2021,2142
39,2021-05-08,CITY,2.08,128,2021,2149
40,2021-05-15,CITY,1.53,135,2021,2156
41,2021-05-22,CITY,1.13,142,2021,2163
42,2021-05-29,CITY,0.86,149,2021,2170
43,2021-06-05,CITY,0.75,156,2021,2177
44,2021-06-12,CITY,0.6,163,2021,2184
45,2021-06-19,CITY,0.55,170,2021,2191
46,2021-06-26,CITY,0.59,177,2021,2198
47,2021-07-03,CITY,0.83,184,2021,2205
48,2021-07-10,CITY,1.27,191,2021,2212
49,2021-07-17,CITY,1.77,198,2021,2219
50,2021-07-24,CITY,2.48,205,2021,2226
51,2021-07-31,CITY,3.23,212,2021,2233
52,2021-08-07,CITY,3.63,219,2021,2240
53,2021-08-14,CITY,3.92,226,2021,2247
54,2021-08-21,CITY,3.75,233,2021,2254
55,2021-08-28,CITY,3.67,240,2021,2261
56,2021-09-04,CITY,3.33,247,2021,2268
57,2021-09-11,CITY,2.99,254,2021,2275
58,2021-09-18,CITY,2.78,261,2021,2282
59,2021-09-25,CITY,2.33,268,2021,2289
60,2021-10-02,CITY,1.94,275,2021,2296
61,2021-10-09,CITY,1.84,282,2021,2303
62,2021-10-16,CITY,1.77,289,2021,2310
63,2021-10-23,CITY,1.41,296,2021,2317
64,2021-10-30,CITY,1.37,303,2021,2324
65,2021-11-06,CITY,1.47,310,2021,2331
66,2020-08-08,BX,1.65,221,2020,2241
67,2020-08-15,BX,1.64,228,2020,2248
68,2020-08-22,BX,1.32,235,2020,2255
69,2020-08-29,BX,1.53,242,2020,2262
70,2020-09-05,BX,1.02,249,2020,2269
71,2020-09-12,BX,1.31,256,2020,2276
72,2020-09-19,BX,1.17,263,2020,2283
73,2020-09-26,BX,1.33,270,2020,2290
74,2020-10-03,BX,1.52,277,2020,2297
75,2020-10-10,BX,1.59,284,2020,2304
76,2020-10-17,BX,1.67,291,2020,2311
77,2020-10-24,BX,1.84,298,2020,2318
78,2020-10-31,BX,2.12,305,2020,2325
79,2020-11-07,BX,2.96,312,2020,2332
80,2020-11-14,BX,3.57,319,2020,2339
81,2020-11-21,BX,4.19,326,2020,2346
82,2020-11-28,BX,5.68,333,2020,2353
83,2020-12-05,BX,6.17,340,2020,2360
84,2020-12-12,BX,6.26,347,2020,2367
85,2020-12-19,BX,7.12,354,2020,2374
86,2020-12-26,BX,8.68,361,2020,2381
87,2021-01-02,BX,11.31,2,2021,2023
88,2021-01-09,BX,10.72,9,2021,2030
89,2021-01-16,BX,10.38,16,2021,2037
90,2021-01-23,BX,10.8,23,2021,2044
91,2021-01-30,BX,10.58,30,2021,2051
92,2021-02-06,BX,11.07,37,2021,2058
93,2021-02-13,BX,9.61,44,2021,2065
94,2021-02-20,BX,9.74,51,2021,2072
95,2021-02-27,BX,8.25,58,2021,2079
96,2021-03-06,BX,7.91,65,2021,2086
97,2021-03-13,BX,7.45,72,2021,2093
98,2021-03-20,BX,6.76,79,2021,2100
99,2021-03-27,BX,6.62,86,2021,2107
100,2021-04-03,BX,7.29,93,2021,2114
101,2021-04-10,BX,5.35,100,2021,2121
102,2021-04-17,BX,4.68,107,2021,2128
103,2021-04-24,BX,3.61,114,2021,2135
104,2021-05-01,BX,2.72,121,2021,2142
105,2021-05-08,BX,2.15,128,2021,2149
106,2021-05-15,BX,1.63,135,2021,2156
107,2021-05-22,BX,1.22,142,2021,2163
108,2021-05-29,BX,0.95,149,2021,2170
109,2021-06-05,BX,0.98,156,2021,2177
110,2021-06-12,BX,0.81,163,2021,2184
111,2021-06-19,BX,0.63,170,2021,2191
112,2021-06-26,BX,0.51,177,2021,2198
113,2021-07-03,BX,0.78,184,2021,2205
114,2021-07-10,BX,1.17,191,2021,2212
115,2021-07-17,BX,1.54,198,2021,2219
116,2021-07-24,BX,2.28,205,2021,2226
117,2021-07-31,BX,3.03,212,2021,2233
118,2021-08-07,BX,3.68,219,2021,2240
119,2021-08-14,BX,4.29,226,2021,2247
120,2021-08-21,BX,4.29,233,2021,2254
121,2021-08-28,BX,4.16,240,2021,2261
122,2021-09-04,BX,4.01,247,2021,2268
123,2021-09-11,BX,3.74,254,2021,2275
124,2021-09-18,BX,2.7,261,2021,2282
125,2021-09-25,BX,2.33,268,2021,2289
126,2021-10-02,BX,1.78,275,2021,2296
127,2021-10-09,BX,1.57,282,2021,2303
128,2021-10-16,BX,1.48,289,2021,2310
129,2021-10-23,BX,1.25,296,2021,2317
130,2021-10-30,BX,1.2,303,2021,2324
131,2021-11-06,BX,1.17,310,2021,2331
132,2020-08-08,BK,1.28,221,2020,2241
133,2020-08-15,BK,1.23,228,2020,2248
134,2020-08-22,BK,1.0,235,2020,2255
135,2020-08-29,BK,1.18,242,2020,2262
136,2020-09-05,BK,1.11,249,2020,2269
137,2020-09-12,BK,1.41,256,2020,2276
138,2020-09-19,BK,1.64,263,2020,2283
139,2020-09-26,BK,2.15,270,2020,2290
140,2020-10-03,BK,2.53,277,2020,2297
141,2020-10-10,BK,2.07,284,2020,2304
142,2020-10-17,BK,2.12,291,2020,2311
143,2020-10-24,BK,2.16,298,2020,2318
144,2020-10-31,BK,2.14,305,2020,2325
145,2020-11-07,BK,2.56,312,2020,2332
146,2020-11-14,BK,3.08,319,2020,2339
147,2020-11-21,BK,3.18,326,2020,2346
148,2020-11-28,BK,4.28,333,2020,2353
149,2020-12-05,BK,5.57,340,2020,2360
150,2020-12-12,BK,6.09,347,2020,2367
151,2020-12-19,BK,6.72,354,2020,2374
152,2020-12-26,BK,8.1,361,2020,2381
153,2021-01-02,BK,9.45,2,2021,2023
154,2021-01-09,BK,9.31,9,2021,2030
155,2021-01-16,BK,9.27,16,2021,2037
156,2021-01-23,BK,9.08,23,2021,2044
157,2021-01-30,BK,8.95,30,2021,2051
158,2021-02-06,BK,8.83,37,2021,2058
159,2021-02-13,BK,7.33,44,2021,2065
160,2021-02-20,BK,7.32,51,2021,2072
161,2021-02-27,BK,6.85,58,2021,2079
162,2021-03-06,BK,6.69,65,2021,2086
163,2021-03-13,BK,6.68,72,2021,2093
164,2021-03-20,BK,6.69,79,2021,2100
165,2021-03-27,BK,6.82,86,2021,2107
166,2021-04-03,BK,7.29,93,2021,2114
167,2021-04-10,BK,5.85,100,2021,2121
168,2021-04-17,BK,5.38,107,2021,2128
169,2021-04-24,BK,4.26,114,2021,2135
170,2021-05-01,BK,3.29,121,2021,2142
171,2021-05-08,BK,2.38,128,2021,2149
172,2021-05-15,BK,1.71,135,2021,2156
173,2021-05-22,BK,1.29,142,2021,2163
174,2021-05-29,BK,0.88,149,2021,2170
175,2021-06-05,BK,0.77,156,2021,2177
176,2021-06-12,BK,0.56,163,2021,2184
177,2021-06-19,BK,0.48,170,2021,2191
178,2021-06-26,BK,0.58,177,2021,2198
179,2021-07-03,BK,0.76,184,2021,2205
180,2021-07-10,BK,1.28,191,2021,2212
181,2021-07-17,BK,1.92,198,2021,2219
182,2021-07-24,BK,2.79,205,2021,2226
183,2021-07-31,BK,3.44,212,2021,2233
184,2021-08-07,BK,3.88,219,2021,2240
185,2021-08-14,BK,4.04,226,2021,2247
186,2021-08-21,BK,4.01,233,2021,2254
187,2021-08-28,BK,3.97,240,2021,2261
188,2021-09-04,BK,3.39,247,2021,2268
189,2021-09-11,BK,2.88,254,2021,2275
190,2021-09-18,BK,3.09,261,2021,2282
191,2021-09-25,BK,2.63,268,2021,2289
192,2021-10-02,BK,2.29,275,2021,2296
193,2021-10-09,BK,2.3,282,2021,2303
194,2021-10-16,BK,2.11,289,2021,2310
195,2021-10-23,BK,1.63,296,2021,2317
196,2021-10-30,BK,1.61,303,2021,2324
197,2021-11-06,BK,1.7,310,2021,2331
198,2020-08-08,MN,0.9,221,2020,2241
199,2020-08-15,MN,0.87,228,2020,2248
200,2020-08-22,MN,0.77,235,2020,2255
201,2020-08-29,MN,0.7,242,2020,2262
202,2020-09-05,MN,0.62,249,2020,2269
203,2020-09-12,MN,0.77,256,2020,2276
204,2020-09-19,MN,0.7,263,2020,2283
205,2020-09-26,MN,0.8,270,2020,2290
206,2020-10-03,MN,0.94,277,2020,2297
207,2020-10-10,MN,0.78,284,2020,2304
208,2020-10-17,MN,0.99,291,2020,2311
209,2020-10-24,MN,1.11,298,2020,2318
210,2020-10-31,MN,1.2,305,2020,2325
211,2020-11-07,MN,1.73,312,2020,2332
212,2020-11-14,MN,2.34,319,2020,2339
213,2020-11-21,MN,2.1,326,2020,2346
214,2020-11-28,MN,2.99,333,2020,2353
215,2020-12-05,MN,3.05,340,2020,2360
216,2020-12-12,MN,3.6,347,2020,2367
217,2020-12-19,MN,3.56,354,2020,2374
218,2020-12-26,MN,4.53,361,2020,2381
219,2021-01-02,MN,5.35,2,2021,2023
220,2021-01-09,MN,5.02,9,2021,2030
221,2021-01-16,MN,5.05,16,2021,2037
222,2021-01-23,MN,5.35,23,2021,2044
223,2021-01-30,MN,5.01,30,2021,2051
224,2021-02-06,MN,4.93,37,2021,2058
225,2021-02-13,MN,4.08,44,2021,2065
226,2021-02-20,MN,4.26,51,2021,2072
227,2021-02-27,MN,3.68,58,2021,2079
228,2021-03-06,MN,3.7,65,2021,2086
229,2021-03-13,MN,3.76,72,2021,2093
230,2021-03-20,MN,3.62,79,2021,2100
231,2021-03-27,MN,3.93,86,2021,2107
232,2021-04-03,MN,3.83,93,2021,2114
233,2021-04-10,MN,3.1,100,2021,2121
234,2021-04-17,MN,2.67,107,2021,2128
235,2021-04-24,MN,1.84,114,2021,2135
236,2021-05-01,MN,1.49,121,2021,2142
237,2021-05-08,MN,1.14,128,2021,2149
238,2021-05-15,MN,0.86,135,2021,2156
239,2021-05-22,MN,0.67,142,2021,2163
240,2021-05-29,MN,0.52,149,2021,2170
241,2021-06-05,MN,0.49,156,2021,2177
242,2021-06-12,MN,0.46,163,2021,2184
243,2021-06-19,MN,0.41,170,2021,2191
244,2021-06-26,MN,0.4,177,2021,2198
245,2021-07-03,MN,0.64,184,2021,2205
246,2021-07-10,MN,1.06,191,2021,2212
247,2021-07-17,MN,1.56,198,2021,2219
248,2021-07-24,MN,2.16,205,2021,2226
249,2021-07-31,MN,2.71,212,2021,2233
250,2021-08-07,MN,2.89,219,2021,2240
251,2021-08-14,MN,2.92,226,2021,2247
252,2021-08-21,MN,2.73,233,2021,2254
253,2021-08-28,MN,2.61,240,2021,2261
254,2021-09-04,MN,2.3,247,2021,2268
255,2021-09-11,MN,2.04,254,2021,2275
256,2021-09-18,MN,2.07,261,2021,2282
257,2021-09-25,MN,1.67,268,2021,2289
258,2021-10-02,MN,1.4,275,2021,2296
259,2021-10-09,MN,1.26,282,2021,2303
260,2021-10-16,MN,1.23,289,2021,2310
261,2021-10-23,MN,0.97,296,2021,2317
262,2021-10-30,MN,0.92,303,2021,2324
263,2021-11-06,MN,1.12,310,2021,2331
264,2020-08-08,QN,1.23,221,2020,2241
265,2020-08-15,QN,1.2,228,2020,2248
266,2020-08-22,QN,1.13,235,2020,2255
267,2020-08-29,QN,1.05,242,2020,2262
268,2020-09-05,QN,1.03,249,2020,2269
269,2020-09-12,QN,1.2,256,2020,2276
270,2020-09-19,QN,1.25,263,2020,2283
271,2020-09-26,QN,1.43,270,2020,2290
272,2020-10-03,QN,1.84,277,2020,2297
273,2020-10-10,QN,1.75,284,2020,2304
274,2020-10-17,QN,1.74,291,2020,2311
275,2020-10-24,QN,2.03,298,2020,2318
276,2020-10-31,QN,1.97,305,2020,2325
277,2020-11-07,QN,2.69,312,2020,2332
278,2020-11-14,QN,3.69,319,2020,2339
279,2020-11-21,QN,3.81,326,2020,2346
280,2020-11-28,QN,5.3,333,2020,2353
281,2020-12-05,QN,6.24,340,2020,2360
282,2020-12-12,QN,6.94,347,2020,2367
283,2020-12-19,QN,7.8,354,2020,2374
284,2020-12-26,QN,9.44,361,2020,2381
285,2021-01-02,QN,11.09,2,2021,2023
286,2021-01-09,QN,10.67,9,2021,2030
287,2021-01-16,QN,10.96,16,2021,2037
288,2021-01-23,QN,10.53,23,2021,2044
289,2021-01-30,QN,10.28,30,2021,2051
290,2021-02-06,QN,10.36,37,2021,2058
291,2021-02-13,QN,8.81,44,2021,2065
292,2021-02-20,QN,9.24,51,2021,2072
293,2021-02-27,QN,7.74,58,2021,2079
294,2021-03-06,QN,7.73,65,2021,2086
295,2021-03-13,QN,8.26,72,2021,2093
296,2021-03-20,QN,8.18,79,2021,2100
297,2021-03-27,QN,8.34,86,2021,2107
298,2021-04-03,QN,8.66,93,2021,2114
299,2021-04-10,QN,6.94,100,2021,2121
300,2021-04-17,QN,6.07,107,2021,2128
301,2021-04-24,QN,4.43,114,2021,2135
302,2021-05-01,QN,3.35,121,2021,2142
303,2021-05-08,QN,2.44,128,2021,2149
304,2021-05-15,QN,1.85,135,2021,2156
305,2021-05-22,QN,1.25,142,2021,2163
306,2021-05-29,QN,1.01,149,2021,2170
307,2021-06-05,QN,0.79,156,2021,2177
308,2021-06-12,QN,0.6,163,2021,2184
309,2021-06-19,QN,0.65,170,2021,2191
310,2021-06-26,QN,0.72,177,2021,2198
311,2021-07-03,QN,0.92,184,2021,2205
312,2021-07-10,QN,1.34,191,2021,2212
313,2021-07-17,QN,1.77,198,2021,2219
314,2021-07-24,QN,2.49,205,2021,2226
315,2021-07-31,QN,3.42,212,2021,2233
316,2021-08-07,QN,3.88,219,2021,2240
317,2021-08-14,QN,4.33,226,2021,2247
318,2021-08-21,QN,4.05,233,2021,2254
319,2021-08-28,QN,3.94,240,2021,2261
320,2021-09-04,QN,3.68,247,2021,2268
321,2021-09-11,QN,3.66,254,2021,2275
322,2021-09-18,QN,3.14,261,2021,2282
323,2021-09-25,QN,2.67,268,2021,2289
324,2021-10-02,QN,2.15,275,2021,2296
325,2021-10-09,QN,1.95,282,2021,2303
326,2021-10-16,QN,1.94,289,2021,2310
327,2021-10-23,QN,1.52,296,2021,2317
328,2021-10-30,QN,1.48,303,2021,2324
329,2021-11-06,QN,1.69,310,2021,2331
330,2020-08-08,SI,1.42,221,2020,2241
331,2020-08-15,SI,1.43,228,2020,2248
332,2020-08-22,SI,1.17,235,2020,2255
333,2020-08-29,SI,1.02,242,2020,2262
334,2020-09-05,SI,1.22,249,2020,2269
335,2020-09-12,SI,1.46,256,2020,2276
336,2020-09-19,SI,1.48,263,2020,2283
337,2020-09-26,SI,1.77,270,2020,2290
338,2020-10-03,SI,1.92,277,2020,2297
339,2020-10-10,SI,1.73,284,2020,2304
340,2020-10-17,SI,2.04,291,2020,2311
341,2020-10-24,SI,2.11,298,2020,2318
342,2020-10-31,SI,3.07,305,2020,2325
343,2020-11-07,SI,3.77,312,2020,2332
344,2020-11-14,SI,5.02,319,2020,2339
345,2020-11-21,SI,5.7,326,2020,2346
346,2020-11-28,SI,7.46,333,2020,2353
347,2020-12-05,SI,9.52,340,2020,2360
348,2020-12-12,SI,8.76,347,2020,2367
349,2020-12-19,SI,9.56,354,2020,2374
350,2020-12-26,SI,10.45,361,2020,2381
351,2021-01-02,SI,13.13,2,2021,2023
352,2021-01-09,SI,11.68,9,2021,2030
353,2021-01-16,SI,10.95,16,2021,2037
354,2021-01-23,SI,10.41,23,2021,2044
355,2021-01-30,SI,9.08,30,2021,2051
356,2021-02-06,SI,9.25,37,2021,2058
357,2021-02-13,SI,7.98,44,2021,2065
358,2021-02-20,SI,7.79,51,2021,2072
359,2021-02-27,SI,7.6,58,2021,2079
360,2021-03-06,SI,8.18,65,2021,2086
361,2021-03-13,SI,8.35,72,2021,2093
362,2021-03-20,SI,8.08,79,2021,2100
363,2021-03-27,SI,8.73,86,2021,2107
364,2021-04-03,SI,8.55,93,2021,2114
365,2021-04-10,SI,8.08,100,2021,2121
366,2021-04-17,SI,7.04,107,2021,2128
367,2021-04-24,SI,4.91,114,2021,2135
368,2021-05-01,SI,3.56,121,2021,2142
369,2021-05-08,SI,2.61,128,2021,2149
370,2021-05-15,SI,1.92,135,2021,2156
371,2021-05-22,SI,1.41,142,2021,2163
372,2021-05-29,SI,1.2,149,2021,2170
373,2021-06-05,SI,0.97,156,2021,2177
374,2021-06-12,SI,0.84,163,2021,2184
375,2021-06-19,SI,0.94,170,2021,2191
376,2021-06-26,SI,1.35,177,2021,2198
377,2021-07-03,SI,1.99,184,2021,2205
378,2021-07-10,SI,2.31,191,2021,2212
379,2021-07-17,SI,2.99,198,2021,2219
380,2021-07-24,SI,3.68,205,2021,2226
381,2021-07-31,SI,5.19,212,2021,2233
382,2021-08-07,SI,5.45,219,2021,2240
383,2021-08-14,SI,6.03,226,2021,2247
384,2021-08-21,SI,5.33,233,2021,2254
385,2021-08-28,SI,5.68,240,2021,2261
386,2021-09-04,SI,6.24,247,2021,2268
387,2021-09-11,SI,5.08,254,2021,2275
388,2021-09-18,SI,4.06,261,2021,2282
389,2021-09-25,SI,3.07,268,2021,2289
390,2021-10-02,SI,2.62,275,2021,2296
391,2021-10-09,SI,2.4,282,2021,2303
392,2021-10-16,SI,2.87,289,2021,2310
393,2021-10-23,SI,2.43,296,2021,2317
394,2021-10-30,SI,2.38,303,2021,2324
395,2021-11-06,SI,2.22,310,2021,2331
396,2020-08-08,10001,0.75,221,2020,2241
397,2020-08-15,10001,0.95,228,2020,2248
398,2020-08-22,10001,0.37,235,2020,2255
399,2020-08-29,10001,0.52,242,2020,2262
400,2020-09-05,10001,1.03,249,2020,2269
401,2020-09-12,10001,1.77,256,2020,2276
402,2020-09-19,10001,0.44,263,2020,2283
403,2020-09-26,10001,0.48,270,2020,2290
404,2020-10-03,10001,0.93,277,2020,2297
405,2020-10-10,10001,0.95,284,2020,2304
406,2020-10-17,10001,0.97,291,2020,2311
407,2020-10-24,10001,0.96,298,2020,2318
408,2020-10-31,10001,0.56,305,2020,2325
409,2020-11-07,10001,1.66,312,2020,2332
410,2020-11-14,10001,3.06,319,2020,2339
411,2020-11-21,10001,2.56,326,2020,2346
412,2020-11-28,10001,2.34,333,2020,2353
413,2020-12-05,10001,3.16,340,2020,2360
414,2020-12-12,10001,3.16,347,2020,2367
415,2020-12-19,10001,3.36,354,2020,2374
416,2020-12-26,10001,3.11,361,2020,2381
417,2021-01-02,10001,3.41,2,2021,2023
418,2021-01-09,10001,5.24,9,2021,2030
419,2021-01-16,10001,4.51,16,2021,2037
420,2021-01-23,10001,5.02,23,2021,2044
421,2021-01-30,10001,4.45,30,2021,2051
422,2021-02-06,10001,5.65,37,2021,2058
423,2021-02-13,10001,4.06,44,2021,2065
424,2021-02-20,10001,2.92,51,2021,2072
425,2021-02-27,10001,3.27,58,2021,2079
426,2021-03-06,10001,2.64,65,2021,2086
427,2021-03-13,10001,3.98,72,2021,2093
428,2021-03-20,10001,4.45,79,2021,2100
429,2021-03-27,10001,3.9,86,2021,2107
430,2021-04-03,10001,4.76,93,2021,2114
431,2021-04-10,10001,3.75,100,2021,2121
432,2021-04-17,10001,2.61,107,2021,2128
433,2021-04-24,10001,2.08,114,2021,2135
434,2021-05-01,10001,1.91,121,2021,2142
435,2021-05-08,10001,1.16,128,2021,2149
436,2021-05-15,10001,0.88,135,2021,2156
437,2021-05-22,10001,1.4,142,2021,2163
438,2021-05-29,10001,0.8,149,2021,2170
439,2021-06-05,10001,1.18,156,2021,2177
440,2021-06-12,10001,0.42,163,2021,2184
441,2021-06-19,10001,1.0,170,2021,2191
442,2021-06-26,10001,0.51,177,2021,2198
443,2021-07-03,10001,0.91,184,2021,2205
444,2021-07-10,10001,1.66,191,2021,2212
445,2021-07-17,10001,2.68,198,2021,2219
446,2021-07-24,10001,2.87,205,2021,2226
447,2021-07-31,10001,2.65,212,2021,2233
448,2021-08-07,10001,3.51,219,2021,2240
449,2021-08-14,10001,4.29,226,2021,2247
450,2021-08-21,10001,2.54,233,2021,2254
451,2021-08-28,10001,2.82,240,2021,2261
452,2021-09-04,10001,2.66,247,2021,2268
453,2021-09-11,10001,2.27,254,2021,2275
454,2021-09-18,10001,2.38,261,2021,2282
455,2021-09-25,10001,1.1,268,2021,2289
456,2021-10-02,10001,1.55,275,2021,2296
457,2021-10-09,10001,1.16,282,2021,2303
458,2021-10-16,10001,1.32,289,2021,2310
459,2021-10-23,10001,0.76,296,2021,2317
460,2021-10-30,10001,0.91,303,2021,2324
461,2021-11-06,10001,1.59,310,2021,2331
462,2020-08-08,10002,1.93,221,2020,2241
463,2020-08-15,10002,0.56,228,2020,2248
464,2020-08-22,10002,1.03,235,2020,2255
465,2020-08-29,10002,0.43,242,2020,2262
466,2020-09-05,10002,0.52,249,2020,2269
467,2020-09-12,10002,0.35,256,2020,2276
468,2020-09-19,10002,0.89,263,2020,2283
469,2020-09-26,10002,0.97,270,2020,2290
470,2020-10-03,10002,1.04,277,2020,2297
471,2020-10-10,10002,0.84,284,2020,2304
472,2020-10-17,10002,0.98,291,2020,2311
473,2020-10-24,10002,1.59,298,2020,2318
474,2020-10-31,10002,1.5,305,2020,2325
475,2020-11-07,10002,1.8,312,2020,2332
476,2020-11-14,10002,2.67,319,2020,2339
477,2020-11-21,10002,2.59,326,2020,2346
478,2020-11-28,10002,3.6,333,2020,2353
479,2020-12-05,10002,4.14,340,2020,2360
480,2020-12-12,10002,6.74,347,2020,2367
481,2020-12-19,10002,6.84,354,2020,2374
482,2020-12-26,10002,8.04,361,2020,2381
483,2021-01-02,10002,8.61,2,2021,2023
484,2021-01-09,10002,8.67,9,2021,2030
485,2021-01-16,10002,8.09,16,2021,2037
486,2021-01-23,10002,9.07,23,2021,2044
487,2021-01-30,10002,7.21,30,2021,2051
488,2021-02-06,10002,8.5,37,2021,2058
489,2021-02-13,10002,6.27,44,2021,2065
490,2021-02-20,10002,7.99,51,2021,2072
491,2021-02-27,10002,6.54,58,2021,2079
492,2021-03-06,10002,7.03,65,2021,2086
493,2021-03-13,10002,7.01,72,2021,2093
494,2021-03-20,10002,7.51,79,2021,2100
495,2021-03-27,10002,6.92,86,2021,2107
496,2021-04-03,10002,6.89,93,2021,2114
497,2021-04-10,10002,5.58,100,2021,2121
498,2021-04-17,10002,5.7,107,2021,2128
499,2021-04-24,10002,3.16,114,2021,2135
500,2021-05-01,10002,2.5,121,2021,2142
501,2021-05-08,10002,2.49,128,2021,2149
502,2021-05-15,10002,1.37,135,2021,2156
503,2021-05-22,10002,0.76,142,2021,2163
504,2021-05-29,10002,0.67,149,2021,2170
505,2021-06-05,10002,1.03,156,2021,2177
506,2021-06-12,10002,0.56,163,2021,2184
507,2021-06-19,10002,0.18,170,2021,2191
508,2021-06-26,10002,0.27,177,2021,2198
509,2021-07-03,10002,1.0,184,2021,2205
510,2021-07-10,10002,1.55,191,2021,2212
511,2021-07-17,10002,2.11,198,2021,2219
512,2021-07-24,10002,3.02,205,2021,2226
513,2021-07-31,10002,3.85,212,2021,2233
514,2021-08-07,10002,4.37,219,2021,2240
515,2021-08-14,10002,3.25,226,2021,2247
516,2021-08-21,10002,2.99,233,2021,2254
517,2021-08-28,10002,4.08,240,2021,2261
518,2021-09-04,10002,2.91,247,2021,2268
519,2021-09-11,10002,2.84,254,2021,2275
520,2021-09-18,10002,2.79,261,2021,2282
521,2021-09-25,10002,1.66,268,2021,2289
522,2021-10-02,10002,1.59,275,2021,2296
523,2021-10-09,10002,2.3,282,2021,2303
524,2021-10-16,10002,2.35,289,2021,2310
525,2021-10-23,10002,1.91,296,2021,2317
526,2021-10-30,10002,1.37,303,2021,2324
527,2021-11-06,10002,1.37,310,2021,2331
528,2020-08-08,10003,0.26,221,2020,2241
529,2020-08-15,10003,0.17,228,2020,2248
530,2020-08-22,10003,0.26,235,2020,2255
531,2020-08-29,10003,0.34,242,2020,2262
532,2020-09-05,10003,0.38,249,2020,2269
533,2020-09-12,10003,0.71,256,2020,2276
534,2020-09-19,10003,0.69,263,2020,2283
535,2020-09-26,10003,0.65,270,2020,2290
536,2020-10-03,10003,1.12,277,2020,2297
537,2020-10-10,10003,0.43,284,2020,2304
538,2020-10-17,10003,0.92,291,2020,2311
539,2020-10-24,10003,0.65,298,2020,2318
540,2020-10-31,10003,0.55,305,2020,2325
541,2020-11-07,10003,0.6,312,2020,2332
542,2020-11-14,10003,1.26,319,2020,2339
543,2020-11-21,10003,1.19,326,2020,2346
544,2020-11-28,10003,1.85,333,2020,2353
545,2020-12-05,10003,1.59,340,2020,2360
546,2020-12-12,10003,2.08,347,2020,2367
547,2020-12-19,10003,2.28,354,2020,2374
548,2020-12-26,10003,3.32,361,2020,2381
549,2021-01-02,10003,3.93,2,2021,2023
550,2021-01-09,10003,3.49,9,2021,2030
551,2021-01-16,10003,3.82,16,2021,2037
552,2021-01-23,10003,3.07,23,2021,2044
553,2021-01-30,10003,2.43,30,2021,2051
554,2021-02-06,10003,1.81,37,2021,2058
555,2021-02-13,10003,1.74,44,2021,2065
556,2021-02-20,10003,2.04,51,2021,2072
557,2021-02-27,10003,2.13,58,2021,2079
558,2021-03-06,10003,1.82,65,2021,2086
559,2021-03-13,10003,1.75,72,2021,2093
560,2021-03-20,10003,2.49,79,2021,2100
561,2021-03-27,10003,2.32,86,2021,2107
562,2021-04-03,10003,2.19,93,2021,2114
563,2021-04-10,10003,1.67,100,2021,2121
564,2021-04-17,10003,1.62,107,2021,2128
565,2021-04-24,10003,0.75,114,2021,2135
566,2021-05-01,10003,0.65,121,2021,2142
567,2021-05-08,10003,0.96,128,2021,2149
568,2021-05-15,10003,0.4,135,2021,2156
569,2021-05-22,10003,0.46,142,2021,2163
570,2021-05-29,10003,0.34,149,2021,2170
571,2021-06-05,10003,0.47,156,2021,2177
572,2021-06-12,10003,0.15,163,2021,2184
573,2021-06-19,10003,0.25,170,2021,2191
574,2021-06-26,10003,0.33,177,2021,2198
575,2021-07-03,10003,0.72,184,2021,2205
576,2021-07-10,10003,1.12,191,2021,2212
577,2021-07-17,10003,1.58,198,2021,2219
578,2021-07-24,10003,2.48,205,2021,2226
